min_samples,xi,min_cluster_size,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score
5,0.05,0.05,0.19345504285387902,0.5176737435972654,0.5138528138528139,-0.08745310994653802,0.7813694643561755,0.36417208710397964
5,0.05,0.1,0.18921409139483722,0.41236501925647806,0.3891774891774892,0.22452950450139125,0.9215051147539411,0.3177183496619324
5,0.1,0.05,0.197711315622115,0.5130413968625556,0.47748917748917746,-0.0025451476828344645,0.876134265809495,0.3846612964822084
5,0.1,0.1,0.19361866456584853,0.4685521617202806,0.3943722943722944,0.27167702813537525,0.9266424100823699,0.3368076735263524
10,0.05,0.05,0.19771410224078242,0.5130454587660164,0.47748917748917746,-0.0020857389965554954,0.8767319739080587,0.3846030263439819
10,0.05,0.1,0.19356821157655432,0.46792920470243193,0.3943722943722944,0.2718669239909167,0.9267967935804201,0.33558083969611846
10,0.1,0.05,0.1970089197406832,0.5123134957654621,0.47705627705627707,-0.0028821300124978536,0.8759117066686188,0.38457423034106636
10,0.1,0.1,0.12678005750930071,0.3979031660445211,0.36233766233766235,0.24562959106956436,0.9554908671425988,0.5149249312583062
15,0.05,0.05,0.2354594032363972,0.5534906889298007,0.49826839826839825,0.03726262134224669,0.9179055624162135,0.3842400718999585
15,0.05,0.1,0.20898086032050128,0.4895617153223633,0.4147186147186147,0.3014802196199651,0.9564199410795652,0.31460167591939275
15,0.1,0.05,0.23485158192302172,0.5527893548543736,0.49783549783549785,0.03708797652893356,0.9178535396516165,0.3843036189287996
15,0.1,0.1,0.1585280116756186,0.447958876311477,0.38311688311688313,0.2918259335645489,1.0,0.5211707927311781
