ratio,embedding_size,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
0.01,2,0.0035163516966988983,0.034593835322186996,0.4198717948717949,-0.05045954774940299,69.59666538326225,1.0829637308127815,0.4800851715309492
0.01,5,0.14775568743892498,0.2875395533666286,0.717948717948718,-0.04617853450795225,32.20840654436319,0.9679502735217556,0.5081429208119395
0.01,10,0.09392831453567375,0.30911126912862363,0.8397435897435898,-0.007336297253177335,48.580384406827434,0.8398038735895684,0.5435361966321658
0.05,2,0.12567798885969614,0.38831205905539723,0.9038461538461539,0.15071460797395653,53.364555351213994,1.1322319745870564,0.4689921227701631
0.05,5,0.06350298781666064,0.28149187240672147,0.8205128205128205,0.11803529961633075,65.41772113630444,0.9789662813211458,0.5053143196216593
0.05,10,0.09733635926040003,0.2950304007391248,0.7692307692307693,0.039459625674246546,44.68595653234777,1.0421745912540594,0.4896740975441868
0.1,2,0.22598985842090233,0.4106316276501284,0.75,0.03278903315073847,53.97638392181467,2.029773202722767,0.33005770831339115
0.1,5,0.22499770604865002,0.4481797639719179,0.7948717948717948,0.11097922969350275,93.54482726652236,1.7137889276951255,0.3684884958423498
0.1,10,0.21222878864894,0.40117726261381004,0.782051282051282,0.07772802982482806,95.9923361274722,1.7030886784631314,0.3699471674634664
0.2,2,0.20081965153802783,0.37296248841854257,0.6858974358974359,0.21309405015961977,127.22147230562754,1.3842660587627564,0.4194162796239779
0.2,5,0.2652661888893389,0.4598673447566419,0.7083333333333334,0.17053263745784067,123.87086960725645,1.643061135379053,0.378349174982888
0.2,10,0.17170743192983945,0.3330811049101508,0.6057692307692307,0.18524422004930807,134.96148678643567,1.5437643854014422,0.3931181699606136
