min_samples,xi,min_cluster_size,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score
5,0.05,0.05,0.07772436039781229,0.30121923028416886,0.78,0.05699605897509662,0.9634461384105943,0.992853209654595
5,0.05,0.1,0.3360360269600708,0.44017423339031964,0.835,0.11382529201190858,1.0,0.9130927200312764
5,0.1,0.05,0.024813566597292246,0.17370480890659812,0.588,-0.12439407434345182,0.8393291201293351,0.9907611584891334
5,0.1,0.1,1.0,1.0,1.0,0.11430267341845882,0.004774901509181399,0.0
10,0.05,0.05,0.011463213467273827,0.1333680260573069,0.558,-0.17797130542649486,0.8083419198098135,0.9917579836623158
10,0.05,0.1,0.832748612878029,0.8427495460320372,1.0,0.12600276654479942,0.921661505329161,0.9768704837581902
10,0.1,0.05,1.0,1.0,1.0,0.11430267341845882,0.004774901509181399,0.0
10,0.1,0.1,1.0,1.0,1.0,0.11430267341845882,0.004774901509181399,0.0
15,0.05,0.05,0.034315831570576584,0.2218973408305285,0.636,-0.06356742593560018,0.8707766394411227,0.9932270795070864
15,0.05,0.1,1.0,1.0,1.0,0.11430267341845882,0.004774901509181399,0.0
15,0.1,0.05,1.0,1.0,1.0,0.11430267341845882,0.004774901509181399,0.0
15,0.1,0.1,1.0,1.0,1.0,0.11430267341845882,0.004774901509181399,0.0
