n_clusters,init,embedding_size,pretrain_epochs,clustering_epochs,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
2,acedec,2,100,100,0.6246020358547894,0.509183420487165,0.8963093145869947,0.37035854769782267,330.10478175053294,1.1796791500538224,0.4587831195133959
2,acedec,2,100,200,0.3818267579634481,0.3927728712028817,0.8154657293497364,0.3742520969207916,256.5938500341708,1.0921489549518104,0.47797743924166886
2,acedec,2,200,100,0.7606517991108048,0.6705867151893645,0.9367311072056239,0.3811196972334062,354.74445798739515,1.136474695957867,0.4680607740835704
2,acedec,2,200,200,0.3724074580072587,0.38544593970859686,0.81195079086116,0.37290429972120714,255.03246580193937,1.0776265958026627,0.481318443853316
2,acedec,5,100,100,0.7232461528296262,0.6677438713865942,0.9261862917398945,0.38246184569185876,346.9406125460246,1.1234922152419244,0.47092237627349737
2,acedec,5,100,200,0.7293717157972408,0.6732205493169795,0.9279437609841827,0.38587688111046403,351.5623515507053,1.1216993068638978,0.47132032176515565
2,acedec,5,200,100,0.7603354251813218,0.701470221548167,0.9367311072056239,0.38312831609747217,351.8570094223565,1.1273665014137362,0.47006474875648013
2,acedec,5,200,200,0.7173460913166351,0.6421424141369175,0.9244288224956063,0.3815287054295551,346.0582914478755,1.1342159962111458,0.4685561357310089
2,acedec,10,100,100,0.4911736023662055,0.47741926966450077,0.8541300527240774,0.3937117759863175,314.3016473796887,1.0919101615907651,0.47803200078131625
2,acedec,10,100,200,0.5281776007515635,0.506304285381128,0.8664323374340949,0.3950834333185852,326.49886095198343,1.0907282955022477,0.4783022271001377
2,acedec,10,200,100,0.75442560564193,0.664569997597523,0.9349736379613357,0.3854909263291754,361.58780005030405,1.1296139627612791,0.46956867182791656
2,acedec,10,200,200,0.7668265885718183,0.6818560413509578,0.9384885764499121,0.38086155289263407,355.41658318878814,1.1308528392309904,0.46929566490424224
