number_clusters,eps,threshold,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
3,0.01,0.01,0.010973544590557811,0.14826203918236894,0.998,0.2238682576232779,1719.4051238303302,0.279614420745429,0.781485409813886
3,0.01,0.05,0.010973544590557811,0.14826203918236894,0.998,0.2238682576232779,1719.4051238303302,0.279614420745429,0.781485409813886
3,0.01,0.1,0.010973544590557811,0.14826203918236894,0.998,0.2238682576232779,1719.4051238303302,0.279614420745429,0.781485409813886
3,0.01,0.2,0.010973544590557811,0.14826203918236894,0.998,0.2238682576232779,1719.4051238303302,0.279614420745429,0.781485409813886
3,0.01,0.4,0.010973544590557811,0.14826203918236894,0.998,0.2238682576232779,1719.4051238303302,0.279614420745429,0.781485409813886
3,0.01,0.7,0.010973544590557811,0.14826203918236894,0.998,0.2238682576232779,1719.4051238303302,0.279614420745429,0.781485409813886
3,0.05,0.01,0.555074112041852,0.6740760605123512,0.677,-0.23614712623690443,79.72737013113542,0.6730883676834869,0.5976970609057387
3,0.05,0.05,0.555074112041852,0.6740760605123512,0.677,-0.23614712623690443,79.72737013113542,0.6730883676834869,0.5976970609057387
3,0.05,0.1,0.555074112041852,0.6740760605123512,0.677,-0.23614712623690443,79.72737013113542,0.6730883676834869,0.5976970609057387
3,0.05,0.2,0.555074112041852,0.6740760605123512,0.677,-0.23614712623690443,79.72737013113542,0.6730883676834869,0.5976970609057387
3,0.05,0.4,0.555074112041852,0.6740760605123512,0.677,-0.23614712623690443,79.72737013113542,0.6730883676834869,0.5976970609057387
3,0.05,0.7,0.555074112041852,0.6740760605123512,0.677,-0.23614712623690443,79.72737013113542,0.6730883676834869,0.5976970609057387
3,0.1,0.01,0.5702013104999563,0.7304983632572256,0.667,0.48722154811591006,734.3396897687043,0.5413306286546471,0.6487900658101187
3,0.1,0.05,0.5702013104999563,0.7304983632572256,0.667,0.48722154811591006,734.3396897687043,0.5413306286546471,0.6487900658101187
3,0.1,0.1,0.5702013104999563,0.7304983632572256,0.667,0.48722154811591006,734.3396897687043,0.5413306286546471,0.6487900658101187
3,0.1,0.2,0.5702013104999563,0.7304983632572256,0.667,0.48722154811591006,734.3396897687043,0.5413306286546471,0.6487900658101187
3,0.1,0.4,0.5702013104999563,0.7304983632572256,0.667,0.48722154811591006,734.3396897687043,0.5413306286546471,0.6487900658101187
3,0.1,0.7,0.5702013104999563,0.7304983632572256,0.667,0.48722154811591006,734.3396897687043,0.5413306286546471,0.6487900658101187
3,0.2,0.01,0.9442070947556237,0.925913134703515,0.981,0.6399364015485689,2884.722172660875,0.5032098835327824,0.6652430980894304
3,0.2,0.05,0.9442070947556237,0.925913134703515,0.981,0.6399364015485689,2884.722172660875,0.5032098835327824,0.6652430980894304
3,0.2,0.1,0.9442070947556237,0.925913134703515,0.981,0.6399364015485689,2884.722172660875,0.5032098835327824,0.6652430980894304
3,0.2,0.2,0.9442070947556237,0.925913134703515,0.981,0.6399364015485689,2884.722172660875,0.5032098835327824,0.6652430980894304
3,0.2,0.4,0.5657887737508163,0.7101294356027823,0.666,0.48626522342134054,731.8632221515762,0.544734655698462,0.6473603711233133
3,0.2,0.7,0.5702013104999563,0.7304983632572256,0.667,0.48722154811591006,734.3396897687043,0.5413306286546471,0.6487900658101187
