damping,preference,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score
0.5,,0.507335713796628,0.5937382723930809,0.982,0.45369861734428024,0.9875726565328194,0.5340936954672715
0.5,-50.0,,,,,,
0.5,-100.0,,,,,,
0.7,,0.2595173486401786,0.5273792670084724,0.981,0.32464038827297004,0.9919889152083625,0.5307904476969235
0.7,-50.0,,,,,,
0.7,-100.0,,,,,,
0.9,,0.32699126310458015,0.5528316665918273,0.978,0.31499949153968976,0.9961921320778198,0.5083750366104667
0.9,-50.0,0.4489574353400429,0.5206301892163459,0.667,0.6218890101330066,1.0,0.6496124957368665
0.9,-100.0,,,,,,
