number_clusters,eps,threshold,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
6,0.01,0.01,0.00025000655767052574,0.0024842067143326634,1.0,0.009345794392523364,1.0,2.520698793512839e-07,0.9999997479301841
6,0.01,0.05,0.00025000655767052574,0.0024842067143326634,1.0,0.009345794392523364,1.0,2.520698793512839e-07,0.9999997479301841
6,0.01,0.1,0.00025000655767052574,0.0024842067143326634,1.0,0.009345794392523364,1.0,2.520698793512839e-07,0.9999997479301841
6,0.01,0.2,0.00025000655767052574,0.0024842067143326634,1.0,0.009345794392523364,1.0,2.520698793512839e-07,0.9999997479301841
6,0.01,0.4,0.00025000655767052574,0.0024842067143326634,1.0,0.009345794392523364,1.0,2.520698793512839e-07,0.9999997479301841
6,0.01,0.7,0.00025000655767052574,0.0024842067143326634,1.0,0.009345794392523364,1.0,2.520698793512839e-07,0.9999997479301841
6,0.05,0.01,0.04802140770550062,0.11924223559990427,0.985981308411215,0.06947088317796503,153.1992823491445,0.20060316225415692,0.8329146810861964
6,0.05,0.05,0.04802140770550062,0.11924223559990427,0.985981308411215,0.06947088317796503,153.1992823491445,0.20060316225415692,0.8329146810861964
6,0.05,0.1,0.04802140770550062,0.11924223559990427,0.985981308411215,0.06947088317796503,153.1992823491445,0.20060316225415692,0.8329146810861964
6,0.05,0.2,0.04802140770550062,0.11924223559990427,0.985981308411215,0.06947088317796503,153.1992823491445,0.20060316225415692,0.8329146810861964
6,0.05,0.4,0.04802140770550062,0.11924223559990427,0.985981308411215,0.06947088317796503,153.1992823491445,0.20060316225415692,0.8329146810861964
6,0.05,0.7,0.04802140770550062,0.11924223559990427,0.985981308411215,0.06947088317796503,153.1992823491445,0.20060316225415692,0.8329146810861964
6,0.1,0.01,0.10190371435947465,0.17268494328237274,0.7663551401869159,0.10482211716176772,50.17887519301515,0.35523527721685333,0.7378792574331641
6,0.1,0.05,0.10190371435947465,0.17268494328237274,0.7663551401869159,0.10482211716176772,50.17887519301515,0.35523527721685333,0.7378792574331641
6,0.1,0.1,0.10190371435947465,0.17268494328237274,0.7663551401869159,0.10482211716176772,50.17887519301515,0.35523527721685333,0.7378792574331641
6,0.1,0.2,0.10190371435947465,0.17268494328237274,0.7663551401869159,0.10482211716176772,50.17887519301515,0.35523527721685333,0.7378792574331641
6,0.1,0.4,0.10190371435947465,0.17268494328237274,0.7663551401869159,0.10482211716176772,50.17887519301515,0.35523527721685333,0.7378792574331641
6,0.1,0.7,0.10190371435947465,0.17268494328237274,0.7663551401869159,0.10482211716176772,50.17887519301515,0.35523527721685333,0.7378792574331641
6,0.2,0.01,0.24640383954193334,0.33853361585473385,0.6261682242990654,0.06400341297413889,18.900918289767056,0.40307881960184405,0.7127183348714315
6,0.2,0.05,0.24640383954193334,0.33853361585473385,0.6261682242990654,0.06400341297413889,18.900918289767056,0.40307881960184405,0.7127183348714315
6,0.2,0.1,0.24640383954193334,0.33853361585473385,0.6261682242990654,0.06400341297413889,18.900918289767056,0.40307881960184405,0.7127183348714315
6,0.2,0.2,0.24640383954193334,0.33853361585473385,0.6261682242990654,0.06400341297413889,18.900918289767056,0.40307881960184405,0.7127183348714315
6,0.2,0.4,0.24640383954193334,0.33853361585473385,0.6261682242990654,0.06400341297413889,18.900918289767056,0.40307881960184405,0.7127183348714315
6,0.2,0.7,0.24640383954193334,0.33853361585473385,0.6261682242990654,0.06400341297413889,18.900918289767056,0.40307881960184405,0.7127183348714315
