significance,pval_strategy,n_split_trials,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
0.0005,table,5,0.9657387792813139,0.9721923583765023,0.971654581410679,0.6500236465858036,5598.20085257235,0.49433559702346974,0.6691937219402893
0.0005,table,10,0.9665863919580474,0.9727226152849002,0.972313777191826,0.6499745023124275,5597.900396991711,0.49235509469086974,0.6700818079809233
0.0005,table,12,0.9665863919580474,0.9727226152849002,0.972313777191826,0.6499745023124275,5597.900396991711,0.49235509469086974,0.6700818079809233
0.0005,table,15,0.9657387792813139,0.9721923583765025,0.971654581410679,0.6500236465858036,5598.2008525723495,0.49433559702346974,0.6691937219402893
0.0005,table,18,0.9665863919580474,0.9727226152849002,0.972313777191826,0.6499745023124275,5597.900396991712,0.49235509469086985,0.6700818079809232
0.0005,table,20,0.9657387792813139,0.9721923583765023,0.971654581410679,0.6500236465858036,5598.2008525723495,0.49433559702346974,0.6691937219402893
0.0005,table,25,0.9657387792813139,0.9721923583765025,0.971654581410679,0.6500236465858036,5598.200852572349,0.49433559702346974,0.6691937219402893
0.0005,bootstrap,5,0.9665863919580474,0.9727226152849002,0.972313777191826,0.6499745023124275,5597.900396991713,0.49235509469086974,0.6700818079809233
0.0005,bootstrap,10,0.9657387792813139,0.9721923583765025,0.971654581410679,0.6500236465858036,5598.2008525723495,0.4943355970234699,0.6691937219402891
0.0005,bootstrap,12,0.9665863919580474,0.9727226152849002,0.972313777191826,0.6499745023124275,5597.900396991713,0.49235509469086974,0.6700818079809233
0.0005,bootstrap,15,0.9665863919580474,0.9727226152849002,0.972313777191826,0.6499745023124275,5597.900396991712,0.49235509469086974,0.6700818079809233
0.0005,bootstrap,18,0.9657387792813139,0.9721923583765025,0.971654581410679,0.6500236465858036,5598.2008525723495,0.4943355970234699,0.6691937219402891
0.0005,bootstrap,20,0.9657387792813139,0.9721923583765025,0.971654581410679,0.6500236465858036,5598.2008525723495,0.4943355970234699,0.6691937219402891
0.0005,bootstrap,25,0.9657387792813139,0.9721923583765025,0.971654581410679,0.6500236465858036,5598.200852572351,0.4943355970234699,0.6691937219402891
0.0005,function,5,0.9657387792813139,0.9721923583765025,0.971654581410679,0.6500236465858036,5598.2008525723495,0.49433559702346974,0.6691937219402893
0.0005,function,10,0.9657387792813139,0.9721923583765025,0.971654581410679,0.6500236465858036,5598.2008525723495,0.49433559702346974,0.6691937219402893
0.0005,function,12,0.9665863919580474,0.9727226152849002,0.972313777191826,0.6499745023124275,5597.900396991712,0.49235509469086974,0.6700818079809233
0.0005,function,15,0.9657387792813139,0.9721923583765023,0.971654581410679,0.6500236465858036,5598.2008525723495,0.49433559702346974,0.6691937219402893
0.0005,function,18,0.9657387792813139,0.9721923583765023,0.971654581410679,0.6500236465858036,5598.2008525723495,0.49433559702346974,0.6691937219402893
0.0005,function,20,0.9665863919580474,0.9727226152849002,0.972313777191826,0.6499745023124275,5597.900396991712,0.49235509469086974,0.6700818079809233
0.0005,function,25,0.9665863919580474,0.9727226152849002,0.972313777191826,0.6499745023124275,5597.900396991712,0.49235509469086974,0.6700818079809233
0.001,table,5,0.9657387792813139,0.9721923583765023,0.971654581410679,0.6500236465858036,5598.2008525723495,0.49433559702346974,0.6691937219402893
0.001,table,10,0.9657387792813139,0.9721923583765023,0.971654581410679,0.6500236465858036,5598.2008525723495,0.49433559702346974,0.6691937219402893
0.001,table,12,0.9657387792813139,0.9721923583765023,0.971654581410679,0.6500236465858036,5598.200852572349,0.4943355970234698,0.6691937219402893
0.001,table,15,0.9665863919580474,0.9727226152849002,0.972313777191826,0.6499745023124275,5597.900396991711,0.49235509469086974,0.6700818079809233
0.001,table,18,0.9657387792813139,0.9721923583765023,0.971654581410679,0.6500236465858036,5598.200852572349,0.49433559702346974,0.6691937219402893
0.001,table,20,0.9657387792813139,0.9721923583765025,0.971654581410679,0.6500236465858036,5598.200852572351,0.4943355970234698,0.6691937219402893
0.001,table,25,0.9657387792813139,0.9721923583765025,0.971654581410679,0.6500236465858036,5598.2008525723495,0.49433559702346974,0.6691937219402893
0.001,bootstrap,5,0.9640942447437632,0.9712400824916447,0.970336189848385,0.6500575889827525,5597.641237634087,0.4986005948754508,0.6672892052889585
0.001,bootstrap,10,0.9665863919580474,0.9727226152849003,0.972313777191826,0.6499745023124275,5597.900396991712,0.49235509469086985,0.6700818079809232
0.001,bootstrap,12,0.9657387792813139,0.9721923583765025,0.971654581410679,0.6500236465858036,5598.2008525723495,0.4943355970234699,0.6691937219402891
0.001,bootstrap,15,0.9665863919580474,0.9727226152849002,0.972313777191826,0.6499745023124275,5597.900396991713,0.49235509469086974,0.6700818079809233
0.001,bootstrap,18,0.9657387792813139,0.9721923583765025,0.971654581410679,0.6500236465858036,5598.200852572351,0.4943355970234699,0.6691937219402891
0.001,bootstrap,20,0.9657387792813139,0.9721923583765025,0.971654581410679,0.6500236465858036,5598.20085257235,0.4943355970234699,0.6691937219402891
0.001,bootstrap,25,0.9657387792813139,0.9721923583765025,0.971654581410679,0.6500236465858036,5598.20085257235,0.4943355970234698,0.6691937219402893
0.001,function,5,0.9678194618870094,0.9738868937015344,0.97363216875412,0.6500296146720422,5597.383314377235,0.4893686192736181,0.6714254530807231
0.001,function,10,0.9665863919580474,0.9727226152849002,0.972313777191826,0.6499745023124275,5597.900396991712,0.49235509469086974,0.6700818079809233
0.001,function,12,0.9665863919580474,0.9727226152849002,0.972313777191826,0.6499745023124275,5597.900396991712,0.49235509469086974,0.6700818079809233
0.001,function,15,0.9665863919580474,0.9727226152849002,0.972313777191826,0.6499745023124275,5597.900396991712,0.49235509469086974,0.6700818079809233
0.001,function,18,0.9657387792813139,0.9721923583765023,0.971654581410679,0.6500236465858036,5598.2008525723495,0.49433559702346974,0.6691937219402893
0.001,function,20,0.9657387792813139,0.9721923583765025,0.971654581410679,0.6500236465858036,5598.2008525723495,0.49433559702346974,0.6691937219402893
0.001,function,25,0.9657387792813139,0.9721923583765025,0.971654581410679,0.6500236465858036,5598.2008525723495,0.49433559702346974,0.6691937219402893
0.002,table,5,0.9657387792813139,0.9721923583765025,0.971654581410679,0.6500236465858036,5598.2008525723495,0.49433559702346974,0.6691937219402893
0.002,table,10,0.9665863919580474,0.9727226152849002,0.972313777191826,0.6499745023124275,5597.900396991712,0.49235509469086985,0.6700818079809232
0.002,table,12,0.9657387792813139,0.9721923583765025,0.971654581410679,0.6500236465858036,5598.200852572349,0.49433559702346974,0.6691937219402893
0.002,table,15,0.9665863919580474,0.9727226152849002,0.972313777191826,0.6499745023124275,5597.900396991712,0.49235509469086974,0.6700818079809233
0.002,table,18,0.9657387792813139,0.9721923583765023,0.971654581410679,0.6500236465858036,5598.200852572349,0.49433559702346974,0.6691937219402893
0.002,table,20,0.9665863919580474,0.9727226152849002,0.972313777191826,0.6499745023124275,5597.900396991711,0.49235509469086974,0.6700818079809233
0.002,table,25,0.9657387792813139,0.9721923583765023,0.971654581410679,0.6500236465858036,5598.200852572349,0.49433559702346974,0.6691937219402893
0.002,bootstrap,5,0.9665863919580474,0.9727226152849002,0.972313777191826,0.6499745023124275,5597.900396991713,0.49235509469086974,0.6700818079809233
0.002,bootstrap,10,0.9640942447437632,0.9712400824916446,0.970336189848385,0.6500575889827525,5597.641237634087,0.49860059487545066,0.6672892052889585
0.002,bootstrap,12,0.9657387792813139,0.9721923583765025,0.971654581410679,0.6500236465858036,5598.2008525723495,0.4943355970234699,0.6691937219402891
0.002,bootstrap,15,0.9657387792813139,0.9721923583765025,0.971654581410679,0.6500236465858036,5598.200852572351,0.4943355970234699,0.6691937219402891
0.002,bootstrap,18,0.9657387792813139,0.9721923583765025,0.971654581410679,0.6500236465858036,5598.20085257235,0.4943355970234698,0.6691937219402893
0.002,bootstrap,20,0.9665863919580474,0.9727226152849002,0.972313777191826,0.6499745023124275,5597.900396991712,0.49235509469086974,0.6700818079809233
0.002,bootstrap,25,0.9657387792813139,0.9721923583765025,0.971654581410679,0.6500236465858036,5598.200852572348,0.4943355970234699,0.6691937219402891
0.002,function,5,0.9657387792813139,0.9721923583765025,0.971654581410679,0.6500236465858036,5598.2008525723495,0.49433559702346974,0.6691937219402893
0.002,function,10,0.9657387792813139,0.9721923583765023,0.971654581410679,0.6500236465858036,5598.2008525723495,0.49433559702346974,0.6691937219402893
0.002,function,12,0.9665863919580474,0.9727226152849002,0.972313777191826,0.6499745023124275,5597.900396991712,0.49235509469086974,0.6700818079809233
0.002,function,15,0.9657387792813139,0.9721923583765023,0.971654581410679,0.6500236465858036,5598.2008525723495,0.49433559702346974,0.6691937219402893
0.002,function,18,0.9665863919580474,0.9727226152849002,0.972313777191826,0.6499745023124275,5597.900396991712,0.49235509469086974,0.6700818079809233
0.002,function,20,0.9665863919580474,0.9727226152849002,0.972313777191826,0.6499745023124275,5597.900396991712,0.49235509469086974,0.6700818079809233
0.002,function,25,0.9657387792813139,0.9721923583765023,0.971654581410679,0.6500236465858036,5598.2008525723495,0.49433559702346974,0.6691937219402893
0.005,table,5,0.9640942447437632,0.9712400824916447,0.970336189848385,0.6500575889827525,5597.641237634087,0.49860059487545066,0.6672892052889585
0.005,table,10,0.9665863919580474,0.9727226152849002,0.972313777191826,0.6499745023124275,5597.900396991712,0.49235509469086974,0.6700818079809233
0.005,table,12,0.9657387792813139,0.9721923583765023,0.971654581410679,0.6500236465858036,5598.2008525723495,0.49433559702346974,0.6691937219402893
0.005,table,15,0.9657387792813139,0.9721923583765025,0.971654581410679,0.6500236465858036,5598.20085257235,0.49433559702346974,0.6691937219402893
0.005,table,18,0.9657387792813139,0.9721923583765025,0.971654581410679,0.6500236465858036,5598.200852572349,0.49433559702346974,0.6691937219402893
0.005,table,20,0.9657387792813139,0.9721923583765025,0.971654581410679,0.6500236465858036,5598.200852572352,0.49433559702346974,0.6691937219402893
0.005,table,25,0.9657387792813139,0.9721923583765025,0.971654581410679,0.6500236465858036,5598.2008525723495,0.49433559702346974,0.6691937219402893
0.005,bootstrap,5,0.9657387792813139,0.9721923583765025,0.971654581410679,0.6500236465858036,5598.200852572351,0.4943355970234698,0.6691937219402893
0.005,bootstrap,10,0.9657387792813139,0.9721923583765025,0.971654581410679,0.6500236465858036,5598.2008525723495,0.4943355970234698,0.6691937219402893
0.005,bootstrap,12,0.9665863919580474,0.9727226152849002,0.972313777191826,0.6499745023124275,5597.900396991711,0.49235509469086974,0.6700818079809233
0.005,bootstrap,15,0.9657387792813139,0.9721923583765025,0.971654581410679,0.6500236465858036,5598.200852572351,0.4943355970234698,0.6691937219402893
0.005,bootstrap,18,0.9657387792813139,0.9721923583765025,0.971654581410679,0.6500236465858036,5598.200852572348,0.4943355970234699,0.6691937219402891
0.005,bootstrap,20,0.9657387792813139,0.9721923583765025,0.971654581410679,0.6500236465858036,5598.200852572351,0.4943355970234699,0.6691937219402891
0.005,bootstrap,25,0.9657387792813139,0.9721923583765025,0.971654581410679,0.6500236465858036,5598.2008525723495,0.4943355970234698,0.6691937219402893
0.005,function,5,0.9665863919580474,0.9727226152849002,0.972313777191826,0.6499745023124275,5597.900396991712,0.49235509469086974,0.6700818079809233
0.005,function,10,0.9665863919580474,0.9727226152849002,0.972313777191826,0.6499745023124275,5597.900396991712,0.49235509469086974,0.6700818079809233
0.005,function,12,0.9665863919580474,0.9727226152849002,0.972313777191826,0.6499745023124275,5597.900396991712,0.49235509469086974,0.6700818079809233
0.005,function,15,0.9657387792813139,0.9721923583765023,0.971654581410679,0.6500236465858036,5598.2008525723495,0.49433559702346974,0.6691937219402893
0.005,function,18,0.9657387792813139,0.9721923583765025,0.971654581410679,0.6500236465858036,5598.2008525723495,0.49433559702346974,0.6691937219402893
0.005,function,20,0.9665863919580474,0.9727226152849002,0.972313777191826,0.6499745023124275,5597.900396991712,0.49235509469086974,0.6700818079809233
0.005,function,25,0.9657387792813139,0.9721923583765023,0.971654581410679,0.6500236465858036,5598.2008525723495,0.49433559702346974,0.6691937219402893
0.01,table,5,0.9665863919580474,0.9727226152849002,0.972313777191826,0.6499745023124275,5597.900396991711,0.49235509469086974,0.6700818079809233
0.01,table,10,0.9665863919580474,0.9727226152849002,0.972313777191826,0.6499745023124275,5597.900396991711,0.49235509469086974,0.6700818079809233
0.01,table,12,0.9665863919580474,0.9727226152849002,0.972313777191826,0.6499745023124275,5597.900396991711,0.49235509469086974,0.6700818079809233
0.01,table,15,0.9657387792813139,0.9721923583765023,0.971654581410679,0.6500236465858036,5598.200852572349,0.49433559702346974,0.6691937219402893
0.01,table,18,0.9657387792813139,0.9721923583765023,0.971654581410679,0.6500236465858036,5598.200852572349,0.49433559702346974,0.6691937219402893
0.01,table,20,0.9657387792813139,0.9721923583765025,0.971654581410679,0.6500236465858036,5598.200852572351,0.49433559702346974,0.6691937219402893
0.01,table,25,0.9657387792813139,0.9721923583765023,0.971654581410679,0.6500236465858036,5598.2008525723495,0.49433559702346974,0.6691937219402893
0.01,bootstrap,5,0.9665863919580474,0.9727226152849003,0.972313777191826,0.6499745023124275,5597.900396991712,0.49235509469086974,0.6700818079809233
0.01,bootstrap,10,0.9657387792813139,0.9721923583765025,0.971654581410679,0.6500236465858036,5598.2008525723495,0.49433559702346974,0.6691937219402893
0.01,bootstrap,12,0.9665863919580474,0.9727226152849002,0.972313777191826,0.6499745023124275,5597.900396991711,0.49235509469086985,0.6700818079809232
0.01,bootstrap,15,0.9665863919580474,0.9727226152849003,0.972313777191826,0.6499745023124275,5597.900396991713,0.49235509469086985,0.6700818079809232
0.01,bootstrap,18,0.9657387792813139,0.9721923583765025,0.971654581410679,0.6500236465858036,5598.2008525723495,0.4943355970234698,0.6691937219402893
0.01,bootstrap,20,0.9657387792813139,0.9721923583765025,0.971654581410679,0.6500236465858036,5598.200852572351,0.4943355970234698,0.6691937219402893
0.01,bootstrap,25,0.9657387792813139,0.9721923583765025,0.971654581410679,0.6500236465858036,5598.2008525723495,0.4943355970234699,0.6691937219402891
0.01,function,5,0.9657387792813139,0.9721923583765025,0.971654581410679,0.6500236465858036,5598.2008525723495,0.49433559702346974,0.6691937219402893
0.01,function,10,0.9657387792813139,0.9721923583765023,0.971654581410679,0.6500236465858036,5598.2008525723495,0.49433559702346974,0.6691937219402893
0.01,function,12,0.9657387792813139,0.9721923583765025,0.971654581410679,0.6500236465858036,5598.2008525723495,0.49433559702346974,0.6691937219402893
0.01,function,15,0.9657387792813139,0.9721923583765025,0.971654581410679,0.6500236465858036,5598.2008525723495,0.49433559702346974,0.6691937219402893
0.01,function,18,0.9657387792813139,0.9721923583765025,0.971654581410679,0.6500236465858036,5598.2008525723495,0.49433559702346974,0.6691937219402893
0.01,function,20,0.9657387792813139,0.9721923583765025,0.971654581410679,0.6500236465858036,5598.2008525723495,0.49433559702346974,0.6691937219402893
0.01,function,25,0.9657387792813139,0.9721923583765023,0.971654581410679,0.6500236465858036,5598.2008525723495,0.49433559702346974,0.6691937219402893
0.015,table,5,0.9640942447437632,0.9712400824916447,0.970336189848385,0.6500575889827525,5597.641237634088,0.4986005948754506,0.6672892052889585
0.015,table,10,0.9657387792813139,0.9721923583765025,0.971654581410679,0.6500236465858036,5598.200852572349,0.49433559702346974,0.6691937219402893
0.015,table,12,0.9657387792813139,0.9721923583765023,0.971654581410679,0.6500236465858036,5598.200852572349,0.49433559702346974,0.6691937219402893
0.015,table,15,0.9657387792813139,0.9721923583765025,0.971654581410679,0.6500236465858036,5598.200852572349,0.49433559702346974,0.6691937219402893
0.015,table,18,0.9665863919580474,0.9727226152849002,0.972313777191826,0.6499745023124275,5597.900396991712,0.49235509469086974,0.6700818079809233
0.015,table,20,0.9657387792813139,0.9721923583765023,0.971654581410679,0.6500236465858036,5598.200852572351,0.49433559702346974,0.6691937219402893
0.015,table,25,0.9657387792813139,0.9721923583765023,0.971654581410679,0.6500236465858036,5598.200852572351,0.49433559702346974,0.6691937219402893
