number_clusters,eps,threshold,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
10,0.01,0.01,0.00019664263738143763,0.008050215487868856,1.0,0.04177897518215345,1.0,2.627665605727777e-07,0.9999997372335085
10,0.01,0.05,0.00019664263738143763,0.008050215487868856,1.0,0.04177897518215345,1.0,2.627665605727777e-07,0.9999997372335085
10,0.01,0.1,0.00019664263738143763,0.008050215487868856,1.0,0.04177897518215345,1.0,2.627665605727777e-07,0.9999997372335085
10,0.01,0.2,0.00019664263738143763,0.008050215487868856,1.0,0.04177897518215345,1.0,2.627665605727777e-07,0.9999997372335085
10,0.01,0.4,0.00019664263738143763,0.008050215487868856,1.0,0.04177897518215345,1.0,2.627665605727777e-07,0.9999997372335085
10,0.01,0.7,0.00019664263738143763,0.008050215487868856,1.0,0.04177897518215345,1.0,2.627665605727777e-07,0.9999997372335085
10,0.05,0.01,0.000928220099861913,0.02661619620650477,0.9595687331536388,0.09427986014798263,110.60080014505346,0.2533796194639662,0.797842875750342
10,0.05,0.05,0.000928220099861913,0.02661619620650477,0.9595687331536388,0.09427986014798263,110.60080014505346,0.2533796194639662,0.797842875750342
10,0.05,0.1,0.000928220099861913,0.02661619620650477,0.9595687331536388,0.09427986014798263,110.60080014505346,0.2533796194639662,0.797842875750342
10,0.05,0.2,0.000928220099861913,0.02661619620650477,0.9595687331536388,0.09427986014798263,110.60080014505346,0.2533796194639662,0.797842875750342
10,0.05,0.4,0.000928220099861913,0.02661619620650477,0.9595687331536388,0.09427986014798263,110.60080014505346,0.2533796194639662,0.797842875750342
10,0.05,0.7,0.000928220099861913,0.02661619620650477,0.9595687331536388,0.09427986014798263,110.60080014505346,0.2533796194639662,0.797842875750342
10,0.1,0.01,0.04416996908100245,0.06469751239038286,0.5592991913746631,-0.3006622835844754,4.928705426050332,0.6173807329587213,0.6182836110398515
10,0.1,0.05,0.04416996908100245,0.06469751239038286,0.5592991913746631,-0.3006622835844754,4.928705426050332,0.6173807329587213,0.6182836110398515
10,0.1,0.1,0.04416996908100245,0.06469751239038286,0.5592991913746631,-0.3006622835844754,4.928705426050332,0.6173807329587213,0.6182836110398515
10,0.1,0.2,0.04416996908100245,0.06469751239038286,0.5592991913746631,-0.3006622835844754,4.928705426050332,0.6173807329587213,0.6182836110398515
10,0.1,0.4,0.04416996908100245,0.06469751239038286,0.5592991913746631,-0.3006622835844754,4.928705426050332,0.6173807329587213,0.6182836110398515
10,0.1,0.7,0.04416996908100245,0.06469751239038286,0.5592991913746631,-0.3006622835844754,4.928705426050332,0.6173807329587213,0.6182836110398515
10,0.2,0.01,0.015324186682117848,0.051712056848430464,0.3436657681940701,-0.030003375236652665,10.615574435881062,0.44439122106658524,0.6923332026772966
10,0.2,0.05,0.015324186682117848,0.051712056848430464,0.3436657681940701,-0.030003375236652665,10.615574435881062,0.44439122106658524,0.6923332026772966
10,0.2,0.1,0.015324186682117848,0.051712056848430464,0.3436657681940701,-0.030003375236652665,10.615574435881062,0.44439122106658524,0.6923332026772966
10,0.2,0.2,0.015324186682117848,0.051712056848430464,0.3436657681940701,-0.030003375236652665,10.615574435881062,0.44439122106658524,0.6923332026772966
10,0.2,0.4,0.015324186682117848,0.051712056848430464,0.3436657681940701,-0.030003375236652665,10.615574435881062,0.44439122106658524,0.6923332026772966
10,0.2,0.7,0.015324186682117848,0.051712056848430464,0.3436657681940701,-0.030003375236652665,10.615574435881062,0.44439122106658524,0.6923332026772966
