ratio,embedding_size,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
0.01,10,0.3417740860921834,0.5333639213131058,0.8392857142857143,0.027387583939243718,51.782889280295734,1.3064868343517793,0.4335598127448416
0.01,20,0.24904250743176812,0.46172207246412245,0.8154761904761905,-0.08782021580095163,40.718229151394944,1.3978837738386947,0.41703439128708575
0.01,30,0.2810053044192564,0.5036073223805851,0.8363095238095238,-0.059929405835403196,44.22391781543079,1.1590894494749935,0.4631582078469056
0.01,40,0.3939809551967347,0.5452935042545315,0.8482142857142857,0.03509447045899564,51.493147212067996,1.1118769012448244,0.47351244734508924
0.05,10,0.09238880729752144,0.37921999047455923,0.8720238095238095,0.04221096412694246,45.95472794655119,1.322125236532437,0.4306399948924681
0.05,20,0.09340272367455647,0.37914370667248654,0.8720238095238095,0.05901619245726017,43.896088186238444,1.4046273420383055,0.41586485461499423
0.05,30,0.11497626827202856,0.40101513828656216,0.8779761904761905,0.0869108390446894,49.70745954121765,1.486940810031413,0.4021004424256357
0.05,40,0.12275156368455076,0.41249038206264055,0.8660714285714286,0.06236693664378195,52.73350540089087,1.516994915690601,0.397299173616179
0.1,10,0.7487056872221108,0.7152794658651,0.8214285714285714,0.3965708440837992,167.37605460402366,0.8947696391576574,0.5277686423372089
0.1,20,0.7336507632191762,0.7018844946899453,0.8154761904761905,0.39553332831728805,168.80110863665482,0.8987846997511747,0.526652653210785
0.1,30,0.5202242681058769,0.6513956956000281,0.8214285714285714,0.2852734135620933,153.9663055886121,1.181713171998615,0.4583553937495478
0.1,40,0.4295663652502959,0.5923445921700611,0.8184523809523809,0.244294761191733,121.11614486936105,1.3667077020388212,0.42252788510323486
0.2,10,0.6867860686952626,0.6543050465996856,0.7619047619047619,0.382349046860611,170.08129077110044,1.0072084552960332,0.498204358078252
0.2,20,0.6723647237494912,0.6416882304149819,0.7559523809523809,0.3814027037589226,170.2404234747877,1.0065294736643986,0.49837294349519956
0.2,30,0.6867860686952626,0.6543050465996856,0.7619047619047619,0.3816587439574188,169.70746075420584,1.0063272226496844,0.498423182774411
0.2,40,0.6785179174830991,0.6468098083366302,0.7589285714285714,0.3811737575931942,169.947189584411,1.0094889240563358,0.4976389707993062
