n_clusters,affinity,random_state,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score
3,nearest_neighbors,42,0.8652946290987064,0.8475223027397076,0.953,0.48778553752293974,0.9906067336720603,0.5580110410984574
3,rbf,42,0.798675373467086,0.7700352773560281,0.9259999999999999,0.49864607697135643,1.0,0.5705936598055295
