max_n_leaf_nodes,embedding_size,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
1,2,0.08724697390267332,0.3515805989508082,0.1408,0.3387468664622581,2340.671424628791,1.1303074107469606,0.4694158199681448
1,5,0.1234566162824093,0.39284006445730796,0.1406,0.3414742871068754,2775.9746811629593,1.2088042866502984,0.4527336378527781
1,10,0.12155427079291782,0.3888500211864101,0.1408,0.3408197855345779,2689.471709946339,1.233338211650603,0.4477602159777339
2,2,0.13223860203485363,0.4049717602661359,0.1404,0.3799225368903054,3227.024195965584,1.1323539294844176,0.4689652998842412
2,5,0.1234566162824093,0.39284006445730796,0.1406,0.3414742871068754,2775.9746811629593,1.2088042866502984,0.4527336378527781
2,10,0.12317472432987389,0.3913127311645377,0.1406,0.3414244382852793,2774.854164090681,1.2086005947261491,0.45277539197801087
3,2,0.219322412101729,0.5550907017744765,0.2106,0.39904190785911353,3795.6914504881065,0.8618388900325887,0.5371034010265499
3,5,0.17061514594661925,0.5180135302501615,0.2102,0.28516284976601475,2291.368229967467,1.0709493137327841,0.4828703403646076
3,10,0.22379210128548493,0.5590688868264291,0.2102,0.39372665002766655,3751.29552511002,0.8650019201641914,0.5361924774382869
4,2,0.25815472254979693,0.6252406936289295,0.274,0.3643349115023932,3502.382738766586,0.8686181336004424,0.535154819499266
4,5,0.3017755590117752,0.6492760424563465,0.2798,0.34345286718860857,3068.4387584876827,1.017056861236594,0.49577184422403014
4,10,0.3448065178922202,0.6684352453824939,0.2796,0.429747678020247,5027.073165411065,0.7963125533611606,0.5566959926483035
5,2,0.3185566180413139,0.654093142051399,0.2786,0.43747309107118143,4928.555010176869,0.7576583846439372,0.5689387703188853
5,5,0.4090160916112114,0.7245495727928689,0.3488,0.3689990759612213,3527.6432316383734,0.9929498286602844,0.5017687779286584
5,10,0.31667260159994026,0.6868654235032569,0.3436,0.3976261506277735,3837.9638792158826,0.7261114524586707,0.5793368664437059
10,2,0.5936786565456871,0.8418834556926912,0.5934,0.46169331449198253,3560.9588249160934,0.8063810523570158,0.5535930520834308
10,5,0.6720381016863239,0.8687164112641385,0.6826,0.5055355817271983,4899.483348927748,0.6794370190388097,0.5954376309820352
10,10,0.7199000361035683,0.8928116653876109,0.6766,0.5695384736079293,7841.802143044655,0.6020962425734393,0.6241822266518177
