n_clusters,input_dim,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
7,19,0.48939550942535803,0.6258697577689354,0.6233766233766234,0.3337229897743205,1590.7960975845788,1.2011928816734585,0.4542991249543517
