n_clusters,linkage,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score
3,ward,0.9310001175059304,0.9076709192765393,0.9775280898876404,0.2948290632158541,1.0,0.43134848486962185
3,complete,0.8101984932408013,0.7779433117045649,0.9325842696629213,0.27361994708059667,0.9786742912296217,0.42375844455389194
3,average,-0.00381934509398756,-0.003259151861442718,0.398876404494382,0.13635405770871056,0.27127028446970497,0.6026748843846433
