n_clusters,init,max_iter,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score
6,k-means++,300,0.5458031796292969,0.7138992853047422,0.8243107769423558,0.4464389731298762,0.9856727174324983,0.022735740331634835
6,k-means++,500,0.5639266120706272,0.7255627442091658,0.8401002506265665,0.4503817209346156,0.9921410285171989,0.03700165457942961
6,random,300,0.5352293231952909,0.714713535793041,0.8320802005012531,0.43875499726369266,0.998795847399599,0.015726512150758154
6,random,500,0.5440138392777504,0.7169550064325467,0.8370927318295738,0.43379161052089693,1.0,0.0
