amount_intervals,density_threshold,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
5,3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
5,5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
5,10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
5,15,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
10,3,0.968224200535676,0.9406843293472705,0.992,0.38078540475866235,839.103701494057,1.0380296897531665,0.4906699863244455
10,5,0.9486246079456564,0.9127132555664795,0.987,0.37218508684160273,797.88092454618,1.061405541379329,0.4851059046493488
10,10,0.5914478290540223,0.6212186213858629,0.97,0.2790844525314661,456.97287503176227,0.9450761714136298,0.5141186832149748
10,15,0.33296408709551123,0.4520283921465081,0.93,0.2713850004248921,415.70878747187425,0.9474486621313442,0.5134923551235344
25,3,0.6996398888905551,0.6581638352955123,0.939,0.21374431832530758,364.72815874148193,1.0432469179869586,0.48941710920832665
25,5,0.09946000132816142,0.2785610617647002,0.845,-0.09829384309197524,58.819265753774864,1.475070360398676,0.4040289181269673
25,10,0.007778397068457265,0.15098139418698006,0.614,-0.5227322672132514,14.107473489454444,1.4738702229030354,0.4042249228524691
25,15,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
50,3,0.003309180566614933,0.14529986917317536,0.639,-0.489008112257913,6.9964455035679896,1.3816889025623167,0.4198701177656577
50,5,0.001084242147621212,0.05510546307870769,0.531,-0.5901152970262256,8.29880759741158,1.0154339440157725,0.4961710618049282
50,10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
50,15,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
