max_n_leaf_nodes,embedding_size,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
1,10,0.3907863230931018,0.4314398305397705,0.6220238095238095,0.37317253778229037,166.9284203674718,1.158691547096919,0.4632435798179845
1,20,0.3842173862302076,0.456401426431847,0.625,0.3672333741719169,170.16249316233083,1.0869318498154403,0.4791723314244478
1,30,0.39668064421802446,0.4453953646659173,0.6220238095238095,0.37621092596013883,163.6830266367724,1.196651480606277,0.4552383520229616
1,40,0.3842173862302076,0.4564014264318471,0.625,0.3672333741719169,170.16249316233083,1.0869318498154403,0.4791723314244478
2,10,0.3842173862302076,0.4564014264318471,0.625,0.3672333741719169,170.16249316233083,1.0869318498154403,0.4791723314244478
2,20,0.3938540026921199,0.4399994698353053,0.6220238095238095,0.3738017792777943,164.28380745620063,1.1794613726085392,0.4588289623151827
2,30,0.3842173862302076,0.4564014264318471,0.625,0.3672333741719169,170.16249316233083,1.0869318498154403,0.4791723314244478
2,40,0.3907863230931018,0.4314398305397705,0.6220238095238095,0.37317253778229037,166.9284203674718,1.158691547096919,0.4632435798179845
3,10,0.4149706953691729,0.4931649417826805,0.6339285714285714,0.39464647768019456,147.15196636023737,0.8977949416449005,0.5269273186771469
3,20,0.6910777486373598,0.6370248426848164,0.7559523809523809,0.4154422262664148,181.61542445072672,1.1529986184413932,0.46446848197418894
3,30,0.694687086933365,0.6407205692255309,0.7589285714285714,0.41457511232729527,185.80105387408335,1.111420912776991,0.4736147084404769
3,40,0.42891061627045973,0.5065658360273884,0.6398809523809523,0.395009098579015,147.38752658901052,0.9034444506834224,0.525363374613299
4,10,0.7131971038518062,0.6644427315234256,0.7708333333333334,0.4261303041382476,202.38378352037654,0.8687914033707567,0.5351052012526869
4,20,0.6648231356006379,0.6356486236345963,0.7529761904761905,0.4106654196439924,199.4081021949544,0.9128127217330742,0.5227903331247011
4,30,0.7001349439539799,0.6614735578044241,0.7678571428571429,0.4251351172684078,203.57476212795967,0.8533757701329336,0.539555990811445
4,40,0.7032071050582752,0.6707173746855922,0.7678571428571429,0.4259666692644678,201.59013238960273,0.8416455271816174,0.5429926580552996
5,10,0.6896965517998794,0.6291009659280904,0.7619047619047619,0.3706047446223965,178.82805466113777,0.9606922814281201,0.5100239387241452
5,20,0.6056601173492946,0.5694878143155515,0.7291666666666666,0.30476261939233124,133.3539921959274,1.502402595452622,0.39961595381063175
5,30,0.6969165276313575,0.6583966593142171,0.7678571428571429,0.32218251366100936,159.10011321597165,0.9241077580404505,0.519721411558789
5,40,0.6948343725592221,0.6381937947137956,0.7619047619047619,0.33209973294880857,158.06196495282776,0.9626624517291873,0.5095119637709268
10,10,0.6343219236384754,0.5801775699497745,0.7797619047619048,0.305778173310019,88.24296083900904,1.4105553651356404,0.4148421622930576
10,20,0.47001191825905575,0.5668407929516194,0.8333333333333334,0.19732772709192217,102.30701964036015,1.8475013281253658,0.3511850864204315
10,30,0.47778741874080205,0.5629665113983657,0.7946428571428571,0.1687770750261306,106.6079698501848,1.4247932481390737,0.412406295162467
10,40,0.4590147336242828,0.5903039565659615,0.8214285714285714,0.20370765641444372,116.69511814418883,1.230762057137643,0.4482773036238252
