ratio,embedding_size,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
0.01,2,0.010878959206148764,0.3292756314068554,1.0,0.23482771312431003,8644.542057224591,0.9454876960502184,0.5140099328462612
0.01,5,0.01039531458818331,0.32727017240052203,1.0,0.21103588398858616,9975.70666019373,1.0028631851115302,0.4992852269858436
0.01,10,0.010564016416376998,0.3277404000914116,1.0,0.25687562887289533,12542.773805926516,0.892170252623707,0.5284936694324348
0.05,2,0.21869517287012102,0.5959342787350462,1.0,0.14983267765910693,27376.12421088467,1.0446892570851747,0.48907187071817415
0.05,5,0.16999720562814616,0.567592515145594,1.0,0.16702175191024315,23702.718332765824,1.0238073859715124,0.4941181690173337
0.05,10,0.17712645749410397,0.5757421555718889,1.0,0.17264141206032055,25364.25676131893,0.971303467855866,0.5072785678643752
0.1,2,0.8830735378633553,0.8747164514237342,0.9230769230769231,0.5068219332258453,1790.6357179553113,0.9804820686952792,0.5049275708205677
0.1,5,0.9511071911292658,0.9339491097601419,0.9384615384615385,0.6863110193528222,4494.2680378920595,0.6019372424900185,0.6242441797817375
0.1,10,0.8830735378633553,0.8747164514237342,0.9230769230769231,0.5068219332258453,1790.6357179553113,0.9804820686952792,0.5049275708205677
0.2,2,0.8788908947254636,0.8734817872417728,0.9230769230769231,0.5146991291579379,2017.7846853189155,0.8936167112658898,0.5280899740959173
0.2,5,0.4568966507460403,0.6090102969274422,0.6153846153846154,0.2416499059111391,1179.5779510924617,1.0107249213893679,0.49733307095483814
0.2,10,0.8830735378633553,0.8747164514237342,0.9230769230769231,0.5068219332258453,1790.6357179553113,0.9804820686952792,0.5049275708205677
