n_clusters,input_dim,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
2,30,0.3677303267461974,0.3818012604191016,0.8101933216168717,0.3971860976230397,277.1208639359291,1.09167677155802,0.4780853397607574
