ratio,embedding_size,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
0.01,10,0.04209394344339547,0.40712075666577574,0.9337662337662338,0.1052821769941159,170.4603401816878,1.2875322633964204,0.43715230425438767
0.01,20,0.04258480269810876,0.40950658007617696,0.9502164502164502,0.10657491012746552,176.95358108449656,1.2718913679415207,0.44016189070961786
0.01,30,0.04377080228715219,0.40949830940034276,0.9476190476190476,0.11757495314352995,171.15700684151963,1.2437967147100828,0.4456731723707904
0.01,40,0.04022952675225067,0.4048943362360627,0.9502164502164502,0.1157359547946813,178.71955528413253,1.2439341110734372,0.4456458837472849
0.05,10,0.34047048101959865,0.6248696459613448,0.9038961038961039,0.11539929536552922,457.68030563153246,1.5120888784771755,0.3980750874571756
0.05,20,0.29318835347938405,0.6159403657073996,0.8857142857142857,0.1853495624514083,521.3206248552751,1.3080738247247068,0.43326170475473164
0.05,30,0.30054381381028095,0.6177248255777325,0.8796536796536797,0.16048436509920008,473.0439654103857,1.6005396583938105,0.3845355700584228
0.05,40,0.27433851281944394,0.5997526871754778,0.8645021645021645,0.17027419853984535,494.1989330117906,1.432971651832139,0.41101999657371857
0.1,10,0.48756200774282776,0.6752621859549197,0.7575757575757576,0.09895737079042284,566.8079223492815,1.9776662982746807,0.3358334681691565
0.1,20,0.4848679842563679,0.6516285208039051,0.7805194805194805,0.05039924599871486,563.5567497025207,1.6351581924912089,0.37948385901440945
0.1,30,0.5727076986704431,0.6832969280501465,0.8212121212121212,0.1543802744732247,615.6750453557968,1.4906370292756845,0.40150370698166943
0.1,40,0.5214338598938177,0.6908458856674516,0.8108225108225108,0.03959710377314319,478.2691064896426,1.7671199309464027,0.3613865770024586
0.2,10,0.2489146163987003,0.5317082608818501,0.44372294372294374,0.08748775341704351,798.035098173372,1.684433577855365,0.3725180642386821
0.2,20,0.3526906288987806,0.6662952647276922,0.5437229437229437,0.26391489463752843,1245.0279225504883,1.142873912118936,0.4666630147226773
0.2,30,0.5192256765497946,0.6887840893725928,0.6744588744588744,0.14031701297306776,1060.0039876384194,1.3661586823405276,0.4226259242304207
0.2,40,0.4132003037046673,0.6704616988056629,0.574025974025974,0.12205009015781944,835.1584308557037,1.516072059637468,0.39744489676662387
