min_samples,xi,min_cluster_size,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score
5,0.05,0.05,0.20816086319648344,0.6506996994820432,0.5254,0.1856707884609441,0.9030508471942831,0.3939657715985917
5,0.05,0.1,0.04084401871228168,0.24432022886398863,0.1386,0.1921638585641892,0.9206598899337443,0.2716015190451063
5,0.1,0.05,0.052038078468295175,0.34185502991068567,0.2412,-0.013798350140717867,0.8095214460894563,0.17216716884516692
5,0.1,0.1,,,,,,
10,0.05,0.05,0.14171458979619553,0.5693452335581177,0.4244,0.05854337382969136,0.8401445825901165,0.21865025600337207
10,0.05,0.1,,,,,,
10,0.1,0.05,0.06626588308557935,0.3894879543254595,0.2636,-0.0018478600554199317,0.8002759159999945,0.09584895119771009
10,0.1,0.1,,,,,,
15,0.05,0.05,0.08272537587616359,0.44270291179460325,0.311,-0.07091581530410843,0.8059090961574266,0.0
15,0.05,0.1,0.06566763909836781,0.30906878092705503,0.1416,0.2856529766162,1.0,0.281297242943805
15,0.1,0.05,0.06845294283055084,0.3985228425832257,0.2658,-0.038291300742393695,0.8435249030108251,0.08782058516795566
15,0.1,0.1,,,,,,
