n_clusters,input_dim,init,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score
15,2,random,0.3502354276251409,0.6426717517189237,0.34826,0.3511632706152278,1.0,0.5385998222026183
