n_clusters,affinity,random_state,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score
15,nearest_neighbors,42,0.9527679348775002,0.9642923886072874,0.977,0.614423547574505,1.0,0.7115627060713334
15,rbf,42,-4.573739729592068e-06,0.00036934694241980875,0.0716,-0.32682239771400023,0.06884273894527144,0.0
