ratio,embedding_size,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
0.01,2,0.022897863315100055,0.2652879689543128,0.993,0.06472881401554839,581.0611198694234,0.8979143544916115,0.5268941654998267
0.01,5,0.02425953715427573,0.26593944259031277,0.995,0.009292438530798199,472.5899346014214,0.9296172422179275,0.5182374919341967
0.01,10,0.025104907559788232,0.26752385007578905,0.994,0.01927080479360817,526.2030459007464,0.8767208683375137,0.5328442907366647
0.05,2,0.18147139100449716,0.4988416921831075,0.988,0.20702721436585642,1140.844250357088,0.9824797601181389,0.5044187689161621
0.05,5,0.1838291247113913,0.5074144605433804,0.989,0.21393717105065235,1153.4609471323254,1.2036160226324695,0.45379956840456553
0.05,10,0.22152930922470473,0.5287517901807676,0.989,0.20869825723592442,1261.992565722557,0.9984024931014203,0.5003996959831902
0.1,2,0.6080126009303588,0.705670563409904,0.988,0.2998569270664986,1273.88348791218,1.1724947403459751,0.4603003088701368
0.1,5,0.6842692276119522,0.7661288519973104,0.989,0.34028368953903704,1634.9800817627763,1.1662622390641217,0.46162462788070585
0.1,10,0.8396196786005805,0.8611023335902142,0.989,0.5171786786943983,2298.4305115655425,0.8427711646899587,0.5426609766645916
0.2,2,0.9674643662218152,0.949932755864184,0.989,0.6501675206252812,3015.0661945971046,0.49196793112870113,0.6702556932597618
0.2,5,0.9674643662218152,0.949932755864184,0.989,0.6501675206252812,3015.0661945971046,0.49196793112870113,0.6702556932597618
0.2,10,0.9674643662218152,0.949932755864184,0.989,0.6501675206252812,3015.0661945971046,0.49196793112870113,0.6702556932597618
