max_n_leaf_nodes,embedding_size,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
1,2,0.2697860062515028,0.28154264608680923,0.76,0.3227316295936803,472.98281621701375,1.0662397238516723,0.4839709489932284
1,5,0.44306069531169723,0.4776988858192573,0.833,0.4302468767627594,972.8534611244035,0.8493203281524533,0.5407392028178487
1,10,0.5561003232780996,0.5569522453523985,0.873,0.4532791565044734,1113.0408277056395,0.8411376478880525,0.5431424430145614
2,2,0.5295132306560197,0.4263063305083296,0.864,0.5012557579349639,1413.6941585825075,0.8032564006842696,0.5545523086015592
2,5,0.5442190807869924,0.5484382427546317,0.869,0.4516548529889929,1102.419065683163,0.8409857020384065,0.5431872713040431
2,10,0.5236994973437771,0.4211510251144913,0.862,0.5011028847214427,1413.4991422029746,0.8032585913575726,0.554551634908422
3,2,0.4592930643674222,0.5251542380346381,0.869,0.38596335254648406,892.237285806627,1.0819748688760027,0.48031319443345183
3,5,0.4390978292201609,0.41721882817203865,0.861,0.45588141863260373,1142.3427514199648,0.8451237771376823,0.5419690604991756
3,10,0.48116616919158517,0.5333508867289444,0.889,0.39031416516321293,925.3873750081916,1.0597703517839647,0.485491015604677
4,2,0.35354294418953547,0.4584094214006506,0.896,0.3835334025309141,905.3662169478581,0.7506970475185281,0.571201054698424
4,5,0.34988690777089737,0.4713646129025934,0.869,0.4000732973529143,943.155400181825,0.9170305227837989,0.5216401033343271
4,10,0.3226304191464684,0.3946507612473288,0.861,0.43776559431500167,1293.4433147099041,0.915870331817875,0.5219559922153757
5,2,0.25484120411360167,0.29683859528723844,0.835,0.23748659253904017,649.9374251984312,1.8200426974683572,0.3546045600294393
5,5,0.2515505978964713,0.3896622870474647,0.796,0.18027463403168287,421.4483573055535,1.1929187861318415,0.4560132396712837
5,10,0.3259790796122102,0.43349661499620373,0.856,0.26098259025050374,511.0841780331535,0.8442245488253702,0.5422333200352004
10,2,0.28344319520945926,0.4047105320259386,0.934,0.26275293796927746,800.5225173359634,0.8950421661444489,0.527692743657808
10,5,0.2358710927537312,0.41081316279913727,0.91,0.27182934515578155,573.9428703099345,1.5463680376821094,0.3927162080271292
10,10,0.32779957758449607,0.5230323235092542,1.0,0.14198442091602845,646.4723489584184,0.81663037634424,0.550469711957798
