n_clusters,embedding_size,pretrain_epochs,clustering_epochs,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
20,2,100,100,-1,-1,-1,-1,-1,-1,inf
20,2,100,200,-1,-1,-1,-1,-1,-1,inf
20,2,200,100,-1,-1,-1,-1,-1,-1,inf
20,2,200,200,-1,-1,-1,-1,-1,-1,inf
20,5,100,100,-1,-1,-1,-1,-1,-1,inf
20,5,100,200,-1,-1,-1,-1,-1,-1,inf
20,5,200,100,-1,-1,-1,-1,-1,-1,inf
20,5,200,200,-1,-1,-1,-1,-1,-1,inf
20,10,100,100,-1,-1,-1,-1,-1,-1,inf
20,10,100,200,-1,-1,-1,-1,-1,-1,inf
20,10,200,100,-1,-1,-1,-1,-1,-1,inf
20,10,200,200,-1,-1,-1,-1,-1,-1,inf
