ratio,embedding_size,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
0.01,2,0.012517370861053092,0.1989019355023245,1.0,0.16901605525366467,1078.453228238205,1.0359532344854467,0.4911704174053553
0.01,5,0.010487331363892209,0.19027961842784588,1.0,0.20679195687777946,1335.092103039166,0.9307458791037673,0.5179345510058475
0.01,10,0.011085110649083057,0.1967635840380855,1.0,0.23110433939236766,1451.9890002812572,0.8788534746889436,0.532239481934884
0.05,2,0.11418131581364128,0.3765867506739631,1.0,0.41083656357946247,1222.5875673004894,0.5987782885473246,0.6254775957137971
0.05,5,0.09859389191964826,0.3621537810006058,1.0,0.4108332615491863,1451.4038184298704,0.5890683089935665,0.6292995677658113
0.05,10,0.10462675593260003,0.36001245479346383,1.0,0.3805099270453269,1103.4813420505382,0.594489030083375,0.6271601629944802
0.1,2,0.2626305803794091,0.4964807534654197,1.0,0.24018905038068744,421.0296037608334,1.2476045006327214,0.4449181338258091
0.1,5,0.28641686564971364,0.5139628676612329,1.0,0.22845612600989113,487.162277181958,1.0170576652367291,0.49577164660913964
0.1,10,0.21445306822317514,0.46069118845694035,1.0,0.3121406499494324,678.9382043346924,0.8681520714155877,0.5352883286649424
0.2,2,0.42612687741587557,0.47396899386132174,0.877,0.21383761150804523,321.4640490569529,1.3594158337787288,0.42383372429880123
0.2,5,0.22765801946144237,0.38494251612510433,0.751,0.19018590115912237,288.5916633260365,2.796159603622039,0.26342411921929404
0.2,10,0.31080889692451025,0.3867197300310692,0.779,0.2545953862545463,245.39486730028827,1.80258313885831,0.356813678828943
