significance,similarity_matrix,n_neighbors,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
0.1,NAM,20,0.043983766270119344,0.047713976214577604,0.4255952380952381,0.1220238053251718,9.214066812343498,13.686503291001591,0.06808972702254451
0.1,SAM,3,0.3831956667095586,0.42434584678226295,0.6160714285714286,0.3713338583887711,161.67327503643918,1.210320557875568,0.4524230643545848
0.1,SAM,5,0.35573554126676343,0.4275170257241775,0.6160714285714286,0.354065461793289,159.21626051547665,1.0710735176421555,0.48284138225014095
0.1,SAM,10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.1,SAM,15,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.1,SAM,20,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.5,NAM,3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.5,NAM,5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.5,NAM,10,0.0711119768774095,0.05500813694012024,0.42857142857142855,0.1429211252517971,4.266312277300632,7.384969975188554,0.11926101142389754
0.5,NAM,15,0.049630203694678646,0.07007837672118888,0.4255952380952381,-0.024080382989726742,5.173347493222249,8.695346298391183,0.10314226735417766
0.5,NAM,20,0.05072186231279828,0.04045032540324209,0.42857142857142855,0.22363304310491983,9.02815562670534,5.287674310044399,0.15904131650116252
0.5,SAM,3,0.6740625067147892,0.639404957076278,0.7589285714285714,0.4188757057900623,198.42959487709126,0.8499132594010104,0.5405658859506707
0.5,SAM,5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.5,SAM,10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.5,SAM,15,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.5,SAM,20,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
