ratio,embedding_size,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
0.01,2,0.2990825060912005,0.6997253127422697,0.994726433750824,0.2726107374165048,4084.8767321322607,0.8605535151897505,0.537474462215624
0.01,5,0.30561462680743245,0.7048029583745407,0.994067237969677,0.24860076702281922,3891.7272538228244,0.9247617980358527,0.5195448086201953
0.01,10,0.2824864186414011,0.6937946567739337,0.994067237969677,0.24914923963627442,3860.2528103866684,0.987283087087206,0.5031995725710707
0.05,2,0.8996130059651797,0.9608300747139676,0.95385629531971,0.5981639930505098,4383.853512583534,0.5253913490616784,0.6555694711492464
0.05,5,0.9038496622761893,0.9577680819094198,0.95385629531971,0.5933695977750182,5024.065595449745,0.5484352210815082,0.6458132612751779
0.05,10,0.9039974701053586,0.957831802512069,0.95385629531971,0.5949818198403983,5063.25221621929,0.5477919207555779,0.6460816771235212
0.1,2,0.9017472745301705,0.9600485335176734,0.8991430454845089,0.5598471062091425,2418.1119950769757,0.6599670315970422,0.6024216029386482
0.1,5,0.9338894117770881,0.9700760267342118,0.9321028345418589,0.6328570735961261,4953.576694770177,0.4972562334296166,0.6678883531574278
0.1,10,0.9326862633582488,0.9688058717929137,0.9314436387607119,0.632607242568342,4954.041494997328,0.4985747513553901,0.6673007129577936
0.2,2,0.6899770072829742,0.8838661909195967,0.6809492419248517,0.41420253627912157,1331.2979561357224,0.8136856935895789,0.5513634493200624
0.2,5,0.6270082705239155,0.870546351003017,0.6816084377059987,0.4218651416405744,1066.5361654095357,0.7555919844761582,0.569608433418762
0.2,10,0.7519033401601329,0.9052436857367262,0.7158866183256427,0.45753923764629734,1752.9037567476257,0.8395920802627281,0.5435987742767305
