significance,split_viewers_threshold,pval_strategy,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
0.0005,0.005,table,0.5240793085240544,0.6207945505763729,0.657,0.636674895264855,2648.907477782697,0.49109364468843913,0.6706486903503287
0.0005,0.005,function,0.5240793085240544,0.6207945505763729,0.657,0.636674895264855,2648.907477782697,0.49109364468843913,0.6706486903503287
0.0005,0.005,bootstrap,0.5240793085240544,0.6207945505763729,0.657,0.636674895264855,2648.907477782697,0.49109364468843913,0.6706486903503287
0.0005,0.01,table,0.5240793085240544,0.6207945505763729,0.657,0.636674895264855,2648.907477782697,0.49109364468843913,0.6706486903503287
0.0005,0.01,function,0.5240793085240544,0.6207945505763729,0.657,0.636674895264855,2648.907477782697,0.49109364468843913,0.6706486903503287
0.0005,0.01,bootstrap,0.5240793085240544,0.6207945505763729,0.657,0.636674895264855,2648.907477782697,0.49109364468843913,0.6706486903503287
0.0005,0.05,table,0.5240793085240544,0.6207945505763729,0.657,0.636674895264855,2648.907477782697,0.49109364468843913,0.6706486903503287
0.0005,0.05,function,0.5240793085240544,0.6207945505763729,0.657,0.636674895264855,2648.907477782697,0.49109364468843913,0.6706486903503287
0.0005,0.05,bootstrap,0.5240793085240544,0.6207945505763729,0.657,0.636674895264855,2648.907477782697,0.49109364468843913,0.6706486903503287
0.0005,0.1,table,0.5240793085240544,0.6207945505763729,0.657,0.636674895264855,2648.907477782697,0.49109364468843913,0.6706486903503287
0.0005,0.1,function,0.5240793085240544,0.6207945505763729,0.657,0.636674895264855,2648.907477782697,0.49109364468843913,0.6706486903503287
0.0005,0.1,bootstrap,0.5240793085240544,0.6207945505763729,0.657,0.636674895264855,2648.907477782697,0.49109364468843913,0.6706486903503287
0.001,0.005,table,0.5240793085240544,0.6207945505763729,0.657,0.636674895264855,2648.907477782697,0.49109364468843913,0.6706486903503287
0.001,0.005,function,0.5240793085240544,0.6207945505763729,0.657,0.636674895264855,2648.907477782697,0.49109364468843913,0.6706486903503287
0.001,0.005,bootstrap,0.5240793085240544,0.6207945505763729,0.657,0.636674895264855,2648.907477782697,0.49109364468843913,0.6706486903503287
0.001,0.01,table,0.5240793085240544,0.6207945505763729,0.657,0.636674895264855,2648.907477782697,0.49109364468843913,0.6706486903503287
0.001,0.01,function,0.5240793085240544,0.6207945505763729,0.657,0.636674895264855,2648.907477782697,0.49109364468843913,0.6706486903503287
0.001,0.01,bootstrap,0.5240793085240544,0.6207945505763729,0.657,0.636674895264855,2648.907477782697,0.49109364468843913,0.6706486903503287
0.001,0.05,table,0.5240793085240544,0.6207945505763729,0.657,0.636674895264855,2648.907477782697,0.49109364468843913,0.6706486903503287
0.001,0.05,function,0.5240793085240544,0.6207945505763729,0.657,0.636674895264855,2648.907477782697,0.49109364468843913,0.6706486903503287
0.001,0.05,bootstrap,0.5240793085240544,0.6207945505763729,0.657,0.636674895264855,2648.907477782697,0.49109364468843913,0.6706486903503287
0.001,0.1,table,0.5240793085240544,0.6207945505763729,0.657,0.636674895264855,2648.907477782697,0.49109364468843913,0.6706486903503287
0.001,0.1,function,0.5240793085240544,0.6207945505763729,0.657,0.636674895264855,2648.907477782697,0.49109364468843913,0.6706486903503287
0.001,0.1,bootstrap,0.5240793085240544,0.6207945505763729,0.657,0.636674895264855,2648.907477782697,0.49109364468843913,0.6706486903503287
0.005,0.005,table,0.49926514956804385,0.6531418072103151,0.952,0.4767088778080758,2682.8294169195187,0.6917526414948444,0.5911029635611462
0.005,0.005,function,0.637805171207841,0.6901338699545183,0.945,0.5080402632117685,2106.0763908107583,0.6789568520784155,0.5956079209314279
0.005,0.005,bootstrap,0.49926514956804385,0.6531418072103151,0.952,0.4767088778080758,2682.8294169195187,0.6917526414948444,0.5911029635611462
0.005,0.01,table,0.637805171207841,0.6901338699545183,0.945,0.5080402632117685,2106.0763908107583,0.6789568520784155,0.5956079209314279
0.005,0.01,function,0.6374054873860423,0.6899465501414479,0.945,0.508100015633752,2106.112165397345,0.6771785413976035,0.5962394433968214
0.005,0.01,bootstrap,0.6374054873860423,0.6899465501414479,0.945,0.508100015633752,2106.112165397345,0.6771785413976035,0.5962394433968214
0.005,0.05,table,0.5240793085240544,0.6207945505763729,0.657,0.636674895264855,2648.907477782697,0.49109364468843913,0.6706486903503287
0.005,0.05,function,0.5240793085240544,0.6207945505763729,0.657,0.636674895264855,2648.907477782697,0.49109364468843913,0.6706486903503287
0.005,0.05,bootstrap,0.5240793085240544,0.6207945505763729,0.657,0.636674895264855,2648.907477782697,0.49109364468843913,0.6706486903503287
0.005,0.1,table,0.5240793085240544,0.6207945505763729,0.657,0.636674895264855,2648.907477782697,0.49109364468843913,0.6706486903503287
