min_cluster_size,metric,leaf_size,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score
5,euclidean,25,0.8089434170360936,0.8882310810796874,0.8274111675126904,0.41200517821831,1.0,0.5247640233364905
5,euclidean,40,0.8089434170360936,0.8882310810796874,0.8274111675126904,0.41200517821831,1.0,0.5247640233364905
5,euclidean,70,0.8089434170360936,0.8882310810796874,0.8274111675126904,0.41200517821831,1.0,0.5247640233364905
5,euclidean,100,0.8089434170360936,0.8882310810796874,0.8274111675126904,0.41200517821831,1.0,0.5247640233364905
5,manhattan,25,0.8089434170360936,0.8882310810796874,0.8274111675126904,0.41200517821831,1.0,0.5247640233364905
5,manhattan,40,0.8089434170360936,0.8882310810796874,0.8274111675126904,0.41200517821831,1.0,0.5247640233364905
5,manhattan,70,0.8089434170360936,0.8882310810796874,0.8274111675126904,0.41200517821831,1.0,0.5247640233364905
5,manhattan,100,0.8089434170360936,0.8882310810796874,0.8274111675126904,0.41200517821831,1.0,0.5247640233364905
10,euclidean,25,0.8089434170360936,0.8882310810796874,0.8274111675126904,0.41200517821831,1.0,0.5247640233364905
10,euclidean,40,0.8089434170360936,0.8882310810796874,0.8274111675126904,0.41200517821831,1.0,0.5247640233364905
10,euclidean,70,0.8089434170360936,0.8882310810796874,0.8274111675126904,0.41200517821831,1.0,0.5247640233364905
10,euclidean,100,0.8089434170360936,0.8882310810796874,0.8274111675126904,0.41200517821831,1.0,0.5247640233364905
10,manhattan,25,0.8089434170360936,0.8882310810796874,0.8274111675126904,0.41200517821831,1.0,0.5247640233364905
10,manhattan,40,0.8089434170360936,0.8882310810796874,0.8274111675126904,0.41200517821831,1.0,0.5247640233364905
10,manhattan,70,0.8089434170360936,0.8882310810796874,0.8274111675126904,0.41200517821831,1.0,0.5247640233364905
10,manhattan,100,0.8089434170360936,0.8882310810796874,0.8274111675126904,0.41200517821831,1.0,0.5247640233364905
15,euclidean,25,0.8161917482426122,0.8780724434050721,0.8553299492385786,0.36916885070051464,0.9605648712259237,0.0
15,euclidean,40,0.8161917482426122,0.8780724434050721,0.8553299492385786,0.36916885070051464,0.9605648712259237,0.0
15,euclidean,70,0.8161917482426122,0.8780724434050721,0.8553299492385786,0.36916885070051464,0.9605648712259237,0.0
15,euclidean,100,0.8161917482426122,0.8780724434050721,0.8553299492385786,0.36916885070051464,0.9605648712259237,0.0
15,manhattan,25,0.8142421514334872,0.8776173587723757,0.8540609137055838,0.3709841658730566,0.959961072511647,0.053106752764682574
15,manhattan,40,0.8142421514334872,0.8776173587723757,0.8540609137055838,0.3709841658730566,0.959961072511647,0.053106752764682574
15,manhattan,70,0.8142421514334872,0.8776173587723757,0.8540609137055838,0.3709841658730566,0.959961072511647,0.053106752764682574
15,manhattan,100,0.8142421514334872,0.8776173587723757,0.8540609137055838,0.3709841658730566,0.959961072511647,0.053106752764682574
