n_clusters,threshold,branching_factor,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score
9,0.01,30,0.9231126899958592,0.9366321984781619,0.940133779264214,0.7260188178543198,0.946450071442222,0.6383873577656874
9,0.01,50,0.9008265433479379,0.9338978612761273,0.9324414715719064,0.695182459027129,0.9427678395064046,0.6258486253259649
9,0.01,70,0.9020297974025019,0.9343875552417449,0.9324414715719064,0.6948691572083763,0.9427901553758137,0.6317372751155669
9,0.05,30,0.9966656959628061,0.9952813069237303,0.9983277591973244,0.8368484125759346,1.0,0.8134327354092187
9,0.05,50,0.9966656959628061,0.9952813069237303,0.9983277591973244,0.8368484125759346,1.0,0.8134327354092187
9,0.05,70,0.9966656959628061,0.9952813069237303,0.9983277591973244,0.8368484125759346,1.0,0.8134327354092187
9,0.1,30,0.9926888584273352,0.9919451275350705,0.9966555183946488,0.8353943433508956,0.9991966769814018,0.8128342982592531
9,0.1,50,0.9926888584273352,0.9919451275350705,0.9966555183946488,0.8353943433508956,0.9991966769814018,0.8128342982592531
9,0.1,70,0.9926888584273352,0.9919451275350705,0.9966555183946488,0.8353943433508956,0.9991966769814018,0.8128342982592531
9,0.3,30,0.5756253572290638,0.7788760988263839,0.611371237458194,0.6694293675905671,0.8121831683221298,0.671018249294521
9,0.3,50,0.5756253572290638,0.7788760988263839,0.611371237458194,0.6694293675905671,0.8121831683221298,0.671018249294521
9,0.3,70,0.5756253572290638,0.7788760988263839,0.611371237458194,0.6694293675905671,0.8121831683221298,0.671018249294521
9,0.5,30,,,,,,
9,0.5,50,,,,,,
9,0.5,70,,,,,,
9,0.7,30,,,,,,
9,0.7,50,,,,,,
9,0.7,70,,,,,,
