max_n_leaf_nodes,embedding_size,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
1,10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
1,20,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
1,30,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
1,40,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
2,10,0.38656893475065546,0.39645576200288407,0.8172231985940246,0.37335066969696096,260.4029024063784,1.0760607847260413,0.4816814648960101
2,20,-0.00420268109748815,0.0038715271770463603,0.6274165202108963,0.2524565650072025,6.528228838578749,0.9577872078134956,0.5107807406285101
2,30,0.5121875728312995,0.4937877386448587,0.8611599297012302,0.3654677197281117,279.4617934326602,1.1294697890178658,0.46960046353191554
2,40,0.6059019821117158,0.5388890006735932,0.8910369068541301,0.393193865164522,343.5863575522527,1.1190844899139858,0.47190190139166666
3,10,0.7655171722471812,0.6602051910730837,0.9402460456942003,0.3759057935159539,192.96654869558938,0.9911570144270557,0.5022205646036129
3,20,0.6623374380446244,0.5397849402147178,0.9244288224956063,0.3222542275425215,219.86955489225085,1.6570148732444103,0.37636221387760865
3,30,0.3641726018793661,0.36859578689950717,0.81195079086116,0.3460224901470765,129.77003982221296,1.943386710423724,0.33974468813717046
3,40,0.33039597313016367,0.3361680856158866,0.7978910369068541,0.35312031234178026,117.70089602468097,0.9595353711995616,0.5103250569995241
4,10,0.530106933457098,0.5050165505330886,0.9191564147627417,0.24037981459421265,152.86392021079863,1.7445134608174984,0.3643633067487793
4,20,0.6393846069043587,0.5356964512193045,0.9279437609841827,0.2668336671788051,164.87882241230494,1.3292868426269715,0.42931595271976003
4,30,0.25416900891595756,0.24030476343225157,0.8084358523725835,0.12988617857760665,67.3933067877455,2.0956574269402153,0.3230331597086348
4,40,0.5047844285403988,0.4540604644797525,0.8892794376098418,0.22915350350633043,152.16106196939398,1.5345445392745356,0.39454820560629433
5,10,0.4795169617628045,0.4278353482346368,0.8717047451669596,0.20302339206733547,112.58000412471132,2.033158780111358,0.3296893016472044
5,20,0.32427555909325595,0.38815049122812745,0.9086115992970123,0.13729330762046565,144.7332722859878,1.848121552438014,0.35110861021503537
5,30,0.27126957735002977,0.292320204750746,0.8488576449912126,0.12009039275947704,120.9985512318775,2.327704538643817,0.3005074484189462
5,40,0.51396067230003,0.48331912576707886,0.9015817223198594,0.16454753756886595,128.98554082364728,1.6202142259143784,0.3816481836140818
10,10,0.26305716406838847,0.3757711899192467,0.9332161687170475,0.1383876704837592,86.67792536918866,1.4288939890990136,0.4117100229520289
10,20,0.19954270427254284,0.30932509655842416,0.9050966608084359,0.10317905937024269,87.1999303101147,1.9820219669838886,0.33534293545511057
10,30,0.2967172955524944,0.3697146383404271,0.9086115992970123,0.09372741168746569,75.94925007372903,1.5775581741108615,0.3879640855613099
10,40,0.19422015753061744,0.2806385691084866,0.8857644991212654,0.0908191484239427,83.56864451844788,1.7118534940783277,0.3687514838775861
