n_clusters,embedding_size,pretrain_epochs,clustering_epochs,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
4,2,100,100,0.6149867838463282,0.7646348743977399,0.9246813441483198,0.4250996317537349,485.45590187215333,0.7892609410863638,0.5588899735288706
4,2,100,200,0.6138420158683497,0.7461058269840044,0.9235225955967555,0.4678870277442523,513.7751715833311,0.7451013256142058,0.5730326287203066
4,2,200,100,0.6158553721272958,0.7542488795414697,0.9246813441483198,0.45798570363499297,509.4927720326473,0.7492990350674277,0.5716575496547132
4,2,200,200,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
4,5,100,100,0.5724540840960327,0.7364289663582501,0.895712630359212,0.44855297455442383,710.994670042829,0.759533291544472,0.5683325259064729
4,5,100,200,0.6144574602401378,0.7538395310296745,0.9246813441483198,0.4410093322737574,496.5823304188597,0.7624740564501251,0.5673842382759058
4,5,200,100,0.9753377653030932,0.9623574353409491,0.9918887601390498,0.537268623862808,929.5371051643252,0.5713470990688148,0.6363966310133535
4,5,200,200,0.6158553721272958,0.7542488795414697,0.9246813441483198,0.45798570363499297,509.4927720326473,0.7492990350674278,0.5716575496547132
4,10,100,100,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
4,10,100,200,0.61422990265902,0.7537664868734961,0.9246813441483198,0.4435324481645145,498.60118812699073,0.757346804652137,0.5690396439409396
4,10,200,100,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
4,10,200,200,0.7243180332138658,0.8061558549494892,0.9142526071842411,0.5352886856090467,1012.7312110049802,0.6296330047863968,0.6136350927251099
