max_n_leaf_nodes,embedding_size,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
1,2,0.5705711831835333,0.7332037453413733,0.667,0.5738773808716731,1451.1449145639515,0.6201043422196986,0.6172441946732294
1,5,0.5705711831835333,0.7332037453413733,0.667,0.5738773808716731,1451.1449145639515,0.6201043422196986,0.6172441946732294
1,10,0.5705711831835333,0.7332037453413733,0.667,0.5738773808716731,1451.1449145639515,0.6201043422196986,0.6172441946732294
2,2,0.5705711831835333,0.7332037453413733,0.667,0.5738773808716731,1451.1449145639515,0.6201043422196986,0.6172441946732294
2,5,0.5705711831835333,0.7332037453413733,0.667,0.5738773808716731,1451.1449145639515,0.6201043422196986,0.6172441946732294
2,10,0.5705711831835333,0.7332037453413733,0.667,0.5738773808716731,1451.1449145639515,0.6201043422196986,0.6172441946732294
3,2,0.9821173784975067,0.9690841238806026,0.994,0.6513859913483638,3027.624938372373,0.4902336582504209,0.6710357093759579
3,5,0.9703770629264588,0.9543792205807259,0.99,0.6497776212028793,3010.887146577783,0.4897923312226233,0.6712344929170988
3,10,0.9674656426335413,0.9510365651625939,0.989,0.6502295611104099,3014.8898991161054,0.49251740285368023,0.6700089379782164
4,2,0.5564844772507151,0.706886055071799,0.668,0.25153616782800814,500.2085198991194,0.9197696063373806,0.5208958391146963
4,5,0.9512354121673803,0.9304626656979559,0.989,0.5304922356661145,2074.2418987173473,0.8104077722604623,0.5523617470728195
4,10,0.9674656426335413,0.9510365651625939,0.989,0.6502295611104099,3014.8898991161054,0.49251740285368023,0.6700089379782164
5,2,0.9487722026176139,0.9247273964036008,0.993,0.48252594883960215,1610.142489985762,0.8040989342214392,0.5542933267301946
5,5,0.8244261929912272,0.8458350624308656,0.991,0.3375178840300592,1837.4600333293631,1.0029714118620285,0.4992582490582663
5,10,0.8457935025544799,0.8502338079452874,0.989,0.39956094172418805,1801.8465113653951,0.9851025517868987,0.5037523119900509
10,2,0.6508026521969315,0.7332774066055536,0.992,0.25472818594414404,1099.8325090313776,1.1160731203283998,0.47257346184937454
10,5,0.4988207350888525,0.6866604048055879,0.992,0.2490167601834562,1232.5714084572276,1.4863099054629767,0.40220247596760855
10,10,0.38287954301502497,0.6378288790336111,0.992,0.3013688098545534,1649.5656165748005,0.9870802735776637,0.5032509321827937
