min_samples,xi,min_cluster_size,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score
5,0.05,0.05,0.968499822107074,0.9384505202269918,0.9384615384615385,0.780239659941751,0.9021046096057378,0.3994415597690304
5,0.05,0.1,0.9590830346705536,0.9151458507709117,0.9230769230769231,0.7826441610746436,0.899288177848725,0.5947059028695578
5,0.1,0.05,0.9884431988840294,0.9539958750573067,0.9384615384615385,0.8165491467406334,1.0,0.7091894481884652
5,0.1,0.1,0.9884431988840294,0.9539958750573067,0.9384615384615385,0.8165491467406334,1.0,0.7091894481884652
10,0.05,0.05,0.9870234383637605,0.9572374918717453,0.95,0.7998532219597101,0.9588059371326303,0.5081749312247965
10,0.05,0.1,0.9812580996376868,0.9406819507480016,0.9346153846153846,0.8087207429888634,0.966008955820005,0.6787590289535069
10,0.1,0.05,0.9884431988840294,0.9539958750573067,0.9384615384615385,0.8165491467406334,1.0,0.7091894481884652
10,0.1,0.1,0.9884431988840294,0.9539958750573067,0.9384615384615385,0.8165491467406334,1.0,0.7091894481884652
15,0.05,0.05,0.9872627904997371,0.9575691765059583,0.9501538461538461,0.8000560023146112,0.9603326559887169,0.513884959235547
15,0.05,0.1,0.9815432093041097,0.9411027885343765,0.9347692307692308,0.8090496475986827,0.9672350700403143,0.6800013556949894
15,0.1,0.05,0.9884431988840294,0.9539958750573067,0.9384615384615385,0.8165491467406334,1.0,0.7091894481884652
15,0.1,0.1,0.9884431988840294,0.9539958750573067,0.9384615384615385,0.8165491467406334,1.0,0.7091894481884652
