ratio,embedding_size,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
0.01,10,0.15013391965319411,0.25010308012772997,0.5373831775700935,0.058030553440126545,28.827756430502724,1.14975669106997,0.4651689208150729
0.01,20,0.1475146844945766,0.26742814978438484,0.6682242990654206,-0.10085828087523942,15.971193086682158,1.3620926882500028,0.4233534124102756
0.01,30,0.13137801548173558,0.2305190277198702,0.5747663551401869,-0.05301617086564352,18.272737132226393,1.180960982719242,0.4585134754465855
0.01,40,0.15363815388306326,0.27088031330752277,0.602803738317757,0.10214680694526534,28.149936646276675,1.3806108529287622,0.42006025418633347
0.05,10,0.07814930636953162,0.2564712972416921,0.7242990654205608,0.03581278593797999,17.90842400268007,1.5352329609175093,0.39444106928859773
0.05,20,0.09029396625912238,0.23863068293876316,0.705607476635514,0.0348688796780958,20.661719128769853,1.7124284245851245,0.3686733227450798
0.05,30,0.08069420607916186,0.2683666584064112,0.7383177570093458,0.09653154457225199,23.584844995471254,1.4196369491849372,0.41328514194530436
0.05,40,0.06490753372214346,0.23850060191770195,0.7429906542056075,0.05847085514379288,21.473141776948967,1.6094773295497216,0.3832185045932378
0.1,10,0.1649075416343564,0.28987040544857456,0.5233644859813084,0.1596542966236097,50.62468758391966,1.2691021553607158,0.44070294395407317
0.1,20,0.16781343163162665,0.2930920506715344,0.6121495327102804,0.08105043499349222,39.69101815361251,1.4390897228363704,0.40998901788537706
0.1,30,0.18924577780752413,0.3517544575492412,0.6448598130841121,0.12982508429802123,34.99421600407114,1.315996913644794,0.43177950458761744
0.1,40,0.15154415173352606,0.27431583438166196,0.5841121495327103,0.15608618698426113,45.42909502398769,1.705921129515075,0.36955992142284233
0.2,10,0.13739281007995244,0.22551854371516425,0.45794392523364486,0.2793146514594453,80.25417561521739,1.2608736348465344,0.4423068961427731
0.2,20,0.16938810318642403,0.2665145648661194,0.48598130841121495,0.30627374019599174,89.05489214808242,1.2215091649839753,0.45014444043818
0.2,30,0.16791486914614523,0.2852318661386736,0.4672897196261682,0.2900688418787872,92.20436726865698,1.1234679883255942,0.47092774908677765
0.2,40,0.12554183317780607,0.22808979506960037,0.4719626168224299,0.2570417124635637,70.21372064272458,1.109624715057155,0.4740179582001662
