significance,similarity_matrix,n_neighbors,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
0.001,NAM,3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.001,NAM,5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.001,NAM,10,0.1320176825131414,0.47092619699704813,0.21160184574818722,0.14995083924007668,475.20730233999416,1.2514897015774509,0.44415037710337946
0.001,NAM,15,0.12241990057317068,0.5009315001378652,0.2682926829268293,0.2452902791800342,433.5044833929363,0.7728098186785559,0.5640762982378986
0.001,NAM,20,0.13516710364281584,0.4667433071141513,0.21160184574818722,0.19285338819369033,588.6337984327109,1.1090293744508888,0.47415176484223326
0.001,SAM,3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.001,SAM,5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.001,SAM,10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.001,SAM,15,0.03476994634363468,0.23525552701005428,0.12920237310481214,0.15557069894337452,222.32568622958743,1.1695628280653718,0.46092235129770975
0.001,SAM,20,0.07936564036179238,0.3405383586571654,0.14106789716545814,0.15228097336973262,181.04423466011792,2.5532637695355804,0.2814314007796562
0.005,NAM,3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.005,NAM,5,0.033674809910153494,0.26473107153239156,0.2023731048121292,0.16094473642544832,230.43071352391772,0.7377109438653612,0.575469702559162
0.005,NAM,10,0.047616434466615294,0.32073098263684247,0.1951219512195122,0.09107196489206708,278.81984900218566,0.8515604277506984,0.5400849926431048
0.005,NAM,15,0.31570510125729123,0.6868429233683208,0.3810151615029664,0.2444709582567815,503.72996177021474,1.1328070899978069,0.46886565816931347
0.005,NAM,20,0.07147354919924159,0.3845027919032956,0.1852340145023072,0.2241506481310385,364.85887347222587,0.9271358734494104,0.5189047714679736
0.005,SAM,3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.005,SAM,5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.005,SAM,10,0.5081287366493286,0.8036980465514034,0.4924192485168095,0.15040186473750675,517.5246616868357,1.4150253753682978,0.4140743241041504
0.005,SAM,15,0.017088806525861016,0.15524206950707764,0.14106789716545814,0.06034248581290976,110.2300932345519,1.0411621009510665,0.48991699362537466
0.005,SAM,20,0.07936564036179238,0.3405383586571654,0.14106789716545814,0.15228097336973262,181.04423466011792,2.5532637695355804,0.2814314007796562
0.01,NAM,3,0.028520679938333265,0.20723012234020213,0.14040870138431114,0.13454329025532888,247.6161254134484,0.9571659086478085,0.5109428871520109
0.01,NAM,5,0.07361494052885527,0.38240072035454936,0.2083058668424522,0.045608807089370526,385.8709023599653,0.9802522372981919,0.5049861735615943
0.01,NAM,10,0.09648031052771365,0.42082019839996615,0.2109426499670402,0.07227634392118551,415.6127180672863,1.0650765506378685,0.48424355004714775
0.01,NAM,15,0.16282651553697886,0.530335874967713,0.2801582069874753,0.11560492570221267,537.9322039748064,1.0030099371938297,0.49924864646501793
0.01,NAM,20,0.07135961136943654,0.31925212782813556,0.14238628872775214,0.32563727501692097,749.908046605507,0.9719304003706946,0.5071172896426843
0.01,SAM,3,0.025768646473643207,0.1994668341174783,0.12722478576137114,0.2728334042944968,305.91191715121255,0.9133336420617972,0.522647999291125
0.01,SAM,5,0.19252389428278402,0.5881276400415677,0.3117996044825313,0.06079216097432107,220.3186672876721,1.5137195517678124,0.397816852439539
0.01,SAM,10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.01,SAM,15,0.06097618391376026,0.38574571584743106,0.23401450230718523,-0.14094885244189628,121.57524097869705,1.1616825080804432,0.46260262377197653
0.01,SAM,20,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.05,NAM,3,0.03547670952824223,0.2753315743564406,0.2043506921555702,0.0860278870158805,134.77437742297485,0.9215762891219933,0.5204060883041599
0.05,NAM,5,0.07417196286284802,0.41776866341408836,0.2663150955833883,0.16705095630459138,269.18107395699263,0.7513987716639005,0.5709721944420225
0.05,NAM,10,0.11096409020011794,0.5297385218912524,0.37178642056690836,-0.054077940718636835,139.15584177130853,1.0612761311647987,0.4851363603744414
0.05,NAM,15,0.3507726749691397,0.7114105721192722,0.3941990771259064,0.3026895062986892,1131.4296903534505,1.1026255559158278,0.4755958554705363
0.05,NAM,20,0.31815227435347515,0.6686898932784692,0.33618984838497035,0.2747552748867335,695.992871097646,1.4086335483463148,0.41517315935691657
0.05,SAM,3,0.017428980233280853,0.15721707015111017,0.14238628872775214,0.21772960178182785,271.5914235700961,0.6810915047975644,0.5948516170274855
0.05,SAM,5,0.1753034987380339,0.5460690959565223,0.2682926829268293,0.01933468075652484,190.3404834383382,2.1983876542667344,0.3126575350132975
