significance,similarity_matrix,n_neighbors,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
0.05,SAM,10,0.73579045115611,0.9101216862279696,0.7646671061305208,0.4450043227930559,1518.3167621563537,0.7585989012363388,0.5686344960735362
0.05,SAM,15,0.06937837630578875,0.4119485156908176,0.25115359261700726,-0.11145314952732156,219.69932442702714,1.0211739910530406,0.4947619573706248
0.05,SAM,20,0.21952149403840096,0.6293608089111276,0.33816743572841135,0.229433198704975,512.5884311736222,0.9054531753895448,0.5248095376552946
0.1,NAM,3,0.03187004400654511,0.2578316594643035,0.1964403427818062,-0.0846890382085399,181.23837203738503,0.9270453929825938,0.5189291355779873
0.1,NAM,5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.1,NAM,10,0.4469116598543457,0.7950204278698204,0.6117336849044166,0.3495609979096074,876.628736783718,0.741807123693978,0.5741163797052493
0.1,NAM,15,0.08704016240297927,0.4456011732593617,0.2682926829268293,-0.07187517634184765,161.1632688221335,1.2578697205821265,0.4428953499328468
0.1,NAM,20,0.21925980354167496,0.5820794393844936,0.2702702702702703,0.20824980785096917,495.3586910780312,1.4194270474840203,0.4133209972335836
0.1,SAM,3,0.5745155606938918,0.8400254754870611,0.6664469347396177,0.292733969927278,519.6181390244551,1.2935356722064824,0.43600804300460516
0.1,SAM,5,0.6508999905055073,0.8674118772384095,0.6723796967699407,0.3390968495995329,499.2412760243504,1.766266122691583,0.3614981189976754
0.1,SAM,10,0.825705866688855,0.9339366391914502,0.8503625576796309,0.5394489727254884,2793.9522804539133,0.5744799002154921,0.6351303689955867
0.1,SAM,15,0.8939994894484272,0.9563212888980909,0.8984838497033619,0.6054438350503673,3220.2228053921694,0.5402501631264413,0.6492451836331399
0.1,SAM,20,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.5,NAM,3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.5,NAM,5,0.06115889246448351,0.3706539867490996,0.22346736980883322,-0.01773877317774299,212.19692446164328,1.6814834731183825,0.37292789980803726
0.5,NAM,10,0.19186955848778586,0.6331781895571114,0.44495715227422544,0.02001191603203928,154.6532610522651,1.2490128116987174,0.4446395301966657
0.5,NAM,15,0.5963868461608512,0.8365670634065148,0.5622940013183916,0.4299057354166075,1464.367471714566,1.1728433881596156,0.4602264504884512
0.5,NAM,20,0.29282851254559145,0.6566010479487044,0.3236651285431773,0.29914752745191187,570.3266502794027,1.9061076759226847,0.3441028728168173
0.5,SAM,3,0.04865399895820848,0.3095142902918281,0.17732366512854317,-0.1437706585058146,41.25972328911937,2.4442849970813896,0.29033602063922637
0.5,SAM,5,0.1560163505769767,0.5285867475361491,0.2643375082399473,-0.018944363274500036,167.00345302921392,2.056421535397054,0.3271800006703237
0.5,SAM,10,0.6776858906523311,0.8839010538808069,0.6941331575477917,0.3789702348707236,1152.5682624659396,1.2552323112224895,0.4434132993855218
0.5,SAM,15,0.7175745437426226,0.899195578905023,0.7547791694133158,0.4709297711740997,2021.0644985450826,0.7753491413963711,0.5632694869322813
0.5,SAM,20,0.7299289300406148,0.9161352930167641,0.7936717205009888,0.4425615803303306,1294.4920022493352,0.9997498202929986,0.5000625527514648
