n_clusters_init,embedding_size,dip_merge_threshold,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
7,10,0.5,0.4417028214319889,0.6399266755747645,0.603030303030303,0.29194979718069936,1362.2138711789585,1.316047575552285,0.4317700597154356
7,20,0.5,0.45704289263219233,0.6261767821109242,0.5874458874458874,0.3079048084742086,1530.2765468284838,1.3321081377505164,0.4287965827196036
7,30,0.5,0.4619269005769573,0.6045752097816218,0.5987012987012987,0.31219481860308634,1576.9578620622087,1.2986386508121317,0.4350401049972296
7,40,0.5,0.23591114152131012,0.5691624301305427,0.42727272727272725,0.36315445692869114,1513.2421168774356,0.8899815677354801,0.5291056892148268
