n_clusters,threshold,branching_factor,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score
6,0.01,30,0.15888255337937535,0.28700217807407113,0.5467289719626168,0.32381227037405436,0.9330835078417385,0.46357331999462587
6,0.01,50,0.15888255337937535,0.28700217807407113,0.5467289719626168,0.32381227037405436,0.9330835078417385,0.46357331999462587
6,0.01,70,0.15888255337937535,0.28700217807407113,0.5467289719626168,0.32381227037405436,0.9330835078417385,0.46357331999462587
6,0.05,30,0.24884308840749703,0.3791874385473873,0.5280373831775701,0.35556540075521004,0.9229390999289925,0.45364145847174725
6,0.05,50,0.22734247041110897,0.3672620531415759,0.5420560747663551,0.31300715406519514,0.9247021494023306,0.44138720014164456
6,0.05,70,0.24884308840749703,0.3791874385473873,0.5280373831775701,0.35556540075521004,0.9229390999289925,0.45364145847174725
6,0.1,30,0.18871099808860656,0.30872537833932556,0.514018691588785,0.3495114521269971,0.9141020551008264,0.4635624733707053
6,0.1,50,0.18871099808860656,0.30872537833932556,0.514018691588785,0.3495114521269971,0.9141020551008264,0.4635624733707053
6,0.1,70,0.18768536423515916,0.29867626915716844,0.514018691588785,0.34569963104574236,0.9142792299452231,0.4623072901188633
6,0.3,30,0.020584979301759388,0.05554022238673927,0.38317757009345793,0.30911901750951065,0.5465603806861501,0.5059733872482215
6,0.3,50,0.020584979301759388,0.05554022238673927,0.38317757009345793,0.30911901750951065,0.5465603806861501,0.5059733872482215
6,0.3,70,0.020584979301759388,0.05554022238673927,0.38317757009345793,0.30911901750951065,0.5465603806861501,0.5059733872482215
6,0.5,30,0.20044022177193008,0.28291672185103617,0.45794392523364486,0.5034666956505222,1.0,0.4991061710747922
6,0.5,50,0.20044022177193008,0.28291672185103617,0.45794392523364486,0.5034666956505222,1.0,0.4991061710747922
6,0.5,70,0.20044022177193008,0.28291672185103617,0.45794392523364486,0.5034666956505222,1.0,0.4991061710747922
6,0.7,30,,,,,,
6,0.7,50,,,,,,
6,0.7,70,,,,,,
