number_clusters,eps,threshold,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
3,0.01,0.01,0.02060744852588295,0.06186199967242795,1.0,0.05107273716494387,258.6181756835682,0.10388087605515607,0.9058948494276065
3,0.01,0.05,0.02060744852588295,0.06186199967242795,1.0,0.05107273716494387,258.6181756835682,0.10388087605515607,0.9058948494276065
3,0.01,0.1,0.02060744852588295,0.06186199967242795,1.0,0.05107273716494387,258.6181756835682,0.10388087605515607,0.9058948494276065
3,0.01,0.2,0.02060744852588295,0.06186199967242795,1.0,0.05107273716494387,258.6181756835682,0.10388087605515607,0.9058948494276065
3,0.01,0.4,0.02060744852588295,0.06186199967242795,1.0,0.05107273716494387,258.6181756835682,0.10388087605515607,0.9058948494276065
3,0.01,0.7,0.02060744852588295,0.06186199967242795,1.0,0.05107273716494387,258.6181756835682,0.10388087605515607,0.9058948494276065
3,0.05,0.01,1.0,1.0,1.0,0.0013703040062076287,5.797144814263948,5.871563489504258,0.14552728815318622
3,0.05,0.05,1.0,1.0,1.0,0.0013703040062076287,5.797144814263948,5.871563489504258,0.14552728815318622
3,0.05,0.1,1.0,1.0,1.0,0.0013703040062076287,5.797144814263948,5.871563489504258,0.14552728815318622
3,0.05,0.2,1.0,1.0,1.0,0.0013703040062076287,5.797144814263948,5.871563489504258,0.14552728815318622
3,0.05,0.4,1.0,1.0,1.0,0.0013703040062076287,5.797144814263948,5.871563489504258,0.14552728815318622
3,0.05,0.7,1.0,1.0,1.0,0.0013703040062076287,5.797144814263948,5.871563489504258,0.14552728815318622
3,0.1,0.01,1.0,1.0,1.0,0.0013703040062076287,5.797144814263948,5.871563489504258,0.14552728815318622
3,0.1,0.05,1.0,1.0,1.0,0.0013703040062076287,5.797144814263948,5.871563489504258,0.14552728815318622
3,0.1,0.1,1.0,1.0,1.0,0.0013703040062076287,5.797144814263948,5.871563489504258,0.14552728815318622
3,0.1,0.2,1.0,1.0,1.0,0.0013703040062076287,5.797144814263948,5.871563489504258,0.14552728815318622
3,0.1,0.4,1.0,1.0,1.0,0.0013703040062076287,5.797144814263948,5.871563489504258,0.14552728815318622
3,0.1,0.7,1.0,1.0,1.0,0.0013703040062076287,5.797144814263948,5.871563489504258,0.14552728815318622
3,0.2,0.01,0.024732370856433667,0.06569419670684787,0.42628205128205127,0.3128543089618061,169.77830478243362,0.9850390155929297,0.503768435856814
3,0.2,0.05,0.024732370856433667,0.06569419670684787,0.42628205128205127,0.3128543089618061,169.77830478243362,0.9850390155929297,0.503768435856814
3,0.2,0.1,0.0008515225561560007,0.001813312906024624,0.3782051282051282,0.29463853677954016,165.65844135455717,0.9739175816858298,0.5066067647798888
3,0.2,0.2,0.005523901605816521,0.0060462750789243925,0.38782051282051283,0.3219809802501309,181.34628536945203,0.9865678088708788,0.5033807532441482
3,0.2,0.4,0.0050296687628798254,0.028831248145573567,0.391025641025641,0.28542541452390013,143.46133754127086,0.9475362412582561,0.5134692637883463
3,0.2,0.7,0.016090795368781493,0.1357347286269474,0.4326923076923077,0.1063485311985469,38.424976772522605,0.8216934699360855,0.5489397730755906
