threshold1,threshold2,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
0.2,0.001,0.6352657577127779,0.7722422422733872,0.8897243107769424,0.2629220656024004,355.80241180285196,1.59279512370839,0.3856841563978772
0.2,0.005,0.6352657577127779,0.7722422422733872,0.8897243107769424,0.2629220656024004,355.80241180285196,1.59279512370839,0.3856841563978772
0.2,0.01,0.6352657577127779,0.7722422422733872,0.8897243107769424,0.2629220656024004,355.80241180285196,1.59279512370839,0.3856841563978772
0.2,0.05,0.6352657577127779,0.7722422422733872,0.8897243107769424,0.2629220656024004,355.80241180285196,1.59279512370839,0.3856841563978772
0.2,0.075,0.6352657577127779,0.7722422422733872,0.8897243107769424,0.2629220656024004,355.80241180285196,1.59279512370839,0.3856841563978772
0.2,0.1,0.6352657577127779,0.7722422422733872,0.8897243107769424,0.2629220656024004,355.80241180285196,1.59279512370839,0.3856841563978772
0.2,0.15,0.6352657577127779,0.7722422422733872,0.8897243107769424,0.2629220656024004,355.80241180285196,1.59279512370839,0.3856841563978772
0.2,0.2,0.6352657577127779,0.7722422422733872,0.8897243107769424,0.2629220656024004,355.80241180285196,1.59279512370839,0.3856841563978772
0.2,0.3,0.6375413976902867,0.771719117328621,0.8922305764411027,0.22055936039750162,305.99207221724043,1.486214637733142,0.40221788771695544
0.2,0.5,0.7533981581139992,0.7879233966250668,0.8245614035087719,0.22673672022850694,363.3763128343979,1.2361340855764253,0.4472003742755088
0.2,0.75,0.8003267407641983,0.8098083002071034,0.8345864661654135,0.3799355180661676,356.79878331242077,1.2427384666955679,0.44588346561576203
0.2,1.0,0.7921693562982406,0.8102034979605499,0.8245614035087719,0.44566255334968446,437.8265797447034,1.3089464884301827,0.4330979539850162
0.3,0.001,0.6329639108568753,0.7806325043684079,0.8345864661654135,0.3705788553814845,481.46754227630146,1.4414741957758959,0.40958860090765853
0.3,0.005,0.6329639108568753,0.7806325043684079,0.8345864661654135,0.3705788553814845,481.46754227630146,1.4414741957758959,0.40958860090765853
0.3,0.01,0.6329639108568753,0.7806325043684079,0.8345864661654135,0.3705788553814845,481.46754227630146,1.4414741957758959,0.40958860090765853
0.3,0.05,0.6329639108568753,0.7806325043684079,0.8345864661654135,0.3705788553814845,481.46754227630146,1.4414741957758959,0.40958860090765853
0.3,0.075,0.6329639108568753,0.7806325043684079,0.8345864661654135,0.3705788553814845,481.46754227630146,1.4414741957758959,0.40958860090765853
0.3,0.1,0.6329639108568753,0.7806325043684079,0.8345864661654135,0.3705788553814845,481.46754227630146,1.4414741957758959,0.40958860090765853
0.3,0.15,0.6329639108568753,0.7806325043684079,0.8345864661654135,0.3705788553814845,481.46754227630146,1.4414741957758959,0.40958860090765853
0.3,0.2,0.6329639108568753,0.7806325043684079,0.8345864661654135,0.3705788553814845,481.46754227630146,1.4414741957758959,0.40958860090765853
0.3,0.3,0.6329639108568753,0.7806325043684079,0.8345864661654135,0.3705788553814845,481.46754227630146,1.4414741957758959,0.40958860090765853
0.3,0.5,0.48529580897458374,0.6473909385156166,0.7218045112781954,0.37596841146291454,209.76945265229753,1.4457220302837461,0.4088772099272388
0.3,0.75,0.48529580897458374,0.6473909385156166,0.7218045112781954,0.37596841146291454,209.76945265229753,1.4457220302837461,0.4088772099272388
0.3,1.0,0.48529580897458374,0.6473909385156166,0.7218045112781954,0.37596841146291454,209.7694526522975,1.4457220302837461,0.4088772099272388
0.5,0.001,0.48529580897458374,0.6473909385156166,0.7218045112781954,0.37596841146291454,209.76945265229753,1.4457220302837461,0.4088772099272388
0.5,0.005,0.48529580897458374,0.6473909385156166,0.7218045112781954,0.37596841146291454,209.76945265229753,1.4457220302837461,0.4088772099272388
0.5,0.01,0.48529580897458374,0.6473909385156166,0.7218045112781954,0.37596841146291454,209.76945265229753,1.4457220302837461,0.4088772099272388
0.5,0.05,0.48529580897458374,0.6473909385156166,0.7218045112781954,0.37596841146291454,209.76945265229753,1.4457220302837461,0.4088772099272388
0.5,0.075,0.48529580897458374,0.6473909385156166,0.7218045112781954,0.37596841146291454,209.76945265229753,1.4457220302837461,0.4088772099272388
0.5,0.1,0.48529580897458374,0.6473909385156166,0.7218045112781954,0.37596841146291454,209.76945265229753,1.4457220302837461,0.4088772099272388
0.5,0.15,0.48529580897458374,0.6473909385156166,0.7218045112781954,0.37596841146291454,209.76945265229753,1.4457220302837461,0.4088772099272388
0.5,0.2,0.48529580897458374,0.6473909385156166,0.7218045112781954,0.37596841146291454,209.76945265229753,1.4457220302837461,0.4088772099272388
0.5,0.3,0.48529580897458374,0.6473909385156166,0.7218045112781954,0.37596841146291454,209.76945265229753,1.4457220302837461,0.4088772099272388
0.5,0.5,0.48529580897458374,0.6473909385156166,0.7218045112781954,0.37596841146291454,209.76945265229753,1.4457220302837461,0.4088772099272388
0.5,0.75,0.48529580897458374,0.6473909385156166,0.7218045112781954,0.37596841146291454,209.76945265229753,1.4457220302837461,0.4088772099272388
0.5,1.0,0.063743105423669,0.13967440466265477,0.48370927318295737,0.2268480213223876,101.06194014889321,0.8153875751183192,0.550846559547938
0.75,0.001,0.4366167363868062,0.5853177427321659,0.6265664160401002,0.48880520017973755,381.7561003710665,0.7861507600555453,0.5598631550949833
0.75,0.005,0.4366167363868062,0.5853177427321659,0.6265664160401002,0.48880520017973755,381.7561003710665,0.7861507600555453,0.5598631550949833
0.75,0.01,0.4366167363868062,0.5853177427321659,0.6265664160401002,0.48880520017973755,381.7561003710665,0.7861507600555453,0.5598631550949833
0.75,0.05,0.4366167363868062,0.5853177427321659,0.6265664160401002,0.48880520017973755,381.7561003710665,0.7861507600555453,0.5598631550949833
0.75,0.075,0.4366167363868062,0.5853177427321659,0.6265664160401002,0.48880520017973755,381.7561003710665,0.7861507600555453,0.5598631550949833
0.75,0.1,0.4366167363868062,0.5853177427321659,0.6265664160401002,0.48880520017973755,381.7561003710665,0.7861507600555453,0.5598631550949833
0.75,0.15,0.4366167363868062,0.5853177427321659,0.6265664160401002,0.48880520017973755,381.7561003710665,0.7861507600555453,0.5598631550949833
0.75,0.2,0.4366167363868062,0.5853177427321659,0.6265664160401002,0.48880520017973755,381.7561003710665,0.7861507600555453,0.5598631550949833
0.75,0.3,0.4366167363868062,0.5853177427321659,0.6265664160401002,0.48880520017973755,381.7561003710665,0.7861507600555453,0.5598631550949833
0.75,0.5,0.4366167363868062,0.5853177427321659,0.6265664160401002,0.48880520017973755,381.7561003710665,0.7861507600555453,0.5598631550949833
0.75,0.75,0.4366167363868062,0.5853177427321659,0.6265664160401002,0.48880520017973755,381.7561003710665,0.7861507600555453,0.5598631550949833
0.75,1.0,0.006376513230859147,0.015026505367093265,0.40350877192982454,0.20500745560652298,6.921850342268656,0.6806328634520044,0.5950139508434991
1.0,0.001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
1.0,0.005,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
1.0,0.01,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
1.0,0.05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
1.0,0.075,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
1.0,0.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
1.0,0.15,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
1.0,0.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
1.0,0.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
1.0,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
1.0,0.75,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
