n_clusters,init,max_iter,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score
15,k-means++,300,0.9343549628839712,0.954802565468996,0.9608799999999998,0.6136804795925838,0.9984678146239815,0.6662457016155259
15,k-means++,500,0.9403296970410822,0.9571052690753842,0.96616,0.6166327870302666,1.0,0.6700999083327347
15,random,300,0.9240485021273332,0.950747881750966,0.9521000000000001,0.6079304797030598,0.9942036324750176,0.6617753105093835
15,random,500,0.9170183320393892,0.9487677075872784,0.94756,0.6051607399638806,0.9945669753541957,0.6533867469819009
