n_clusters,embedding_size,pretrain_epochs,clustering_epochs,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
6,2,100,100,0.20373316862111848,0.32642977196222334,0.5233644859813084,0.3462490797363712,76.45050965076572,1.1940965912937345,0.4557684488313054
6,2,100,200,0.17865773284841988,0.2671091924048417,0.5,0.25092705230692847,55.27347590593109,1.3493148534818393,0.42565601563278505
6,2,200,100,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
6,2,200,200,0.16238821411570611,0.2857641559889062,0.5093457943925234,0.2890098148003623,60.4523713376717,1.5401461605200117,0.39367813377923216
6,5,100,100,0.1874970859132811,0.32179881020630147,0.5280373831775701,0.3585612230731295,76.6218706343611,1.1808236603906666,0.45854234717027176
6,5,100,200,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
6,5,200,100,0.15881934438895295,0.26046205251758425,0.5420560747663551,0.31949710527638503,77.51652340052733,1.2547452106722097,0.4435090915225268
6,5,200,200,0.16778095810029256,0.2774108286758256,0.5186915887850467,0.33613560978636325,71.53129986628181,1.2357021489177447,0.447286773188494
6,10,100,100,0.15255838393314325,0.25640050647646645,0.5186915887850467,0.34862700672647107,72.33124994495515,1.359967370203355,0.42373467219329874
6,10,100,200,0.14659213100032456,0.27790564417999886,0.5327102803738317,0.36009251604786613,78.25628203737124,1.2150200370387616,0.45146318465673574
6,10,200,100,0.13454905367696351,0.26548184267455804,0.5373831775700935,0.34696926789224664,65.49044474877724,1.3086157670152267,0.43315999755684087
6,10,200,200,0.09133430142849833,0.18472961406676713,0.48598130841121495,0.2900325605114514,62.4811964580274,1.330857206456809,0.429026710529438
