n_clusters,input_dim,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
3,13,0.7088653224586114,0.7273705425255659,0.8932584269662921,0.2849266910896281,79.20027673925107,1.3210098414553393,0.4308469452128525
