significance,similarity_matrix,n_neighbors,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
0.1,NAM,10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.1,NAM,15,0.09937937874899269,0.4595694977907581,0.268,-0.0077630150466872945,561.3663901259356,1.1722454134308162,0.46035314141628825
0.1,NAM,20,0.2418778348991546,0.6658743948774537,0.4062,0.2987100018168064,1680.826315149321,0.6925834572749986,0.5908128167635324
0.1,SAM,3,0.11970752465651384,0.3792241693907556,0.1408,0.19845186098736936,1082.5379611585129,1.8602366914274935,0.3496214152476024
0.1,SAM,5,0.7441080300697438,0.9149766965791742,0.7988,0.5455815180041071,6427.161329239937,0.7634348535059012,0.567075102327648
0.1,SAM,10,0.9113727644244384,0.966422095065011,0.924,0.6507033409164629,12971.966192966733,0.44823393468870154,0.6904961802424208
0.1,SAM,15,0.761414608205004,0.917328933531091,0.7426,0.5580910692128065,6808.124986556986,0.5520838600062805,0.6442950833829001
0.1,SAM,20,0.817986640141629,0.9425949572243913,0.8076,0.6192782853348477,9615.040357614063,0.48230452559214915,0.6746252087441488
0.5,NAM,3,0.0325706081854384,0.24652386840772728,0.1854,-0.21605682586314115,156.52414804659966,2.20368967100628,0.31214009554361727
0.5,NAM,5,0.06122428678898645,0.37220932479876,0.2554,-0.1412602791579141,249.66710257107223,1.4056489577555105,0.4156882477703679
0.5,NAM,10,0.23463477971732025,0.6910562271612599,0.5258,0.12441276946139769,559.2175836439562,33.42971604269829,0.02904467753262449
0.5,NAM,15,0.09931896289412363,0.45924839142433893,0.2686,0.010160212978713263,760.2719580046095,1.0718169642068536,0.48266812043544904
0.5,NAM,20,0.3279457017088382,0.7491110859791589,0.5416,0.2919940966095329,1558.1153571900097,0.6968772192802789,0.5893178296212523
0.5,SAM,3,0.550350702454349,0.7938629167875719,0.5358,0.36568704309459676,1818.688382902209,1.674607603160604,0.373886621281676
0.5,SAM,5,0.715873670621439,0.8923984382101076,0.6732,0.5406628398298476,6833.0442019731645,0.6698170252447826,0.5988680106153592
0.5,SAM,10,0.8646045228083189,0.9549729858799579,0.8674,0.621767913222632,10300.608331916956,0.4775534737258863,0.6767944563646422
0.5,SAM,15,0.8069701266079767,0.9356100657011979,0.8054,0.5724351437898259,7420.86875897325,0.6041557896118017,0.6233808502115592
0.5,SAM,20,0.7996377745694991,0.9344263608253888,0.8088,0.5579131678046457,7840.771216339509,2.5449114483512507,0.2820944936339956
