significance,pval_strategy,n_split_trials,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score
0.0005,table,5,0.9821173784975067,0.9690841238806026,0.994,0.6513859913483638,1.0,0.6710357093759579
0.0005,table,10,0.9821173784975067,0.9690841238806026,0.994,0.6513859913483638,1.0,0.6710357093759579
0.0005,table,15,0.9821173784975067,0.9690841238806026,0.994,0.6513859913483638,1.0,0.6710357093759579
0.0005,table,20,0.9821173784975067,0.9690841238806024,0.994,0.6513859913483638,1.0,0.6710357093759579
0.0005,bootstrap,5,0.9821173784975067,0.9690841238806026,0.994,0.6513859913483638,1.0,0.6710357093759579
0.0005,bootstrap,10,0.9821173784975067,0.9690841238806026,0.994,0.6513859913483638,1.0,0.6710357093759579
0.0005,bootstrap,15,0.9821173784975067,0.9690841238806024,0.994,0.6513859913483638,1.0,0.6710357093759579
0.0005,bootstrap,20,0.9821173784975067,0.9690841238806026,0.994,0.6513859913483638,1.0,0.6710357093759579
0.001,table,5,0.9821173784975067,0.9690841238806026,0.994,0.6513859913483638,1.0,0.6710357093759579
0.001,table,10,0.9821173784975067,0.9690841238806026,0.994,0.6513859913483638,1.0,0.6710357093759579
0.001,table,15,0.9821173784975067,0.9690841238806026,0.994,0.6513859913483638,1.0,0.6710357093759579
0.001,table,20,0.9821173784975067,0.9690841238806026,0.994,0.6513859913483638,1.0,0.6710357093759579
0.001,bootstrap,5,0.9821173784975067,0.9690841238806024,0.994,0.6513859913483638,1.0,0.6710357093759579
0.001,bootstrap,10,0.9821173784975067,0.9690841238806026,0.994,0.6513859913483638,1.0,0.6710357093759579
0.001,bootstrap,15,0.9821173784975067,0.9690841238806026,0.994,0.6513859913483638,1.0,0.6710357093759579
0.001,bootstrap,20,0.9821173784975067,0.9690841238806026,0.994,0.6513859913483638,1.0,0.6710357093759579
0.005,table,5,0.9821173784975067,0.9690841238806024,0.994,0.6513859913483638,1.0,0.6710357093759579
0.005,table,10,0.9821173784975067,0.9690841238806026,0.994,0.6513859913483638,1.0,0.6710357093759579
0.005,table,15,0.9821173784975067,0.9690841238806026,0.994,0.6513859913483638,1.0,0.6710357093759579
0.005,table,20,0.9821173784975067,0.9690841238806026,0.994,0.6513859913483638,1.0,0.6710357093759579
0.005,bootstrap,5,0.9821173784975067,0.9690841238806026,0.994,0.6513859913483638,1.0,0.6710357093759579
0.005,bootstrap,10,0.9821173784975067,0.9690841238806026,0.994,0.6513859913483638,1.0,0.6710357093759579
0.005,bootstrap,15,0.9821173784975067,0.9690841238806024,0.994,0.6513859913483638,1.0,0.6710357093759579
0.005,bootstrap,20,0.9821173784975067,0.9690841238806026,0.994,0.6513859913483638,1.0,0.6710357093759579
0.01,table,5,0.9821173784975067,0.9690841238806024,0.994,0.6513859913483638,1.0,0.6710357093759579
0.01,table,10,0.9821173784975067,0.9690841238806026,0.994,0.6513859913483638,1.0,0.6710357093759579
0.01,table,15,0.9821173784975067,0.9690841238806026,0.994,0.6513859913483638,1.0,0.6710357093759579
0.01,table,20,0.9821173784975067,0.9690841238806024,0.994,0.6513859913483638,1.0,0.6710357093759579
0.01,bootstrap,5,0.9821173784975067,0.9690841238806026,0.994,0.6513859913483638,1.0,0.6710357093759579
0.01,bootstrap,10,0.9821173784975067,0.9690841238806024,0.994,0.6513859913483638,1.0,0.6710357093759579
0.01,bootstrap,15,0.9821173784975067,0.9690841238806026,0.994,0.6513859913483638,1.0,0.6710357093759579
0.01,bootstrap,20,0.9821173784975067,0.9690841238806024,0.994,0.6513859913483638,1.0,0.6710357093759579
