n_clusters,embedding_size,pretrain_epochs,clustering_epochs,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
7,2,100,100,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
7,2,100,200,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
7,2,200,100,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
7,2,200,200,0.5466265556233573,0.6749776680613885,0.6787878787878788,0.2523151608503297,1086.741726609899,1.6063247616011416,0.38368203944993823
7,5,100,100,0.4999127510175011,0.6312283255283195,0.6714285714285714,0.22730546147006014,986.7704415023503,1.7572339485713016,0.36268231809570006
7,5,100,200,0.42206877215733196,0.5819941730974538,0.558008658008658,0.26421429740737146,985.0363878079698,1.6638127189017813,0.37540176638704287
7,5,200,100,0.5346680900503215,0.6685252052271579,0.683982683982684,0.2586825479677318,1091.0077822949931,1.5953606295355007,0.38530290882118107
7,5,200,200,0.5739568835888397,0.7067377444037937,0.7601731601731602,0.23351764382875143,1147.1968759194694,1.7807817178983976,0.3596111099132799
7,10,100,100,0.604934626402863,0.6869024697834382,0.7545454545454545,0.258534262142039,1072.594202033558,1.730178318935258,0.36627644174904656
7,10,100,200,0.533110476128866,0.6658945631530464,0.6675324675324675,0.24775923151918194,1001.4985571409338,1.7305596132489698,0.3662252950449762
7,10,200,100,0.5311742289607108,0.6547727921342349,0.7121212121212122,0.30999342199046487,1264.0075770791152,1.2635240390291549,0.44178899042261055
7,10,200,200,0.48190007686280895,0.5930910663484238,0.6038961038961039,0.3023813658160421,1108.8202768261021,1.5496754840879898,0.3922067754272252
