n_clusters,embedding_size,pretrain_epochs,clustering_epochs,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
3,2,100,100,-0.004653092807119019,-0.004587840586381237,0.3557692307692308,0.34243290284393,213.1262959883842,0.9103846803578808,0.5234547838881672
3,2,100,200,0.003768764785806865,0.004558492686960127,0.3814102564102564,0.22215744813969762,110.39561528218148,1.6648261447706314,0.37525900215380564
3,2,200,100,-0.005896986698367096,-0.0055461035139675674,0.34935897435897434,0.3543889743340416,232.30905617962173,0.8734333571390632,0.5337793288399161
3,2,200,200,-0.005398559776855769,-0.0050221454524649765,0.3525641025641026,0.35593684851349205,228.02648680818595,0.8920527167726652,0.5285264998882969
3,5,100,100,-0.005181411496859237,-0.004915622514767779,0.3525641025641026,0.35843617781436576,234.9888548379911,0.8845483628747289,0.5306311154968606
3,5,100,200,-0.004787633851700519,-0.004586919213498411,0.3525641025641026,0.3619551474829046,235.27970050988736,0.8872320161360837,0.5298765554260778
3,5,200,100,-0.004981303641743636,-0.004781134915632688,0.3557692307692308,0.35853085947912444,232.493705968405,0.8874294776157897,0.5298211201317069
3,5,200,200,-0.0037282592065668767,-0.00372734294021867,0.358974358974359,0.36246620683784486,234.6617298302188,0.8919172745062801,0.5285643370749192
3,10,100,100,-0.005612199484016529,-0.00509073473812151,0.34935897435897434,0.3503181794176731,221.07792138584384,0.891025589281429,0.5288135737919814
3,10,100,200,-0.005600057872736835,-0.005140512509582827,0.34615384615384615,0.3605374935215614,237.4724177155651,0.8864783647521365,0.5300882420304829
3,10,200,100,-0.005405865720244163,-0.004960913923833434,0.3525641025641026,0.3584574647521658,221.57231905011403,0.8900139685881342,0.529096618659921
3,10,200,200,-0.003989766011542151,-0.003996452467985859,0.358974358974359,0.36159249030300433,233.70291387564214,0.8905250453458464,0.5289535848582547
