max_n_leaf_nodes,embedding_size,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
1,10,0.15358385018626794,0.3745783884229223,0.2857142857142857,0.3699387397591491,1460.5437396500322,1.0709489764187794,0.482870419014024
1,20,0.10232485809812612,0.3474199079639464,0.2857142857142857,0.491900378272156,1748.8019295669321,0.6441980747413436,0.6081992281600954
1,30,0.10232485809812612,0.3474199079639464,0.2857142857142857,0.491900378272156,1748.8019295669321,0.6441980747413436,0.6081992281600954
1,40,0.10232485809812612,0.3474199079639464,0.2857142857142857,0.491900378272156,1748.8019295669321,0.6441980747413436,0.6081992281600954
2,10,0.2369459935456312,0.42150980564861773,0.2857142857142857,0.3479917500736509,1598.9936079871086,1.1506756343883384,0.4649701628690299
2,20,0.10232485809812612,0.3474199079639464,0.2857142857142857,0.491900378272156,1748.8019295669321,0.6441980747413436,0.6081992281600954
2,30,0.202580768531258,0.4195889939836994,0.2857142857142857,0.3556173397033244,1556.2988876613292,1.1300550158620049,0.4694714420769613
2,40,0.10232485809812612,0.3474199079639464,0.2857142857142857,0.491900378272156,1748.8019295669321,0.6441980747413436,0.6081992281600954
3,10,0.29116418046639386,0.5403893841918179,0.42727272727272725,0.30992384034797743,1253.4616971412786,1.0738562001344103,0.4821935098176952
3,20,0.2858011677222608,0.5399695013721243,0.42727272727272725,0.31045936154337683,1257.023104424188,1.0713802990147603,0.4827698711219973
3,30,0.28318989092903246,0.5378567588609663,0.42727272727272725,0.31104243013914346,1260.1443224731504,1.0699725547941263,0.48309819262287623
3,40,0.35894721347302183,0.647952342853705,0.42727272727272725,0.29166674357535466,1093.0534777341466,1.111550079554186,0.4735857366978155
4,10,0.349603707409164,0.6407803043474672,0.5406926406926407,0.3101015407750294,1312.6291371859513,1.1745497317637288,0.45986531620452864
4,20,0.4086126238341007,0.6611851291747198,0.5688311688311688,0.30250064230002993,1327.690419537496,1.289481125838841,0.4367801894997544
4,30,0.4099560373881451,0.7024067713024189,0.5692640692640693,0.2989062455176396,1361.2533464985404,1.1239487184440182,0.47082116028328075
4,40,0.3145136257026661,0.6040934352513511,0.5216450216450217,0.2926678751508157,1252.8602238183398,1.281197656260511,0.4383662227845989
5,10,0.5074519388756521,0.7119616676830625,0.6454545454545455,0.2861348857787154,1262.6265696677438,1.3514175225024014,0.42527538832652323
5,20,0.3739886664151572,0.6191549607153495,0.5445887445887446,0.1960756545346626,778.7324640520237,1.5992168828151567,0.38473126525591095
5,30,0.39895101249430265,0.6295024744794656,0.5922077922077922,0.19996662537818702,990.134363428766,1.5810683174917677,0.38743647086869076
5,40,0.2925633741055303,0.5179807193765457,0.5073593073593073,0.24172885537584324,968.6639752550561,1.7407865387104482,0.3648587680493003
10,10,0.45998288115263947,0.6040814147369519,0.6696969696969697,0.22264619495008628,805.5384042936269,1.662170104349703,0.3756333971169259
10,20,0.3902497542739981,0.583179806018847,0.6047619047619047,0.15984636392320573,699.4551833630521,1.7892754667309305,0.3585160418637367
10,30,0.4638268819419183,0.6092903213186668,0.6748917748917749,0.20728458449578463,756.2606350578957,1.7350703169310702,0.3656213128450994
10,40,0.3753463262239549,0.6350582492816695,0.6376623376623377,0.18182563071312294,685.4877927320756,1.691465444561345,0.37154480360158587
