min_samples,xi,min_cluster_size,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score
5,0.05,0.05,0.011527332103060325,0.03847359485787477,0.3160377358490566,0.6088306132977757,1.0,0.39785197973381087
5,0.05,0.1,0.011527332103060325,0.03847359485787477,0.3160377358490566,0.6088306132977757,1.0,0.39785197973381087
5,0.1,0.05,0.011527332103060325,0.03847359485787477,0.3160377358490566,0.6088306132977757,1.0,0.39785197973381087
5,0.1,0.1,0.011527332103060325,0.03847359485787477,0.3160377358490566,0.6088306132977757,1.0,0.39785197973381087
10,0.05,0.05,0.011527332103060325,0.03847359485787477,0.3160377358490566,0.6088306132977757,1.0,0.39785197973381087
10,0.05,0.1,0.011527332103060325,0.03847359485787477,0.3160377358490566,0.6088306132977757,1.0,0.39785197973381087
10,0.1,0.05,0.011527332103060325,0.03847359485787477,0.3160377358490566,0.6088306132977757,1.0,0.39785197973381087
10,0.1,0.1,0.011527332103060325,0.03847359485787477,0.3160377358490566,0.6088306132977757,1.0,0.39785197973381087
15,0.05,0.05,0.010904365801690158,0.037662839518233876,0.3146900269541779,0.6101503921753388,0.9855302106147804,0.375002002185845
15,0.05,0.1,0.010904365801690158,0.037662839518233876,0.3146900269541779,0.6101503921753388,0.9855302106147804,0.375002002185845
15,0.1,0.05,0.010904365801690158,0.037662839518233876,0.3146900269541779,0.6101503921753388,0.9855302106147804,0.375002002185845
15,0.1,0.1,0.010904365801690158,0.037662839518233876,0.3146900269541779,0.6101503921753388,0.9855302106147804,0.375002002185845
