min_samples,xi,min_cluster_size,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score
5,0.05,0.05,0.051616689337018934,0.26346954635714026,0.5064102564102564,-0.20945962082884068,0.7721877545801745,0.2496261029269435
5,0.05,0.1,0.11333407245686294,0.3584958483157858,0.5833333333333334,-0.12156340222880302,0.9465281311748064,0.22636322200974066
5,0.1,0.05,0.5304297758556887,0.6672578024048786,0.7243589743589743,-0.22822274425819153,0.781724152155638,0.1659074311127704
5,0.1,0.1,0.9951076759216231,0.9917369356560769,1.0,-0.076959217069979,0.7968989072532351,0.17905601155426012
10,0.05,0.05,0.11167588881827231,0.35937179009870934,0.5769230769230769,-0.11856766522848879,0.9579405657340947,0.22853651147559256
10,0.05,0.1,0.11167588881827231,0.35937179009870934,0.5769230769230769,-0.11856766522848879,0.9579405657340947,0.22853651147559256
10,0.1,0.05,0.018756653149986476,0.16431613162846478,0.4423076923076923,-0.23455263783217248,0.6236890642310369,0.27205779021850185
10,0.1,0.1,,,,,,
15,0.05,0.05,0.03156295318937681,0.23788208432396343,0.4775641025641026,-0.2161493322915444,0.6918584272206345,0.2546261310677483
15,0.05,0.1,0.14520779317902094,0.39054178498764913,0.6057692307692307,-0.10873072122594553,1.0,0.2193878648231012
15,0.1,0.05,,,,,,
15,0.1,0.1,,,,,,
