number_clusters,eps,threshold,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
3,0.01,0.01,0.3284328908696296,0.25132966010120483,0.997,0.057202623976579645,350.38322023579263,0.23622519748902956,0.8089141056428549
3,0.01,0.05,0.3284328908696296,0.25132966010120483,0.997,0.057202623976579645,350.38322023579263,0.23622519748902956,0.8089141056428549
3,0.01,0.1,0.3284328908696296,0.25132966010120483,0.997,0.057202623976579645,350.38322023579263,0.23622519748902956,0.8089141056428549
3,0.01,0.2,0.3284328908696296,0.25132966010120483,0.997,0.057202623976579645,350.38322023579263,0.23622519748902956,0.8089141056428549
3,0.01,0.4,0.3284328908696296,0.25132966010120483,0.997,0.057202623976579645,350.38322023579263,0.23622519748902956,0.8089141056428549
3,0.01,0.7,0.3284328908696296,0.25132966010120483,0.997,0.057202623976579645,350.38322023579263,0.23622519748902956,0.8089141056428549
3,0.05,0.01,0.5543351118502629,0.6379856164786193,0.707,-0.09106258875954085,82.75237956651944,0.6772634535868424,0.5962092585165982
3,0.05,0.05,0.5543351118502629,0.6379856164786193,0.707,-0.09106258875954085,82.75237956651944,0.6772634535868424,0.5962092585165982
3,0.05,0.1,0.5543351118502629,0.6379856164786193,0.707,-0.09106258875954085,82.75237956651944,0.6772634535868424,0.5962092585165982
3,0.05,0.2,0.5543351118502629,0.6379856164786193,0.707,-0.09106258875954085,82.75237956651944,0.6772634535868424,0.5962092585165982
3,0.05,0.4,0.5543351118502629,0.6379856164786193,0.707,-0.09106258875954085,82.75237956651944,0.6772634535868424,0.5962092585165982
3,0.05,0.7,0.5543351118502629,0.6379856164786193,0.707,-0.09106258875954085,82.75237956651944,0.6772634535868424,0.5962092585165982
3,0.1,0.01,1.8078361198242447e-05,1.6222996338662908e-05,0.337,-0.2835474184022863,2.0802831858546313,0.6668719509592964,0.5999261067561267
3,0.1,0.05,1.8078361198242447e-05,1.6222996338662908e-05,0.337,-0.2835474184022863,2.0802831858546313,0.6668719509592964,0.5999261067561267
3,0.1,0.1,1.8078361198242447e-05,1.6222996338662908e-05,0.337,-0.2835474184022863,2.0802831858546313,0.6668719509592964,0.5999261067561267
3,0.1,0.2,1.8078361198242447e-05,1.6222996338662908e-05,0.337,-0.2835474184022863,2.0802831858546313,0.6668719509592964,0.5999261067561267
3,0.1,0.4,1.8078361198242447e-05,1.6222996338662908e-05,0.337,-0.2835474184022863,2.0802831858546313,0.6668719509592964,0.5999261067561267
3,0.1,0.7,1.8078361198242447e-05,1.6222996338662908e-05,0.337,-0.2835474184022863,2.0802831858546313,0.6668719509592964,0.5999261067561267
3,0.2,0.01,0.8963481315352746,0.8716692573465137,0.964,0.6321479381445321,3357.018286268979,0.5857381773673238,0.6306211291830164
3,0.2,0.05,0.8963481315352746,0.8716692573465137,0.964,0.6321479381445321,3357.018286268979,0.5857381773673238,0.6306211291830164
3,0.2,0.1,0.9018225130386616,0.8701679004281714,0.966,0.6257809885640919,3257.434713696177,0.5868792355752407,0.6301676760156874
3,0.2,0.2,0.8963481315352746,0.8716692573465137,0.964,0.6321479381445321,3357.018286268979,0.5857381773673238,0.6306211291830164
3,0.2,0.4,0.9073786364764589,0.8770130130145465,0.968,0.6359405109521351,3415.4506708661943,0.5797114343528157,0.6330270062327461
3,0.2,0.7,0.00011280010987135528,0.007601779894085123,0.34,0.08030757995694461,5.584725214985955,0.8665175129087345,0.535757094741439
