min_samples,xi,min_cluster_size,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score
5,0.05,0.05,-0.06719856971851608,0.1405549643867468,0.6410256410256411,-0.11713515565014257,0.9176808342178984,0.43113332070935717
5,0.05,0.1,-0.047746944342443476,0.10836539340506134,0.6410256410256411,-0.07986459986250487,0.8785836806732135,0.4029774153869405
5,0.1,0.05,-0.07075910868350817,0.12249311982224421,0.6410256410256411,-0.1536514711484123,0.8973865390632572,0.44128560958391394
5,0.1,0.1,,,,,,
10,0.05,0.05,-0.0697415490561953,0.13147105612796645,0.6410256410256411,-0.1328647458785766,0.9210267243931467,0.43918334807087334
10,0.05,0.1,-0.043795620437956206,0.12911913017042953,0.6410256410256411,-0.049586326252085526,0.9279353901759375,0.3966528792404808
10,0.1,0.05,-0.06156180510137345,0.1019953912136403,0.6410256410256411,-0.16323510576982908,0.8676358043637484,0.4346680742337871
10,0.1,0.1,,,,,,
15,0.05,0.05,-0.06288113930984116,0.10993088253453158,0.6410256410256411,-0.15147375595346121,0.9029110861572449,0.4289959596624973
15,0.05,0.1,-0.04617073553243766,0.11992754757848435,0.6410256410256411,-0.06122339219287273,0.9098882498432066,0.4010478166632189
15,0.1,0.05,-0.04036224986306615,0.06492581023715448,0.6410256410256411,0.19103854560288688,1.0,0.48679105397922523
15,0.1,0.1,,,,,,
