n_clusters,affinity,random_state,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score
8,nearest_neighbors,42,0.37511497279051564,0.5572862762149507,0.7916666666666667,0.2615752613117396,1.0,0.4655761827465572
8,rbf,42,0.43286237330585403,0.5469224423767713,0.7916666666666667,0.2462995477615046,0.9751866552226252,0.461915957774953
