max_n_leaf_nodes,embedding_size,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
1,2,0.25270426973438775,0.48862292389096157,0.3558528428093645,0.4719730248121298,2187.91538415566,0.9966973394977654,0.5008270308265812
1,5,0.2750139626879428,0.502089460935589,0.3558528428093645,0.47451421909546937,2177.917076500734,1.0555166922048393,0.4864956844146837
1,10,0.2750139626879428,0.502089460935589,0.3558528428093645,0.47451421909546937,2177.917076500734,1.0555166922048393,0.4864956844146837
2,2,0.25270426973438775,0.48862292389096157,0.3558528428093645,0.4719730248121298,2187.91538415566,0.9966973394977654,0.5008270308265812
2,5,0.25270426973438775,0.48862292389096157,0.3558528428093645,0.4719730248121298,2187.91538415566,0.9966973394977654,0.5008270308265812
2,10,0.27285115981679253,0.5008438490859869,0.3558528428093645,0.4507965152804346,2213.6702762625737,1.114994340108848,0.4728145040560889
3,2,0.4711169081020654,0.689061581704257,0.5130434782608696,0.6176715071638047,4815.784866779116,0.6037918532203519,0.6235223093271354
3,5,0.38845350107899346,0.6499208939596616,0.45418060200668897,0.5378992940334131,3471.3870315305658,0.6800303757608845,0.5952273330457497
3,10,0.4711169081020654,0.689061581704257,0.5130434782608696,0.6176715071638047,4815.784866779116,0.6037918532203519,0.6235223093271354
4,2,0.6124233816220447,0.7923567334158682,0.6588628762541806,0.6802340212709513,6499.433072013584,0.4924935658398274,0.6700196388701342
4,5,0.5756253572290638,0.7788760988263839,0.611371237458194,0.6694293675905671,6320.329368099689,0.4902724345445981,0.671018249294521
4,10,0.5756253572290638,0.7788760988263839,0.611371237458194,0.6694293675905671,6320.329368099689,0.4902724345445981,0.671018249294521
5,2,0.5973765029405173,0.8133754714865006,0.6648829431438127,0.6607311856646538,5940.824557702294,0.399774568064962,0.7144007491023305
5,5,0.5973765029405173,0.8133754714865006,0.6648829431438127,0.6607311856646538,5940.824557702294,0.399774568064962,0.7144007491023305
5,10,0.5973765029405173,0.8133754714865005,0.6648829431438127,0.6607311856646538,5940.824557702294,0.399774568064962,0.7144007491023305
10,2,0.9191130409979503,0.9411420891104387,0.9591973244147157,0.7121200817828629,24881.03064759006,0.6737784030527626,0.5974506530709949
10,5,0.9783470581000064,0.9819195302035271,0.9993311036789297,0.781728429270038,44727.02258620683,0.4888428182504739,0.6716625742770423
10,10,0.9869531583593877,0.9879158316050585,0.9993311036789297,0.7777444680784134,42878.069861256496,0.3621875326430355,0.7341133111530631
