n_clusters,threshold,branching_factor,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score
7,0.01,30,0.5257713506507528,0.6335124924778307,0.6909090909090909,0.29789362207953285,0.998675156720257,0.4181307377656056
7,0.01,50,0.5056442131996317,0.6362365013929059,0.6852813852813853,0.3006040530309316,0.9989011278858175,0.4274418912381538
7,0.01,70,0.5216637190538583,0.6214235885014509,0.6909090909090909,0.3084545471836242,0.9995702733602739,0.43484892850421597
7,0.05,30,0.49174595286810296,0.604491653451647,0.6493506493506493,0.29548032038221644,1.0,0.4202979735928875
7,0.05,50,0.5555335831832985,0.6874961337736105,0.6896103896103896,0.28182821664114366,0.9892378261397773,0.4291253312086397
7,0.05,70,0.5335194880085926,0.6459244166961123,0.6943722943722944,0.297123194817082,0.9991364373868571,0.4222841497202246
7,0.1,30,0.4856527298170267,0.6411798736551728,0.6333333333333333,0.30588042368255797,0.9867594639146827,0.4094919497968238
7,0.1,50,0.47351205773673566,0.6134326200752752,0.6467532467532467,0.2924178842656651,0.9854750419708256,0.43199901731439383
7,0.1,70,0.4272860077101311,0.6032010041516408,0.5826839826839827,0.2906008376280678,0.9699011608962314,0.43088513901276226
7,0.3,30,0.31992273276418903,0.49409721548777163,0.4818181818181818,0.2052539398285939,0.9082663632990398,0.4215917091471275
7,0.3,50,0.2834643150159165,0.4920911136966994,0.4341991341991342,0.23605685500049384,0.894493187906673,0.4105785605931237
7,0.3,70,0.39413654981062424,0.5547757989704962,0.535064935064935,0.27750541401571593,0.9287001152330975,0.4344081616472816
7,0.5,30,0.3047059539938142,0.541620965716189,0.4329004329004329,0.31133036359864447,0.889828918090117,0.4899816910342955
7,0.5,50,0.3047059539938142,0.541620965716189,0.4329004329004329,0.31133036359864447,0.889828918090117,0.4899816910342955
7,0.5,70,0.3047059539938142,0.541620965716189,0.4329004329004329,0.31133036359864447,0.889828918090117,0.4899816910342955
7,0.7,30,0.296879843069176,0.5200788648841772,0.45324675324675323,0.25427596853726336,0.9850626714110298,0.4298808253650436
7,0.7,50,0.296879843069176,0.5200788648841772,0.45324675324675323,0.25427596853726336,0.9850626714110298,0.4298808253650436
7,0.7,70,0.296879843069176,0.5200788648841772,0.45324675324675323,0.25427596853726336,0.9850626714110298,0.4298808253650436
