max_n_leaf_nodes,embedding_size,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
1,2,0.1332472892369659,0.34974741695914413,0.30472103004291845,0.3906038975859125,1349.4593358104373,1.0835683904653572,0.4799458489465055
1,5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
1,10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
2,2,0.008271862458211472,0.06321075912373687,0.19241773962804007,0.4454149657807041,378.821043588142,0.5093499832404551,0.6625368609691696
2,5,0.14027771698572322,0.35265585490213713,0.30472103004291845,0.389235942457417,1421.6635088515684,1.0807004578968322,0.480607382098045
2,10,0.13129037471679555,0.34701502450101956,0.30472103004291845,0.3902331246267372,1333.1540489187894,1.0875729924033313,0.4790251663721439
3,2,0.2478333329153564,0.4403205681880603,0.402002861230329,0.34214998542569514,1568.8852329835597,0.92185367027653,0.5203309780895613
3,5,0.1515549787354301,0.37207259262704023,0.31759656652360513,0.29825225271602995,766.1783157627804,1.7136297763433301,0.36851010728055905
3,10,0.11448115339929345,0.336729661377886,0.3265379113018598,0.2899974938505497,880.2051359699458,1.0101123929232938,0.49748462002450833
4,2,0.3012036835671182,0.47117352722448536,0.4570815450643777,0.4006145345762172,1977.3738705556839,0.8373536236448732,0.5442610432368689
4,5,0.3218010426778997,0.4682181537636529,0.4821173104434907,0.3452351263561391,1599.8194479031165,1.0080388393507456,0.4979983356912199
4,10,0.1495876028699072,0.43790736069625846,0.3898426323319027,0.32262075663634965,907.5976279059511,0.7147396239280388,0.5831789188548933
5,2,0.33559614172775265,0.5131773460259601,0.5329041487839771,0.4355837079266103,2445.4400990605295,0.7198216639362156,0.5814556363427038
5,5,0.2603254543220775,0.46378053764385385,0.46030042918454933,0.30912086251367993,1128.8123842606688,0.9461776215042506,0.5138277148758263
5,10,0.3644160257209398,0.5277962823678976,0.5286123032904149,0.3384504904223709,1921.0022272125661,0.8303836852413953,0.5463335409199288
10,2,0.3516351966869651,0.54994486488942,0.6176680972818311,0.3669143265203719,2663.609167239133,0.8435638876215521,0.5424276352527907
10,5,0.3715850613900079,0.5550109009005615,0.6097997138769671,0.38445314844161443,2549.72819491458,0.7705897760931506,0.5647835616709164
10,10,0.3750808132865357,0.5636564973498447,0.5929899856938483,0.32097203559442994,1562.6477197493168,2.9069935465890495,0.2559512802044521
