,acedec,aec,affinity,agglomerative,amddbscan,autoclustering,bang,birch,bsas,clique,cure,dbscan,dcn,ddc,dec,deepect,diana,dipInit,dipMeans,dipNSub,dipdeck,dipencoder,dkm,drc,gapStatistic,gmeans,hdbscan,idec,isbm,kmeans,ldakmeans,mbsas,mdbscan,mddbscan,meanshift,n2d,optics,pgmeans,projectedDipMeans,rock,skinnydip,somsc,specialK,spectral,subkmeans,syncsom,ttsas,vade,xmeans
acedec,1.0,0.41792591579288185,7.419562364630039e-05,0.0001726240690094194,0.06325686343591075,0.00029245353128715124,0.051146231266130826,0.0021050350833895504,0.7257093080321666,0.20071060942859353,5.4824294861699485e-06,0.2902033131654078,0.02024763117734585,0.07764570803744286,0.02415498925123538,0.14284786479653033,0.010495584322044893,0.47966781725362995,7.342408311350468e-06,0.8648056734006195,0.0021050350833895504,0.07257900615022339,0.014463034368847216,0.08028506198593721,4.8979726635201004e-05,0.0010520843608334829,0.46693532341563104,0.004693532815637225,0.15594763101417897,3.506002513442574e-05,6.995285061650591e-06,0.6987898721416563,0.8648056734006195,0.1143877956778796,1.3031462353652046e-08,0.24991955508366215,0.36658220941051134,0.005960311399174856,0.0021790310829050696,0.00046863999240809306,0.24991955508366215,0.14568337426187772,0.19003147702305423,0.004618453424897195,7.419562364630039e-05,0.8486058463463078,0.04366182337492086,0.5460769858522516,0.000336073967236894
aec,0.41792591579288185,1.0,0.0016194007141825395,0.00321898033411383,0.0076439144797355585,0.004925447176643338,0.25419215458785094,0.023514285141355673,0.24569738048365575,0.0366578418973742,0.0001874162697892423,0.8044045263688422,0.13060959921932325,0.33983676407566854,0.14856177489186861,0.5123113129705565,0.08028506198593721,0.9178138636243465,0.00023926162152343444,0.3269455537631343,0.023514285141355673,0.32440592892207665,0.10193845097478649,0.010495584322044893,0.0011523548173193454,0.013655880377289265,0.12417108053851145,0.04366182337492108,0.5426514073462736,0.0008753187568195653,0.00022977615023034303,0.6722439826787601,0.3269455537631343,0.01690353435468972,1.0846336011560709e-06,0.733464975626366,0.9260075648494714,0.05238795052876144,0.02415498925123538,0.0071871899742512735,0.733464975626366,0.5189762998947165,0.6167503774093479,0.04312654706090191,0.0016194007141825395,0.5358325366152681,0.2273173518742948,0.8364974132481824,0.0055073893429378185
affinity,7.419562364630039e-05,0.0016194007141825395,1.0,0.8364974132481824,5.891946042169138e-09,0.733464975626366,0.04420270001377613,0.37485512470249427,1.608697479182908e-05,1.588935956142734e-07,0.5598855663592714,0.0036755986665772955,0.10086236377893387,0.027956110474250728,0.0876810109251227,0.012519720328343587,0.160510978782471,0.0011316203685016735,0.6022979718810866,3.5856657335076036e-05,0.37485512470249427,0.030239021016148726,0.12930159289480891,1.1201838123753305e-08,0.9219096782122336,0.49258739968478427,2.733534599563825e-06,0.25634740837179026,0.010972258377120347,0.8607501089944485,0.5951294615488263,0.0003496128477864513,3.5856657335076036e-05,3.00425027077722e-08,0.08484558542959997,0.004925447176643338,0.002216916398501967,0.22533729402485858,0.36932710950822756,0.642400277911632,0.004925447176643338,0.012160050668495126,0.008003352024395616,0.2585153208747428,1.0,0.0001622582330313982,0.05176397561442814,0.0007829152978762188,0.7064443234513929
agglomerative,0.0001726240690094194,0.00321898033411383,0.8364974132481824,1.0,1.983659325688336e-08,0.8932885202234329,0.07095149242730558,0.4958462002606572,4.010439757373696e-05,4.7643332168334496e-07,0.42988571335651704,0.00696814318837613,0.15148340437590768,0.04642309307310288,0.13325638154829278,0.021976673056250506,0.2313146078092243,0.002294503900035716,0.4669353234156306,8.626305399683787e-05,0.4958462002606572,0.049929250662051894,0.19003147702305423,3.690151562096844e-08,0.7608199466691443,0.6313528199483203,7.342408311350468e-06,0.35304931539284956,0.019428509245939862,0.7026133283114504,0.4606400655769587,0.0007541841659528536,8.626305399683787e-05,9.564302572151462e-08,0.05365477644061012,0.009174192848678597,0.004328890279721165,0.3143762361503535,0.48934011605269556,0.796430303272956,0.009174192848678597,0.021386567522005517,0.014463034368847216,0.3557303066906847,0.8364974132481824,0.00036366056166636795,0.08208478689244125,0.0016194007141825395,0.8648056734006182
amddbscan,0.06325686343591075,0.0076439144797355585,5.891946042169138e-09,1.983659325688336e-08,1.0,4.270694642372064e-08,0.0001403035378810813,8.123352739364265e-07,0.1319278471617502,0.5633639803941466,1.5254530971731128e-10,0.003556230806947225,2.926535333336311e-05,0.00029245353128715124,3.92183796915635e-05,0.0008916686178623845,1.0033926704400287e-05,0.01034083724047119,2.2843438252095893e-10,0.09157994535540626,8.123352739364265e-07,0.0002593449939829462,1.685508061521901e-05,0.9137202290091782,3.262276226934091e-09,2.8425682185861945e-07,0.2585153208747428,2.803299279374727e-06,0.0010520843608334829,2.0321579974336146e-09,2.136226751048298e-10,0.02481077415395827,0.09157994535540626,0.780546240571141,4.596323321948148e-14,0.0026303672089176278,0.005775261284610256,4.078556031350544e-06,8.563725033550185e-07,8.534343187704962e-08,0.0026303672089176278,0.000925220874331778,0.0015356136635507056,2.733534599563825e-06,5.891946042169138e-09,0.04053264004524393,0.00010675408704319267,0.013853847365466354,5.234348621208085e-08
autoclustering,0.00029245353128715124,0.004925447176643338,0.733464975626366,0.8932885202234329,4.270694642372064e-08,1.0,0.09459462972036836,0.5844503676766619,7.105263288598174e-05,9.514444831992819e-07,0.3557303066906847,0.01034083724047119,0.19354366517540633,0.06325686343591075,0.1715503008631507,0.031034772717757564,0.28785673751535934,0.003556230806947225,0.38889735045406626,0.00014934602510807693,0.5844503676766619,0.06778621310920152,0.23945833280989204,7.833211501662163e-08,0.6609887457929882,0.7295836837873069,1.365298797573189e-05,0.4268772738880866,0.027590441664248955,0.6058967554764552,0.3832424549892943,0.001216683583339373,0.00014934602510807693,1.9857262278932808e-07,0.0390407162698061,0.01346041636687989,0.006547951271497654,0.3832424549892943,0.5773808702960057,0.901453481580601,0.01346041636687989,0.030239021016148726,0.0208103085586111,0.42988571335651704,0.733464975626366,0.0006013676659979428,0.10858815044817272,0.0025424300345591178,0.9711900591118687
bang,0.051146231266130826,0.25419215458785094,0.04420270001377613,0.07095149242730558,0.0001403035378810813,0.09459462972036836,1.0,0.26069590840027734,0.021386567522005517,0.001238853081600988,0.009454275901663145,0.3720847528008999,0.710282770248523,0.8526500911757782,0.7608199466691441,0.6276883987640063,0.5426514073462736,0.2137153571584176,0.01130063525332603,0.033962990689101025,0.26069590840027734,0.8769933310190194,0.620387103663439,0.00021620746366224353,0.03484181920083618,0.1848515618638933,0.0074123975308666434,0.3804339922534412,0.5951294615488258,0.028699996346172263,0.010972258377120347,0.11798292001808508,0.033962990689101025,0.0004170932639204761,0.0001874162697892423,0.4238811418818689,0.2949349920441251,0.4238811418818689,0.2650951708215148,0.12166609474435441,0.4238811418818689,0.6203871036634396,0.5223255076619273,0.3776382098804447,0.04420270001377613,0.07851752672389778,0.9465242903920275,0.17810852810223476,0.10193845097478671
birch,0.0021050350833895504,0.023514285141355673,0.37485512470249427,0.4958462002606572,8.123352739364265e-07,0.5844503676766619,0.26069590840027734,1.0,0.0006129071317695356,1.333537616532432e-05,0.1414460876151753,0.04366182337492108,0.45128679288134865,0.19003147702305423,0.41202025841746304,0.1074566301953257,0.6058967554764547,0.017876720394710555,0.15897878202458138,0.0011734399179597066,1.0,0.20071060942859353,0.5290570899675535,1.4068404581291105e-06,0.3244059289220771,0.8405294040211766,0.00014325879107013328,0.8044045263688422,0.09768833230699814,0.28785673751535956,0.15594763101417897,0.0071871899742512735,0.0011734399179597066,3.2591540664039798e-06,0.00903694811637945,0.05429771994706578,0.02984776284179813,0.7451494334889421,0.9917669449474058,0.6722439826787594,0.05429771994706578,0.10522161772346172,0.07764570803744286,0.8083993392160813,0.37485512470249427,0.003925327358100583,0.29020331316540804,0.01346041636687989,0.6095051315377684
bsas,0.7257093080321666,0.24569738048365575,1.608697479182908e-05,4.010439757373696e-05,0.1319278471617502,7.105263288598174e-05,0.021386567522005517,0.0006129071317695356,1.0,0.3530493153928491,9.76755150539077e-07,0.1589787820245816,0.007527357933339696,0.03440000710570068,0.009174192848678597,0.06935402398615098,0.0036154667195109624,0.2902033131654087,1.3358010795272435e-06,0.8566982134393217,0.0006129071317695356,0.03184843124488723,0.005167677719110753,0.1620543095863214,1.0276056258362587e-05,0.0002866736086721833,0.7064443234513929,0.0014819937868102429,0.07678179019141562,7.166837038941054e-06,1.2682185071000163e-06,0.46064006557695913,0.8566982134393217,0.21947110610970189,1.575019004107503e-09,0.13325638154829278,0.20993918904895326,0.0019300145658165402,0.0006366067414316223,0.00011864569760655641,0.13325638154829278,0.0709514924273058,0.0966482373122286,0.0014558357561249569,1.608697479182908e-05,0.5880001524227834,0.017876720394710555,0.33983676407566943,8.263820256204646e-05
clique,0.20071060942859353,0.0366578418973742,1.588935956142734e-07,4.7643332168334496e-07,0.5633639803941466,9.514444831992819e-07,0.001238853081600988,1.333537616532432e-05,0.3530493153928491,1.0,5.712782247258019e-09,0.019428509245939862,0.0003166825719906896,0.002334223288176007,0.00040903515567003446,0.006054825559487664,0.00012374340423360053,0.046992635136377636,8.261085149285918e-09,0.2673138753985769,1.333537616532432e-05,0.0021050350833895504,0.00019525154578126092,0.6387088353685813,9.296069003461582e-08,5.220032164743316e-06,0.5809105850420322,4.010439757373696e-05,0.00696814318837613,6.048433087713079e-08,7.770545540353169e-09,0.09561701929916588,0.2673138753985769,0.7647532424227965,3.2798208593476375e-12,0.015095722259934385,0.029078288813889408,5.5898829913747505e-05,1.397780758227718e-05,1.7740109392594405e-06,0.015095722259934385,0.0062479144589215885,0.009597157179032534,3.92183796915635e-05,1.588935956142734e-07,0.14144608761517485,0.0009777480815891249,0.059676154356993694,1.1427855077794646e-06
