,acedec,aec,affinity,agglomerative,amddbscan,autoclustering,bang,birch,bsas,clique,cure,dbscan,dcn,ddc,dec,deepect,diana,dipInit,dipMeans,dipNSub,dipdeck,dipencoder,dkm,drc,gapStatistic,gmeans,hdbscan,idec,isbm,kmeans,ldakmeans,mbsas,mdbscan,mddbscan,meanshift,n2d,optics,pgmeans,projectedDipMeans,rock,skinnydip,somsc,specialK,spectral,subkmeans,syncsom,ttsas,vade,xmeans
acedec,1.0,0.8204133823820068,0.6167503774093486,0.059676154356993694,0.1814568009381039,0.8729273895621517,0.2855229942673292,0.022888381665568946,0.7064443234513929,0.058291741800142516,0.1699393467706276,0.014257397338006905,0.09257614141825066,0.6609887457929884,0.1008623637789341,0.010811271687297896,0.20071060942859353,0.8324697133387422,0.17317265897894218,0.06856643554896458,0.4669353234156306,0.09873735277420148,0.11320876943564628,0.9711900591118687,0.1120393390749399,0.019971303697196907,0.49911647157331984,0.05114623126613105,0.7924510917232828,0.1414460876151753,0.10972907698336742,0.8932885202234329,0.027228905672593617,0.2650951708215148,0.001404791766874025,0.038553887743528525,0.1971032904468597,0.70261332831145,0.6095051315377684,0.00023926162152343444,0.9096288821166241,0.6424002779116313,0.41496687754159645,0.004399695337291565,0.20436587192571887,0.5844503676766619,0.008003352024395616,0.22141419633977888,7.419562364630039e-05
aec,0.8204133823820068,1.0,0.784508962275309,0.09768833230699814,0.11798292001808508,0.6987898721416572,0.40035848130450713,0.04053264004524393,0.5460769858522516,0.0339629906891008,0.2520495426425966,0.02616872368593426,0.14568337426187794,0.8324697133387422,0.1574576794795446,0.0055073893429378185,0.13192784716175043,0.9876506913599004,0.25634740837179026,0.040532640045243706,0.6167503774093479,0.15444859620059992,0.1748064583564941,0.7924510917232828,0.17317265897894218,0.03573999356024893,0.6535274208386532,0.08484558542959997,0.6240331352789874,0.2137153571584176,0.1699393467706276,0.7179816667337771,0.047568044120468445,0.37485512470249427,0.003010621134797109,0.06548925893710944,0.28785673751535934,0.5426514073462736,0.7765892109550241,0.00056795112440855,0.733464975626366,0.48934011605269556,0.5564175996007488,0.008767946254536918,0.2973201088474351,0.7490574729115234,0.01531196964982251,0.31936531905131327,0.0001874162697892423
affinity,0.6167503774093486,0.784508962275309,1.0,0.1667514999906623,0.06624767302030943,0.5089956362524755,0.5703519039635088,0.07592572437276024,0.3804339922534412,0.0166676264448411,0.3832424549892943,0.051146231266130826,0.2374036936379209,0.950632334298005,0.25419215458785094,0.002294503900035716,0.07507746179595243,0.7726379704313899,0.3888973504540658,0.02024763117734585,0.8204133823820061,0.24991955508366215,0.2785986718379623,0.5915598727841798,0.2763161679438819,0.06778621310920152,0.8607501089944483,0.1471171919791916,0.4451114505392677,0.3320634317662612,0.27178950103124055,0.5256857887301318,0.0876810109251227,0.5392365719598844,0.007076905665194255,0.11677482406886286,0.4298857133565164,0.37763820988044494,0.9917669449474058,0.0015085842792093018,0.5392365719598851,0.3346416782334356,0.7529719674705855,0.018898648730049095,0.4420419371160542,0.9629639045979248,0.03143934405295501,0.47010075987412847,0.0005362704474503044
agglomerative,0.059676154356993694,0.09768833230699814,0.1667514999906623,1.0,0.0012843152887827003,0.04104056976863113,0.41496687754159645,0.6949740416821917,0.02383276968565662,0.00015893514156295474,0.609505131537768,0.5703519039635094,0.8405294040211766,0.14856177489186861,0.8083993392160806,9.339802315100343e-06,0.001563088452638528,0.09459462972036836,0.6022979718810866,0.0002118543345792645,0.2478021738913987,0.8164038677579453,0.7647532424227965,0.0549470790325477,0.7686926155547773,0.6572538130923793,0.2273173518742948,0.9465242903920281,0.03184843124488723,0.6797886913817313,0.7765892109550241,0.04366182337492108,0.7451494334889421,0.4420419371160542,0.19003147702305423,0.8526500911757782,0.5529601407769096,0.023514285141355673,0.1699393467706276,0.07340415138515266,0.04585937311702226,0.018898648730049095,0.2855229942673292,0.3346416782334356,0.5392365719598844,0.1814568009381039,0.4420419371160542,0.5089956362524748,0.03759569529445206
amddbscan,0.1814568009381039,0.11798292001808508,0.06624767302030943,0.0012843152887827003,1.0,0.23945833280989204,0.016204468783665105,0.00030434234335929844,0.3372327907074639,0.5773808702960057,0.006755111323472729,0.00015248018044777822,0.0025424300345591178,0.07592572437276046,0.002911123359094825,0.22533729402485858,0.9547416906518549,0.12166609474435464,0.00696814318837613,0.6276883987640058,0.0390407162698061,0.0028146355336244877,0.003497879130252013,0.19354366517540655,0.003440400020190415,0.00024911354683365694,0.04420270001377635,0.001014286044830559,0.2832020750285218,0.005005025031787902,0.003328013463973045,0.22930978182325168,0.0003933533203188677,0.014257397338006905,5.899829713218452e-06,0.0006611565062866198,0.008636147289720508,0.339836764075669,0.06473801798959533,5.449475921626146e-07,0.22141419633977888,0.38324245498929477,0.03143934405295501,2.8608607684166287e-05,0.009174192848678597,0.059676154356993694,6.657334614557087e-05,0.010495584322044893,1.1663178134391217e-07
autoclustering,0.8729273895621517,0.6987898721416572,0.5089956362524755,0.04104056976863113,0.23945833280989204,1.0,0.2194711061097021,0.01488216918572216,0.8284464068254638,0.08299684268191188,0.12543857247432832,0.00903694811637945,0.06548925893710944,0.5495132498037179,0.0717614693623394,0.01690353435468972,0.2628891866705234,0.710282770248523,0.12800378316714145,0.09664823731222816,0.37485512470249427,0.07014902679967427,0.08118087629212556,0.901453481580601,0.08028506198593721,0.012888778136861623,0.40325517178868453,0.0348418192008364,0.9178138636243465,0.10302365695081228,0.07851752672389756,0.9794192798175552,0.017876720394710555,0.20253223239467033,0.0007976588151412667,0.025823349071068202,0.1471171919791916,0.8244275958953473,0.5023981666413793,0.00012636901843077197,0.9629639045979255,0.7608199466691441,0.3294980557099727,0.0026303672089176278,0.15296053432158074,0.47966781725362995,0.004925447176643338,0.16675149999066252,3.750177422690015e-05
bang,0.2855229942673292,0.40035848130450713,0.5703519039635088,0.41496687754159645,0.016204468783665105,0.2194711061097021,1.0,0.22731735187429525,0.14856177489186861,0.0030615246083942615,0.7608199466691445,0.16675149999066252,0.5392365719598851,0.5290570899675529,0.5668527803072803,0.0002983424772724508,0.018898648730049317,0.39174374574594073,0.7686926155547773,0.003861490663333411,0.733464975626366,0.5598855663592714,0.6058967554764547,0.2695453143517499,0.6022979718810866,0.20806932078640417,0.694974041682191,0.37763820988044494,0.18314835281004838,0.6873656019563854,0.5951294615488258,0.22930978182325168,0.25419215458785094,0.9629639045979255,0.033530729402667214,0.31686433653305546,0.8244275958953473,0.1471171919791916,0.5773808702960057,0.009174192848678597,0.2374036936379209,0.1254385724743281,0.8004148145368961,0.0750774617959522,0.8405294040211775,0.6022979718810866,0.11320876943564628,0.8769933310190194,0.0037985985118096366
birch,0.022888381665568946,0.04053264004524393,0.07592572437276024,0.6949740416821917,0.00030434234335929844,0.01488216918572216,0.22731735187429525,1.0,0.008003352024395616,3.0622081165443404e-05,0.3665822094105118,0.8607501089944483,0.5529601407769096,0.0662476730203092,0.5256857887301312,1.4068404581291105e-06,0.0003782346805363268,0.0390407162698061,0.36113069342515214,4.1933737362276347e-05,0.12166609474435464,0.5324393574805164,0.489340116052696,0.0208103085586111,0.49258739968478427,0.9588522504512658,0.10972907698336742,0.7451494334889421,0.01113537166822609,0.4208973464158534,0.49911647157331984,0.015977160399810453,0.9465242903920281,0.24569738048365553,0.3584241029977502,0.8364974132481824,0.3244059289220771,0.007881892243785327,0.07764570803744286,0.16205430958632183,0.01690353435468972,0.006150687700390511,0.14426027939874442,0.5668527803072796,0.3143762361503535,0.083917092560575,0.7064443234513929,0.29256272897137214,0.09157994535540626
bsas,0.7064443234513929,0.5460769858522516,0.3804339922534412,0.02383276968565662,0.3372327907074639,0.8284464068254638,0.14856177489186861,0.008003352024395616,1.0,0.12930159289480891,0.08028506198593721,0.004693532815637225,0.039532756101881006,0.41496687754159645,0.04366182337492108,0.02984776284179813,0.3665822094105122,0.5564175996007488,0.08208478689244103,0.14856177489186861,0.2695453143517499,0.042596827185995334,0.04992925066205167,0.733464975626366,0.0493299229364641,0.006860884398960598,0.29256272897137214,0.019971303697196907,0.9096288821166241,0.06473801798959511,0.04814936498667555,0.8083993392160806,0.009741960575795128,0.135944487953493,0.00035657201492012014,0.014463034368847216,0.09561701929916588,0.9958834176841949,0.37485512470249427,5.119048756552225e-05,0.7924510917232828,0.9301074154477589,0.23333185325664751,0.0012613951002689028,0.0997953471434696,0.3557303066906843,0.0024571893978893034,0.10972907698336742,1.4309989714522686e-05
clique,0.058291741800142516,0.0339629906891008,0.0166676264448411,0.00015893514156295474,0.5773808702960057,0.08299684268191188,0.0030615246083942615,3.0622081165443404e-05,0.12930159289480891,1.0,0.001091182341393715,1.397780758227718e-05,0.0003496128477864513,0.0196982737768836,0.00040903515567003446,0.5123113129705565,0.5392365719598844,0.035288467711130034,0.0011316203685016735,0.9424176678315628,0.008767946254536918,0.0003933533203188677,0.0005062426580320079,0.06325686343591075,0.0004965868765069992,2.4388647438033928e-05,0.01018812394646118,0.00012116927812577671,0.10302365695081228,0.0007684250722899133,0.0004777883370463698,0.07851752672389756,4.1009389555535236e-05,0.0026303672089176278,3.6346098686301787e-07,7.419562364630039e-05,0.0014558357561249569,0.13060959921932325,0.016204468783665105,2.5918349688680564e-08,0.0750774617959522,0.15296053432158074,0.006755111323472729,2.121596579085505e-06,0.001563088452638528,0.014671282471320435,5.4824294861699485e-06,0.001831521342084308,4.743998083256429e-09
