,acedec,aec,affinity,agglomerative,amddbscan,autoclustering,bang,birch,bsas,clique,cure,dbscan,dcn,ddc,dec,deepect,diana,dipInit,dipMeans,dipNSub,dipdeck,dipencoder,dkm,drc,gapStatistic,gmeans,hdbscan,idec,isbm,kmeans,ldakmeans,mbsas,mdbscan,mddbscan,meanshift,n2d,optics,pgmeans,projectedDipMeans,rock,skinnydip,somsc,specialK,spectral,subkmeans,syncsom,ttsas,vade,xmeans
acedec,1.0,0.5392365719598851,7.105263288598174e-05,0.007299014432684103,0.0021790310829050696,0.002499477307909448,0.007527357933339696,0.01180956766032848,0.23945833280989204,0.000546642995779445,0.784508962275309,0.6022979718810866,0.0055073893429378185,0.15444859620059992,0.0036755986665772955,0.6350263239877818,0.2520495426425966,0.26731387539857776,5.119048756552225e-05,0.2997180851939356,0.007527357933339696,0.05238795052876144,0.003861490663333411,0.028325949501012193,8.340740316192807e-07,0.00013740577419452116,0.17480645835649455,0.0004336561662519056,0.16517453113170522,2.7656304135703635e-07,6.225370952073206e-08,0.5951294615488254,0.7064443234513929,0.025144410367296866,0.0020333501167471013,0.1781085281022352,0.6535274208386526,0.7218419389851214,0.0011948810297364165,0.8284464068254638,0.4481930806356478,0.09664823731222838,0.5089956362524755,0.11798292001808508,4.5269071380360515e-08,0.06701330835010011,0.29020331316540804,0.5809105850420326,0.013853847365466354
aec,0.5392365719598851,1.0,0.0007829152978762188,0.0385538877435283,0.0002344738797341872,0.015977160399810453,0.001014286044830559,0.0569341159466219,0.07340415138515266,4.685967955975201e-05,0.733464975626366,0.2563474083717905,0.03063467803975506,0.41792591579288185,0.021976673056250506,0.8892102215269189,0.5951294615488258,0.6203871036634396,0.0005900306724686555,0.09873735277420126,0.039532756101881006,0.18485156186389373,0.022888381665568946,0.005005025031787902,1.608697479182908e-05,0.0013798933532647162,0.04873664284188983,0.0036755986665772955,0.43898457411031355,6.045599636905763e-06,1.600689939929012e-06,0.25204954264259616,0.3218791834841994,0.004328890279721165,0.01346041636687989,0.4637817455817046,0.28785673751535934,0.796430303272956,0.008636147289720508,0.40616438071332617,0.8851348529349157,0.2949349920441249,0.9629639045979255,0.34245359251361274,1.2039313765921378e-06,0.014463034368847438,0.09459462972036858,0.950632334298005,0.06473801798959511
affinity,7.105263288598174e-05,0.0007829152978762188,1.0,0.19710329044685992,1.958433415438776e-12,0.3424535925136132,3.0260238759183267e-11,0.14568337426187794,2.617743180000076e-07,1.0902390101819037e-13,0.00021620746366224353,6.995285061650591e-06,0.23131460780922453,0.010811271687297896,0.28552299426732963,0.00046863999240809306,0.004693532815637225,0.004190370823813794,0.9383125754009132,5.449475921626146e-07,0.19354366517540633,0.04207262002575485,0.2785986718379627,7.027165516149125e-10,0.33983676407566876,0.8729273895621517,9.840021619744732e-08,0.649809648468638,0.009741960575795128,0.24360515572059782,0.15001716508372498,6.663890591562804e-06,1.365298797573189e-05,5.234439548473802e-10,0.3748551247024947,0.008636147289720508,9.79725195726644e-06,0.0002983424772724508,0.4637817455817044,2.7965888073744338e-05,0.00130761937105639,0.0208103085586111,0.000925220874331778,0.015977160399810453,0.13459524700517167,6.462854917899108e-09,4.894349987516478e-07,0.0006246523731676668,0.13060959921932325
agglomerative,0.007299014432684103,0.0385538877435283,0.19710329044685992,1.0,9.053802152436674e-09,0.733464975626366,8.534343187704962e-08,0.8688648019273144,0.00011374648230511042,8.268865592242491e-10,0.015977160399810453,0.0013554024896409445,0.9260075648494723,0.20806932078640417,0.8244275958953473,0.027228905672593617,0.12417108053851145,0.11557646489968998,0.17155030086315115,0.0001992836348283511,0.9917669449474058,0.45751032182587004,0.836497413248183,1.0846336011560709e-06,0.02481077415395827,0.2585153208747428,5.349559841660856e-05,0.40325517178868453,0.19531753197725488,0.01405434404567485,0.006346522635783947,0.00130761937105639,0.002216916398501967,8.563725033550185e-07,0.6873656019563854,0.18145680093810368,0.0017376660205552508,0.019971303697196907,0.5773808702960064,0.0037366385771893107,0.05429771994706578,0.3069892197685309,0.04312654706090191,0.2628891866705232,0.005335092137734421,6.3475458864648004e-06,0.00018361038922343198,0.03310318288745684,0.8244275958953473
amddbscan,0.0021790310829050696,0.0002344738797341872,1.958433415438776e-12,9.053802152436674e-09,1.0,1.142695049693998e-09,0.6949740416821917,2.371347229690457e-08,0.05898057614069807,0.6949740416821917,0.000843449682761177,0.010972258377120347,5.206511222155541e-09,7.166837038941054e-06,2.3810062810269983e-09,0.000401122649154928,2.552969313684983e-05,2.9936413247888538e-05,1.120659121056633e-12,0.042596827185995334,9.62285517935868e-09,5.597469110441011e-07,2.6176227851948397e-09,0.38324245498929477,1.3322676295501878e-15,6.092459869933009e-12,0.0876810109251227,4.598521563536906e-11,8.485379707101615e-06,2.220446049250313e-16,0.0,0.01130063525332603,0.0071871899742512735,0.40908608440387284,7.748426344988957e-10,1.0276056258362587e-05,0.008901539588488161,0.0006246523731676668,2.8860513978656854e-10,0.004399695337291565,0.0001317785617560574,2.289804265087625e-06,0.00019525154578126092,3.6925652491248684e-06,0.0,0.2175402872005585,0.04474922102263679,0.0002983424772724508,3.2815456796342346e-08
autoclustering,0.002499477307909448,0.015977160399810453,0.3424535925136132,0.733464975626366,1.142695049693998e-09,1.0,1.2267198146176383e-08,0.6131230293263681,2.672140105608456e-05,9.160205927116749e-11,0.005960311399174856,0.0003933533203188677,0.8044045263688422,0.10972907698336742,0.9055399305146108,0.010811271687297896,0.06037852377658881,0.05560290025686032,0.3045526364875015,4.8979726635201004e-05,0.7257093080321653,0.2785986718379623,0.893288520223432,1.8268318324743404e-07,0.0569341159466219,0.42988571335651726,1.185022921390555e-05,0.6203871036634396,0.10193845097478649,0.03440000710570068,0.01690353435468972,0.0003782346805363268,0.000673758849897732,1.4204660270245029e-07,0.950632334298005,0.09358101997602097,0.00051607324117664,0.0076439144797355585,0.8284464068254644,0.0011948810297364165,0.023514285141355673,0.17317265897894218,0.018127556301310577,0.1442602793987442,0.014463034368847216,1.2039313765921378e-06,4.482684055040487e-05,0.01346041636687989,0.5738612884933789
bang,0.007527357933339696,0.001014286044830559,3.0260238759183267e-11,8.534343187704962e-08,0.6949740416821917,1.2267198146176383e-08,1.0,2.0989908189328332e-07,0.13459524700517145,0.4329064304331556,0.00321898033411383,0.03143934405295501,5.084788590181688e-08,4.1933737362276347e-05,2.4427393441328604e-08,0.001648251632690112,0.00013456445728321498,0.0001556761748080504,1.7839951738096715e-11,0.10193845097478671,9.03512467065326e-08,3.978584296682186e-06,2.6696577393181542e-08,0.6313528199483203,2.9753977059954195e-14,8.85214124224376e-11,0.18829308986842386,5.968046057347465e-10,4.8979726635201004e-05,5.551115123125783e-15,6.661338147750939e-16,0.03226207368888612,0.02167987277375749,0.664732138866394,8.517516691952665e-09,5.840409194957097e-05,0.02616872368593426,0.0024571893978893034,3.366159795348267e-09,0.01405434404567485,0.0006013676659979428,1.4649692211987642e-05,0.0008592472175574795,2.276763469000187e-05,4.440892098500626e-16,0.4003584813045069,0.10633446854698247,0.0012613951002689028,2.8425682185861945e-07
birch,0.01180956766032848,0.0569341159466219,0.14568337426187794,0.8688648019273144,2.371347229690457e-08,0.6131230293263681,2.0989908189328332e-07,1.0,0.0002206444746237768,2.306866697665555e-09,0.02481077415395827,0.0023745714086269576,0.7964303032729554,0.27404644818292634,0.6987898721416563,0.04104056976863113,0.1699393467706276,0.15897878202458138,0.12543857247432832,0.0003782346805363268,0.8769933310190188,0.5633639803941461,0.710282770248523,2.470777280771941e-06,0.015977160399810453,0.1953175319772551,0.00010675408704319267,0.316864336533055,0.2585153208747428,0.008767946254536918,0.0037985985118096366,0.002294503900035716,0.0037985985118096366,1.965291243299916e-06,0.5703519039635088,0.24152547990955453,0.003010621134797109,0.03063467803975528,0.47010075987412847,0.0062479144589215885,0.07851752672389778,0.3917437457459414,0.06325686343591075,0.339836764075669,0.003165693477158227,1.365298797573189e-05,0.0003496128477864513,0.04932992293646432,0.9547416906518555
bsas,0.23945833280989204,0.07340415138515266,2.617743180000076e-07,0.00011374648230511042,0.05898057614069807,2.672140105608456e-05,0.13459524700517145,0.0002206444746237768,1.0,0.022580893533384883,0.14711719197919182,0.5123113129705565,7.74697850183248e-05,0.009313294982347342,4.482684055040487e-05,0.09873735277420148,0.02024763117734585,0.022277002021686698,1.727807397156056e-07,0.8892102215269195,0.00011864569760655641,0.001831521342084308,4.790858598036074e-05,0.3094386792529584,1.037298247297258e-09,6.065065734084385e-07,0.8566982134393217,2.6654377509593985e-06,0.01034083724047119,2.699904744218884e-10,4.441558232315401e-11,0.5189762998947178,0.4238811418818693,0.28785673751535934,2.0291472469624594e-05,0.0116377090625579,0.46693532341563104,0.12543857247432832,1.0033926704400287e-05,0.3372327907074639,0.053018202073516374,0.004544463265016674,0.06624767302030943,0.006150687700390511,3.0260238759183267e-11,0.5123113129705565,0.9055399305146108,0.083917092560575,0.0002754333930532482
clique,0.000546642995779445,4.685967955975201e-05,1.0902390101819037e-13,8.268865592242491e-10,0.6949740416821917,9.160205927116749e-11,0.4329064304331556,2.306866697665555e-09,0.022580893533384883,1.0,0.00019129621002256236,0.003328013463973045,4.589100210949937e-10,1.0566361623443044e-06,1.997506604567434e-10,8.44322473834147e-05,4.180932666297821e-06,4.969684526567875e-06,6.061817714453355e-14,0.015530939519615705,8.823342056984984e-10,6.786798012470285e-08,2.209072924586053e-10,0.20621155815902004,0.0,3.6060043839825084e-13,0.03573999356024893,3.0477842472009797e-12,1.2682185071000163e-06,0.0,0.0,0.003440400020190415,0.002068907806837217,0.22336958382946825,6.065636881658065e-11,1.5599729126236639e-06,0.0026303672089176278,0.00013740577419452116,2.1289636720212002e-11,0.0011948810297364165,2.4952966679148147e-05,3.085986099993221e-07,3.83509611876498e-05,5.164725571660256e-07,0.0,0.10411802984788898,0.016434614394965408,6.1015438226563745e-05,3.262276226934091e-09
