,acedec,aec,affinity,agglomerative,amddbscan,autoclustering,bang,birch,bsas,clique,cure,dbscan,dcn,ddc,dec,deepect,diana,dipInit,dipMeans,dipNSub,dipdeck,dipencoder,dkm,drc,gapStatistic,gmeans,hdbscan,idec,isbm,kmeans,ldakmeans,mbsas,mdbscan,mddbscan,meanshift,n2d,optics,pgmeans,projectedDipMeans,rock,skinnydip,somsc,specialK,spectral,subkmeans,syncsom,ttsas,vade,xmeans
acedec,1.0,0.5460769858522516,7.105263288598174e-05,0.008003352024395616,0.00267537056726197,0.0027674949381502056,0.0066508061588510525,0.012888778136861623,0.2520495426425966,0.0005062426580320079,0.7765892109550234,0.6022979718810866,0.005684692865771668,0.1574576794795446,0.004055884356039208,0.6424002779116313,0.26509517082151435,0.2763161679438819,0.0002344738797341872,0.2997180851939365,0.008251311129278793,0.05365477644061012,0.004259119871526051,0.02907828881388963,9.267658547251756e-07,0.00013740577419452116,0.18145680093810435,0.00048710304083887657,0.6313528199483196,3.2593176779727173e-07,7.397135282083411e-08,0.6167503774093486,0.6760122701282101,0.026518083570819417,0.0017073773036957451,0.18145680093810368,0.6684839116062085,0.7141285808229474,0.004259119871526051,0.8204133823820068,0.44819308063564733,0.10302365695081228,0.5156382177966408,0.12042850888279166,5.388168333730903e-08,0.07507746179595243,0.3045526364875011,0.6535274208386526,0.013853847365466354
aec,0.5460769858522516,1.0,0.0007541841659528536,0.04053264004524393,0.00031045505604354595,0.01690353435468972,0.0009083011778203698,0.059676154356993694,0.08028506198593721,4.482684055040487e-05,0.749057472911524,0.26069590840027734,0.03063467803975506,0.41792591579288185,0.023199500703128262,0.8892102215269189,0.609505131537768,0.6276883987640063,0.0021050350833895504,0.1008623637789341,0.04155388201881127,0.1848515618638933,0.02415498925123538,0.005335092137734421,1.685508061521901e-05,0.001331313146265778,0.05238795052876144,0.003925327358100583,0.901453481580601,6.663890591562804e-06,1.7740109392594405e-06,0.2695453143517499,0.3069892197685309,0.004769715444170375,0.01130063525332603,0.46378174558170393,0.30212892624113996,0.8123991531268748,0.02415498925123538,0.40616438071332617,0.8769933310190188,0.3045526364875011,0.9629639045979255,0.34245359251361274,1.3358010795272435e-06,0.017142367756429078,0.10302365695081228,0.8769933310190194,0.06325686343591075
affinity,7.105263288598174e-05,0.0007541841659528536,1.0,0.18656646278404687,3.0477842472009797e-12,0.3269455537631334,2.2845503266921696e-11,0.13730414860409246,3.085986099993221e-07,9.325873406851315e-14,0.0002251668634263293,6.995285061650591e-06,0.2273173518742948,0.010495584322044893,0.271789501031241,0.0004508314929110302,0.004259119871526051,0.003925327358100583,0.7686926155547773,5.449475921626146e-07,0.18314835281004838,0.04104056976863113,0.26509517082151457,7.500331467014121e-10,0.3503811392612881,0.8729273895621517,1.1021858536963691e-07,0.6276883987640063,0.0004777883370463698,0.2563474083717905,0.15897878202458138,7.705968153803866e-06,1.1301541996688869e-05,5.968046057347465e-10,0.4032551717886843,0.008377850091538352,1.0777158737873549e-05,0.00031045505604354595,0.26509517082151457,2.672140105608456e-05,0.00130761937105639,0.019161978145850522,0.0008916686178623845,0.015530939519615705,0.14284786479653055,8.78168027185211e-09,5.74933335162342e-07,0.00042529943474733933,0.13060959921932302
agglomerative,0.008003352024395616,0.04053264004524393,0.18656646278404687,1.0,1.5612280357402142e-08,0.733464975626366,8.060484768535048e-08,0.8688648019273151,0.00014627259408506177,8.823342056984984e-10,0.017876720394710555,0.0015085842792093018,0.9096288821166241,0.2156217131862439,0.8244275958953473,0.028699996346172263,0.12417108053851145,0.11798292001808508,0.3045526364875011,0.0002251668634263293,0.9917669449474065,0.4701007598741289,0.8364974132481824,1.3358010795272435e-06,0.02415498925123538,0.24569738048365508,6.657334614557087e-05,0.4032551717886843,0.02984776284179813,0.01405434404567485,0.006346522635783947,0.0016194007141825395,0.0021417400933401165,1.1133442545663286e-06,0.6276883987640063,0.18829308986842452,0.002068907806837217,0.022277002021686698,0.8364974132481824,0.0039901210569111,0.058291741800142516,0.3069892197685309,0.045301430604247406,0.2717895010312408,0.005335092137734421,9.339802315100343e-06,0.0002344738797341872,0.027590441664248955,0.8486058463463084
amddbscan,0.00267537056726197,0.00031045505604354595,3.0477842472009797e-12,1.5612280357402142e-08,1.0,2.0321579974336146e-09,0.7726379704313906,4.028566213953866e-08,0.06325686343591075,0.6350263239877818,0.001014286044830559,0.013076891448557282,8.0121660417376e-09,1.0033926704400287e-05,4.189063762538581e-09,0.0005260815240122341,3.83509611876498e-05,4.287782984158106e-05,2.3664625814490137e-11,0.04932992293646432,1.6578072692396972e-08,8.123352739364265e-07,4.598905922748031e-09,0.4120202584174635,2.6645352591003757e-15,9.389822253069724e-12,0.09561701929916588,8.554223995815846e-11,0.0004965868765069992,4.440892098500626e-16,0.0,0.012338724648983668,0.009741960575795128,0.4329064304331556,8.268865592242491e-10,1.4309989714522686e-05,0.0100374217222845,0.0007541841659528536,4.598905922748031e-09,0.0055073893429380405,0.00016910149580140477,3.601685498066942e-06,0.0002593449939829462,5.220032164743316e-06,0.0,0.22141419633977888,0.04814936498667577,0.0005572021972077845,4.660540287027004e-08
autoclustering,0.0027674949381502056,0.01690353435468972,0.3269455537631334,0.733464975626366,2.0321579974336146e-09,1.0,1.1546559042230342e-08,0.6131230293263685,3.506002513442574e-05,9.808087675367005e-11,0.006755111323472729,0.00044216599428059666,0.8204133823820068,0.1143877956778796,0.9055399305146108,0.011468073022237624,0.06037852377658903,0.0569341159466219,0.49258739968478427,5.5898829913747505e-05,0.7257093080321659,0.28785673751535956,0.8932885202234329,2.2806742028258498e-07,0.05560290025686032,0.4120202584174626,1.4997076083433925e-05,0.6203871036634394,0.011983673300684838,0.03440000710570068,0.01690353435468972,0.0004777883370463698,0.0006487736362377206,1.8783796695842625e-07,0.8851348529349157,0.09768833230699836,0.0006246523731676668,0.008636147289720508,0.8932885202234329,0.0012843152887827003,0.02548192335348598,0.17317265897894218,0.019161978145850522,0.15001716508372498,0.014463034368847216,1.8200808407087266e-06,5.840409194957097e-05,0.010972258377120347,0.5951294615488258
bang,0.0066508061588510525,0.0009083011778203698,2.2845503266921696e-11,8.060484768535048e-08,0.7726379704313906,1.1546559042230342e-08,1.0,1.9857262278932808e-07,0.11677482406886286,0.44511145053926815,0.0027210765654352986,0.028325949501012193,4.270694642372064e-08,3.6670457745024976e-05,2.3019820272196512e-08,0.0014819937868102429,0.00012904707930094794,0.00014325879107013328,1.632072255119965e-10,0.09358101997602097,8.534343187704962e-08,3.426317520593969e-06,2.5162156580549322e-08,0.5951294615488258,2.531308496145357e-14,6.726463830375451e-11,0.16833975911964716,5.589511076209419e-10,0.001404791766874025,5.10702591327572e-15,6.661338147750939e-16,0.026871465304772135,0.02167987277375749,0.620387103663439,4.893540683781339e-09,5.119048756552225e-05,0.022277002021686698,0.002068907806837217,2.5162156580549322e-08,0.012888778136861623,0.00051607324117664,1.397780758227718e-05,0.0007684250722899133,1.9828026106782914e-05,4.440892098500626e-16,0.35038113926128767,0.09157994535540626,0.001563088452638528,2.2806742028258498e-07
birch,0.012888778136861623,0.059676154356993694,0.13730414860409246,0.8688648019273151,4.028566213953866e-08,0.6131230293263685,1.9857262278932808e-07,1.0,0.00028100084206061915,2.4574648982422787e-09,0.027590441664248955,0.0026303672089176278,0.7805462405711401,0.2832020750285218,0.6987898721416572,0.04312654706090213,0.1699393467706276,0.16205430958632205,0.23333185325664774,0.00042529943474733933,0.8769933310190188,0.5773808702960064,0.710282770248523,3.02299409105089e-06,0.015530939519615705,0.18485156186389373,0.0001317785617560574,0.31686433653305524,0.04474922102263679,0.008767946254536918,0.0037985985118096366,0.0028146355336244877,0.0036755986665772955,2.534095963513394e-06,0.5156382177966408,0.2499195550836626,0.003556230806947225,0.0339629906891008,0.710282770248523,0.0066508061588510525,0.083917092560575,0.39174374574594073,0.0662476730203092,0.3503811392612881,0.003165693477158227,1.9828026106782914e-05,0.00044216599428059666,0.04155388201881127,0.9794192798175552
bsas,0.2520495426425966,0.08028506198593721,3.085986099993221e-07,0.00014627259408506177,0.06325686343591075,3.506002513442574e-05,0.11677482406886286,0.00028100084206061915,1.0,0.0196982737768836,0.15296053432158052,0.5324393574805164,9.198314223168857e-05,0.010495584322044893,5.840409194957097e-05,0.1074566301953257,0.02383276968565662,0.02548192335348598,1.4068404581291105e-06,0.9137202290091768,0.00015248018044777822,0.0021050350833895504,6.236220023225769e-05,0.29971808519393606,1.4308616513858397e-09,7.115759288467416e-07,0.8486058463463091,3.601685498066942e-06,0.10411802984788898,4.0216474594956253e-10,6.726463830375451e-11,0.5189762998947165,0.4669353234156306,0.2832020750285218,1.8497404778328175e-05,0.01307689144855706,0.47327801497265076,0.13060959921932325,6.236220023225769e-05,0.3584241029977502,0.05693411594662168,0.0055073893429378185,0.07257900615022339,0.00696814318837613,4.598521563536906e-11,0.5256857887301318,0.9055399305146108,0.11087945737224625,0.00031045505604354595
clique,0.0005062426580320079,4.482684055040487e-05,9.325873406851315e-14,8.823342056984984e-10,0.6350263239877818,9.808087675367005e-11,0.44511145053926815,2.4574648982422787e-09,0.0196982737768836,1.0,0.00016910149580140477,0.0031132118324466163,4.2962389201761653e-10,1.0027133530154941e-06,2.136226751048298e-10,8.088022816843399e-05,4.393122072565703e-06,4.969684526567875e-06,8.302247778146921e-13,0.014671282471320435,9.414022894560503e-10,6.407319208534545e-08,2.362117168530631e-10,0.19531753197725532,0.0,3.0953017926549364e-13,0.03226207368888612,3.2798208593476375e-12,7.581599278183582e-05,0.0,0.0,0.002911123359094825,0.002216916398501967,0.2080693207864046,3.732059106198449e-11,1.481505506051306e-06,0.002294503900035716,0.00012116927812577671,2.362117168530631e-10,0.0011523548173193454,2.276763469000187e-05,3.2593176779727173e-07,3.6670457745024976e-05,4.894349987516478e-07,0.0,0.0896134057544713,0.014257397338006905,8.626305399683787e-05,2.8770805737821092e-09
