,acedec,aec,affinity,agglomerative,amddbscan,autoclustering,bang,birch,bsas,clique,cure,dbscan,dcn,ddc,dec,deepect,diana,dipInit,dipMeans,dipNSub,dipdeck,dipencoder,dkm,drc,gapStatistic,gmeans,hdbscan,idec,isbm,kmeans,ldakmeans,mbsas,mdbscan,mddbscan,meanshift,n2d,optics,pgmeans,projectedDipMeans,rock,skinnydip,somsc,specialK,spectral,subkmeans,syncsom,ttsas,vade,xmeans
acedec,1.0,0.4420419371160542,0.38606358050286493,0.009313294982347342,0.21182119173171188,0.20071060942859353,0.6461005747770359,0.0030615246083942615,0.32187918348419986,0.3021289262411395,0.02984776284179813,0.23740369363792135,0.028325949501012193,0.01575266024226929,0.028699996346172263,0.14568337426187794,0.2902033131654078,0.8486058463463084,0.023199500703128262,0.26731387539857776,0.04873664284188983,0.07340415138515244,0.07592572437276046,0.6022979718810866,0.04814936498667577,0.17810852810223476,0.40616438071332617,0.02616872368593426,0.7373530923948675,0.15444859620059992,0.16517453113170522,0.8566982134393217,0.10302365695081228,0.31686433653305546,0.004259119871526051,0.07764570803744286,0.059676154356993694,0.6276883987640063,0.12930159289480891,0.09157994535540626,0.9383125754009132,0.3611306934251517,0.0997953471434696,0.008126485076646706,0.2855229942673292,0.339836764075669,0.42988571335651704,0.003556230806947225,0.22533729402485858
aec,0.4420419371160542,1.0,0.9219096782122338,0.06701330835010011,0.04366182337492108,0.6095051315377684,0.2194711061097021,0.028325949501012415,0.07851752672389778,0.07176146936233918,0.160510978782471,0.6797886913817317,0.15444859620059992,0.0997953471434696,0.1559476310141792,0.02616872368593426,0.06778621310920152,0.3372327907074635,0.13325638154829278,0.06037852377658903,0.22930978182325168,0.3069892197685309,0.3143762361503537,0.8044045263688422,0.22731735187429525,0.5633639803941461,0.950632334298005,0.14568337426187794,0.664732138866394,0.5123113129705565,0.5358325366152681,0.34245359251361274,0.38889735045406626,0.8164038677579457,0.0366578418973742,0.31936531905131327,0.2650951708215148,0.7765892109550241,0.45439255197267703,0.3584241029977502,0.48934011605269556,0.09257614141825043,0.3804339922534412,0.06037852377658903,0.7647532424227965,0.8526500911757782,0.983534766474444,0.03184843124488723,0.047568044120468445
affinity,0.38606358050286493,0.9219096782122338,1.0,0.08299684268191188,0.03440000710570068,0.6797886913817313,0.18485156186389373,0.03619643785766358,0.06325686343591075,0.05760960410933569,0.19178165775668643,0.7529719674705859,0.1848515618638933,0.12166609474435441,0.18656646278404687,0.02024763117734585,0.05429771994706578,0.29020331316540804,0.160510978782471,0.04814936498667577,0.2695453143517499,0.3557303066906843,0.36385006634953054,0.7295836837873069,0.2673138753985773,0.6313528199483196,0.9711900591118694,0.1748064583564941,0.5951294615488258,0.5773808702960057,0.6022979718810866,0.2949349920441251,0.44511145053926704,0.8932885202234329,0.04642309307310266,0.36932710950822756,0.30943867925295865,0.7026133283114506,0.5156382177966408,0.4120202584174626,0.42988571335651704,0.0750774617959522,0.43593939448719365,0.0750774617959522,0.8405294040211766,0.9301074154477589,0.9383125754009132,0.04053264004524393,0.03759569529445206
agglomerative,0.009313294982347342,0.06701330835010011,0.08299684268191188,1.0,0.00011864569760655641,0.18656646278404687,0.002216916398501967,0.7179816667337771,0.00032948999364457165,0.00028100084206061915,0.6684839116062078,0.15594763101417897,0.6835731632547706,0.8526500911757782,0.6797886913817313,5.007354371833195e-05,0.0002541809971299269,0.005250782203704452,0.7412479424143814,0.00020758361526884705,0.5290570899675535,0.4179259157928823,0.40908608440387284,0.03759569529445206,0.5324393574805164,0.20993918904895326,0.0767817901914154,0.7064443234513935,0.023514285141355673,0.23945833280989204,0.22533729402485858,0.0054206227297251,0.33206343176626163,0.10972907698336742,0.7964303032729554,0.40325517178868453,0.4732780149726512,0.03440000710570068,0.2785986718379625,0.36113069342515214,0.0116377090625579,0.00044216599428059666,0.339836764075669,0.9629639045979255,0.12543857247432832,0.0997953471434696,0.07014902679967427,0.7529719674705859,0.00013740577419452116
amddbscan,0.21182119173171188,0.04366182337492108,0.03440000710570068,0.00011864569760655641,1.0,0.011468073022237624,0.42988571335651704,2.552969313684983e-05,0.7964303032729554,0.8284464068254644,0.0006246523731676668,0.015095722259934385,0.0005788928950734018,0.00024911354683365694,0.0005900306724686555,0.8364974132481824,0.8486058463463091,0.29020331316540804,0.0004336561662519056,0.8892102215269182,0.0012843152887827003,0.0023745714086269576,0.002499477307909448,0.0767817901914154,0.0012613951002689028,0.009454275901663145,0.03759569529445206,0.00051607324117664,0.1132087694356465,0.007527357933339696,0.008377850091538352,0.2855229942673292,0.0039901210569111,0.024480978962752697,4.010439757373696e-05,0.0025860568682223306,0.0017376660205552508,0.08299684268191188,0.005684692865771668,0.003328013463973045,0.18485156186389373,0.7373530923948675,0.0037985985118096366,9.806016809688067e-05,0.020527288599724747,0.027590441664248955,0.04155388201881127,3.132265643213117e-05,0.9711900591118694
autoclustering,0.20071060942859353,0.6095051315377684,0.6797886913817313,0.18656646278404687,0.011468073022237624,1.0,0.08208478689244125,0.09257614141825066,0.023199500703128262,0.0208103085586111,0.3720847528008999,0.9219096782122331,0.3611306934251517,0.25634740837179026,0.36385006634953054,0.0062479144589215885,0.019428509245939862,0.1414460876151753,0.3218791834841994,0.01690353435468972,0.48934011605269556,0.609505131537768,0.6203871036634396,0.4481930806356478,0.4861043947960322,0.9465242903920275,0.6535274208386532,0.3450832694820374,0.3450832694820374,0.8851348529349157,0.9137202290091775,0.14426027939874442,0.7257093080321653,0.7805462405711401,0.11438779567787938,0.6276883987640063,0.5460769858522516,0.42687727388808705,0.8123991531268748,0.6835731632547701,0.22930978182325168,0.028325949501012193,0.7141285808229474,0.1715503008631507,0.8324697133387422,0.7451494334889421,0.6240331352789874,0.10193845097478671,0.012703062994333436
bang,0.6461005747770359,0.2194711061097021,0.18485156186389373,0.002216916398501967,0.42988571335651704,0.08208478689244125,1.0,0.0006246523731676668,0.5951294615488265,0.5668527803072796,0.008506122054056542,0.1008623637789341,0.008003352024395616,0.004055884356039208,0.008126485076646706,0.31936531905131327,0.5495132498037174,0.788477278620308,0.006346522635783947,0.5156382177966414,0.015095722259934385,0.024480978962752697,0.02548192335348598,0.32694555376313383,0.01488216918572216,0.07095149242730558,0.1971032904468597,0.007299014432684103,0.42687727388808705,0.059676154356993694,0.06473801798959533,0.7805462405711401,0.0366578418973742,0.14426027939874442,0.0009083011778203698,0.02616872368593426,0.019161978145850522,0.3450832694820374,0.04814936498667577,0.03184843124488723,0.5915598727841798,0.6498096484686378,0.035288467711130034,0.0018966557057380484,0.126716124825488,0.1574576794795446,0.21182119173171188,0.0007401886616256181,0.45128679288134865
birch,0.0030615246083942615,0.028325949501012415,0.03619643785766358,0.7179816667337771,2.552969313684983e-05,0.09257614141825066,0.0006246523731676668,1.0,7.74697850183248e-05,6.514059992968058e-05,0.42988571335651704,0.0750774617959522,0.44204193711605466,0.5844503676766624,0.43898457411031355,1.0033926704400287e-05,5.840409194957097e-05,0.0016194007141825395,0.489340116052696,4.685967955975201e-05,0.32187918348419986,0.24152547990955453,0.2353615410718306,0.014671282471320435,0.3244059289220771,0.1063344685469827,0.03310318288745684,0.46064006557695913,0.008636147289720508,0.12417108053851145,0.1155764648996902,0.0016775748497463994,0.18314835281004882,0.049929250662051894,0.9178138636243471,0.23131460780922453,0.280893970771412,0.01326742882532339,0.14856177489186884,0.20253223239467077,0.003925327358100583,0.00010675408704319267,0.18829308986842452,0.7529719674705859,0.058291741800142516,0.04474922102263679,0.02984776284179813,0.9629639045979255,2.9936413247888538e-05
bsas,0.32187918348419986,0.07851752672389778,0.06325686343591075,0.00032948999364457165,0.7964303032729554,0.023199500703128262,0.5951294615488265,7.74697850183248e-05,1.0,0.9670765439062059,0.001563088452638528,0.029847762841798353,0.0014558357561249569,0.0006611565062866198,0.0014819937868102429,0.6424002779116313,0.9465242903920268,0.4238811418818693,0.0011112312828069904,0.9055399305146108,0.0030615246083942615,0.0054206227297251,0.005684692865771668,0.13060959921932325,0.003010621134797109,0.019428509245939862,0.06856643554896458,0.00130761937105639,0.18485156186389418,0.01575266024226929,0.01738415649272884,0.4179259157928823,0.008767946254536918,0.04642309307310288,0.00011864569760655641,0.005867128745099315,0.004055884356039208,0.1400549047730819,0.012160050668495126,0.0074123975308666434,0.28552299426732963,0.9383125754009138,0.008377850091538352,0.0002754333930532482,0.039532756101881006,0.05176397561442836,0.07507746179595243,9.396815635254185e-05,0.8244275958953464
clique,0.3021289262411395,0.07176146936233918,0.05760960410933569,0.00028100084206061915,0.8284464068254644,0.0208103085586111,0.5668527803072796,6.514059992968058e-05,0.9670765439062059,1.0,0.0013554024896409445,0.026871465304772135,0.0012613951002689028,0.00056795112440855,0.0012843152887827003,0.6722439826787601,0.9794192798175552,0.40035848130450713,0.0009599397342123783,0.9383125754009138,0.00267537056726197,0.004769715444170375,0.005005025031787902,0.12042850888279166,0.0026303672089176278,0.01738415649272884,0.06252685399512337,0.0011316203685016735,0.1715503008631507,0.01405434404567485,0.015530939519615705,0.394602746522803,0.007762086185696182,0.04207262002575507,0.00010016871400053695,0.005167677719110753,0.003556230806947225,0.12930159289480891,0.010811271687297896,0.006547951271497654,0.2673138753985773,0.9055399305146108,0.0074123975308666434,0.0002344738797341872,0.03573999356024893,0.046992635136377636,0.06856643554896458,7.915764483823473e-05,0.8566982134393217
